txn_index,tcp_stream,read_frame,read_ts_epoch,read_tcp_seq,read_tcp_len,read_tcp_hdr_len,read_ip_len,read_frame_len,read_dnp3_func,read_dnp3_al_seq,read_dnp3_tr_seq,read_dnp3_src,read_dnp3_dst,read_dnp3_hdr_crc_ok,expected_ack,ack_frame,ack_ts_epoch,ack_tcp_seq,ack_tcp_ack,ack_tcp_len,ack_tcp_hdr_len,ack_ip_len,ack_frame_len,resp_frame,resp_ts_epoch,resp_tcp_seq,resp_tcp_ack,resp_tcp_len,resp_tcp_hdr_len,resp_ip_len,resp_frame_len,resp_dnp3_func,resp_dnp3_al_seq,resp_dnp3_tr_seq,resp_dnp3_src,resp_dnp3_dst,resp_dnp3_hdr_crc_ok,resp_dnp3_frame_total_len,clrt_ms,clrt_ns,read_to_ack_ms,read_to_read_ms,prev_resp_to_read_ms,retransmission_flags,tcp_analysis_flags,ws_malformed,protection_miss_candidate,ambiguity,validation_failure
11,0,86,1785029531.535405343,4087653287,22,32,74,88,1,8,0,1,0,True,4087653309,87,1785029531.536318169,4076396139,4087653309,0,32,52,66,88,1785029531.537409905,4076396139,4087653309,54,32,106,120,129,8,16,0,1,True,54,1.091736,1091736,0.912826,30002.572327,30000.578076,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 87,90,92",
12,0,94,1785029561.537977670,4087653309,22,32,74,88,1,9,0,1,0,True,4087653331,95,1785029561.540536939,4076396193,4087653331,0,32,52,66,96,1785029561.542639361,4076396193,4087653331,54,32,106,120,129,9,17,0,1,True,54,2.102422,2102422,2.559269,30005.174053,30000.567765,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 95,98,100",
13,0,102,1785029591.543151723,4087653331,22,32,74,88,1,10,0,1,0,True,4087653353,103,1785029591.543686269,4076396247,4087653353,0,32,52,66,104,1785029591.544684290,4076396247,4087653353,54,32,106,120,129,10,18,0,1,True,54,0.998021,998021,0.534546,30002.046534,30000.512362,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 103,106,108",
14,0,110,1785029621.545198257,4087653353,22,32,74,88,1,11,0,1,0,True,4087653375,111,1785029621.545688956,4076396301,4087653375,0,32,52,66,112,1785029621.546703540,4076396301,4087653375,54,32,106,120,129,11,19,0,1,True,54,1.014584,1014584,0.490699,30002.000964,30000.513967,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 111,114,116",
15,0,118,1785029651.547199221,4087653375,22,32,74,88,1,12,0,1,0,True,4087653397,119,1785029651.547693234,4076396355,4087653397,0,32,52,66,120,1785029651.549355718,4076396355,4087653397,54,32,106,120,129,12,20,0,1,True,54,1.662484,1662484,0.494013,30002.671114,30000.495681,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 119,122,124",
16,0,126,1785029681.549870335,4087653397,22,32,74,88,1,13,0,1,0,True,4087653419,127,1785029681.550365261,4076396409,4087653419,0,32,52,66,128,1785029681.565039842,4076396409,4087653419,54,32,106,120,129,13,21,0,1,True,54,14.674581,14674581,0.494926,30015.686479,30000.514617,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 127,130,132",
17,0,134,1785029711.565556814,4087653419,22,32,74,88,1,14,0,1,0,True,4087653441,135,1785029711.566678488,4076396463,4087653441,0,32,52,66,136,1785029711.571486302,4076396463,4087653441,54,32,106,120,129,14,22,0,1,True,54,4.807814,4807814,1.121674,30006.451618,30000.516972,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 135,138,140",
18,0,142,1785029741.572008432,4087653441,22,32,74,88,1,15,0,1,0,True,4087653463,143,1785029741.572460190,4076396517,4087653463,0,32,52,66,144,1785029741.573478837,4076396517,4087653463,54,32,106,120,129,15,23,0,1,True,54,1.018647,1018647,0.451758,30002.001621,30000.522130,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 143,146,148",
19,0,150,1785029771.574010053,4087653463,22,32,74,88,1,0,0,1,0,True,4087653485,151,1785029771.574518721,4076396571,4087653485,0,32,52,66,152,1785029771.578215123,4076396571,4087653485,54,32,106,120,129,0,24,0,1,True,54,3.696402,3696402,0.508668,30004.719758,30000.531216,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 151,154,156",
20,0,158,1785029801.578729811,4087653485,22,32,74,88,1,1,0,1,0,True,4087653507,159,1785029801.579775386,4076396625,4087653507,0,32,52,66,160,1785029801.580796686,4076396625,4087653507,54,32,106,120,129,1,25,0,1,True,54,1.021300,1021300,1.045575,30002.623431,30000.514688,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 159,162,164",
21,0,166,1785029831.581353242,4087653507,22,32,74,88,1,2,0,1,0,True,4087653529,167,1785029831.581867893,4076396679,4087653529,0,32,52,66,168,1785029831.582929295,4076396679,4087653529,54,32,106,120,129,2,26,0,1,True,54,1.061402,1061402,0.514651,30002.134346,30000.556556,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 167,170,172",
22,0,174,1785029861.583487588,4087653529,22,32,74,88,1,3,0,1,0,True,4087653551,175,1785029861.583972153,4076396733,4087653551,0,32,52,66,176,1785029861.584982706,4076396733,4087653551,54,32,106,120,129,3,27,0,1,True,54,1.010553,1010553,0.484565,,30000.558293,,,False,False,,
