unit,run,arm,operation,transactions,mean_ms,sample_sd_ms,sample_variance_ms2,median_ms,min_ms,max_ms,source
"capture (nested in run, not independent)",s01/b6,Timing OFF,READ,400,2.920247,2.956299,8.739702021964,2.111912,1.018047,23.179054,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s02/b1,Timing OFF,READ,400,2.737526,2.151782,4.63016570814,2.130389,1.068115,13.162136,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s02/b2,Timing OFF,READ,400,2.854273,2.668058,7.11853511407,2.12121,1.065969,25.026083,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s02/b3,Obfuscated,READ,400,4.000808,0.009217,8.4955105e-05,4.000545,3.931046,4.029989,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s02/b4,Obfuscated,READ,400,4.007404,0.121301,0.014714041481,4.000187,3.972054,6.421089,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s02/b5,Timing OFF,READ,400,2.8506,2.394799,5.735061170723,2.115011,1.069069,15.620947,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s02/b6,Obfuscated,READ,400,4.000656,0.009161,8.3921744e-05,4.000187,3.926992,4.029036,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s03/b1,Obfuscated,READ,400,4.00845,0.145941,0.021298866041,4.000187,3.953934,6.9139,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s03/b2,Obfuscated,READ,400,3.999913,0.008056,6.4901847e-05,3.999949,3.9711,4.028082,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s03/b3,Timing OFF,READ,400,2.773694,2.328978,5.424140845959,2.127171,1.018047,24.561882,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s03/b4,Timing OFF,READ,400,2.822238,2.259966,5.107446767335,2.131581,1.029968,14.682055,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s03/b5,Obfuscated,READ,400,4.001698,0.033155,0.001099258551,4.000187,3.9289,4.640102,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s03/b6,Timing OFF,READ,400,2.94046,3.372469,11.373549941998,2.111435,1.067877,48.459053,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s04/b1,Timing OFF,READ,400,2.72857,2.31401,5.354641237275,2.124548,1.061916,22.665977,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s04/b2,Obfuscated,READ,400,4.133358,2.659096,7.070793142662,3.999949,3.968954,57.182074,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s04/b3,Obfuscated,READ,400,4.00202,0.031287,0.000978899333,4.000187,3.9711,4.605055,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s04/b4,Timing OFF,READ,400,2.853247,2.848677,8.114960278518,2.109408,1.074791,34.471035,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s04/b5,Obfuscated,READ,400,4.004943,0.096601,0.009331680025,3.999949,3.963947,5.923033,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s04/b6,Timing OFF,READ,400,3.04149,4.831319,23.341644092044,2.109527,1.024961,83.457947,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s05/b1,Obfuscated,READ,400,4.001713,0.045831,0.002100463308,3.998995,3.968954,4.901886,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s05/b2,Timing OFF,READ,400,2.71453,2.338586,5.468985745608,2.115965,1.064062,23.776054,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s05/b3,Timing OFF,READ,400,2.695152,2.16511,4.687703240907,2.110958,1.06287,22.405148,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s05/b4,Obfuscated,READ,400,4.000024,0.007912,6.2600306e-05,3.998995,3.944874,4.029036,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s05/b5,Timing OFF,READ,400,2.764695,2.531178,6.406864202137,2.113462,1.082182,34.668922,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s05/b6,Obfuscated,READ,400,4.000046,0.008599,7.3943544e-05,3.999233,3.959179,4.067898,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s06/b1,Timing OFF,READ,400,2.76181,2.595466,6.736441634446,2.116442,1.066923,23.197889,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s06/b2,Timing OFF,READ,400,2.71624,2.191454,4.802472190703,2.128839,1.066923,24.334192,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s06/b3,Obfuscated,READ,400,4.002148,0.011659,0.000135926398,4.000902,3.935099,4.066944,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s06/b4,Obfuscated,READ,400,4.000037,0.008064,6.5031514e-05,4.000187,3.926992,4.028082,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s06/b5,Timing OFF,READ,400,2.790291,2.223769,4.945150325387,2.113462,1.06883,13.082027,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s06/b6,Obfuscated,READ,400,4.001125,0.00822,6.7567273e-05,3.999949,3.972054,4.04191,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s07/b1,Obfuscated,READ,400,4.048018,0.956349,0.914603111826,3.999949,3.926039,23.126125,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s07/b2,Obfuscated,READ,400,4.002373,0.054198,0.002937438162,3.998995,3.9258,5.065203,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s07/b3,Timing OFF,READ,400,2.873125,3.007507,9.045099482581,2.102971,1.073837,36.340952,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s07/b4,Timing OFF,READ,400,2.833574,2.378216,5.655913601924,2.118587,1.07193,23.108006,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s07/b5,Obfuscated,READ,400,4.070942,1.413067,1.996757350958,3.998995,3.936052,32.260895,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s07/b6,Timing OFF,READ,400,2.732455,2.17642,4.736804559163,2.09999,1.070976,14.72497,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s08/b1,Timing OFF,READ,400,2.859466,3.209504,10.300914072065,2.103925,1.029015,44.082165,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s08/b2,Obfuscated,READ,400,3.999824,0.009161,8.3921152e-05,3.998995,3.970146,4.070997,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s08/b3,Obfuscated,READ,400,4.009699,0.198933,0.039574336435,3.998995,3.965139,7.975101,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s08/b4,Timing OFF,READ,400,2.807358,2.555443,6.530288452488,2.101541,1.069069,23.823977,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s08/b5,Obfuscated,READ,400,4.00044,0.009729,9.4649385e-05,3.999949,3.931046,4.064083,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s08/b6,Timing OFF,READ,400,2.621526,1.963151,3.853962426608,2.122521,1.013994,14.975071,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s09/b1,Obfuscated,READ,400,3.999484,0.009693,9.3946155e-05,3.999949,3.921986,4.072189,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s09/b2,Timing OFF,READ,400,2.694997,2.144482,4.59880313707,2.120018,1.070023,23.067951,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s09/b3,Timing OFF,READ,400,2.734344,2.373505,5.633527014429,2.128363,1.041174,27.357101,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s09/b4,Obfuscated,READ,400,4.000585,0.008579,7.3602649e-05,4.000902,3.934145,4.025936,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s09/b5,Timing OFF,READ,400,2.704438,2.35153,5.529691693593,2.124071,1.061916,22.14098,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s09/b6,Obfuscated,READ,400,4.003462,0.049701,0.002470209429,4.000902,3.931999,4.966021,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s10/b1,Timing OFF,READ,400,2.788355,2.379445,5.66175684795,2.129555,1.017094,24.998188,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s10/b2,Timing OFF,READ,400,2.744653,2.351005,5.527225896008,2.10607,1.069784,21.369934,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s10/b3,Obfuscated,READ,400,4.001206,0.008878,7.8823496e-05,4.000068,3.973961,4.059076,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s10/b4,Obfuscated,READ,400,4.113149,2.190521,4.79838135465,4.000902,3.970146,47.806025,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s10/b5,Timing OFF,READ,400,2.682018,2.017332,4.069629431121,2.125502,1.06883,14.143944,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s10/b6,Obfuscated,READ,400,4.005016,0.093679,0.008775796834,3.999949,3.969908,5.864143,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s11/b1,Obfuscated,READ,400,4.000722,0.009922,9.8442948e-05,3.999949,3.93486,4.071951,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s11/b2,Obfuscated,READ,400,4.004079,0.080226,0.006436270581,3.998995,3.973961,5.595922,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s11/b3,Timing OFF,READ,400,2.858145,2.572803,6.619316284117,2.121568,1.040936,23.905993,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s11/b4,Timing OFF,READ,400,2.702572,2.148881,4.617688987587,2.112627,1.07193,14.076948,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s11/b5,Obfuscated,READ,400,4.000152,0.010929,0.000119451747,3.999949,3.950834,4.068851,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s11/b6,Timing OFF,READ,400,2.811601,2.428107,5.895704972167,2.106905,1.085043,23.334026,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s12/b1,Timing OFF,READ,400,2.734436,1.967432,3.870786782085,2.123594,1.072884,13.695955,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s12/b2,Obfuscated,READ,400,4.111012,2.200178,4.840782984826,4.000187,3.970861,48.00415,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s12/b3,Obfuscated,READ,400,4.006221,0.110768,0.01226962038,4.000187,3.970861,6.210089,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s12/b4,Timing OFF,READ,400,2.714534,2.448981,5.997507945639,2.101898,1.070976,23.747921,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s12/b5,Obfuscated,READ,400,4.001377,0.008932,7.9778751e-05,4.000902,3.9711,4.06599,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s12/b6,Timing OFF,READ,400,2.825081,2.234162,4.991481749397,2.151966,1.079082,16.365767,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s13/b1,Obfuscated,READ,400,4.007285,0.140265,0.019674294069,3.999949,3.958941,6.80089,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s13/b2,Timing OFF,READ,400,2.922573,3.770335,14.215426877722,2.099991,1.024961,62.942982,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s13/b3,Timing OFF,READ,400,2.677832,2.066872,4.271958332135,2.105475,1.065016,14.174223,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s13/b4,Obfuscated,READ,400,3.999718,0.010959,0.000120097816,3.999949,3.929853,4.055977,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s13/b5,Timing OFF,READ,400,2.81799,2.639292,6.965863991299,2.114892,1.064062,25.583029,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s13/b6,Obfuscated,READ,400,4.000374,0.009762,9.5288611e-05,3.999949,3.953934,4.066944,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s14/b1,Timing OFF,READ,400,3.018757,2.908372,8.458628319915,2.120495,1.065969,25.92802,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s14/b2,Timing OFF,READ,400,2.839742,2.362047,5.579264398706,2.126455,1.066923,22.387981,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s14/b3,Obfuscated,READ,400,4.000773,0.007861,6.1792117e-05,4.000902,3.928185,4.024982,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s14/b4,Obfuscated,READ,400,4.003016,0.013335,0.00017781972,4.000902,3.944159,4.072905,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s14/b5,Timing OFF,READ,400,2.755637,2.393431,5.728512886263,2.112031,1.068115,22.821903,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s14/b6,Obfuscated,READ,400,4.027807,0.470713,0.221571088431,4.000187,3.968954,13.363123,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s15/b1,Obfuscated,READ,400,4.000476,0.007521,5.6561593e-05,3.999949,3.969908,4.029989,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s15/b2,Obfuscated,READ,400,4.002654,0.040958,0.001677575937,3.999949,3.954887,4.799843,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s15/b3,Timing OFF,READ,400,2.717528,2.082887,4.338419951192,2.127528,1.075029,14.4701,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s15/b4,Timing OFF,READ,400,2.761855,2.330988,5.433506655529,2.117037,1.016855,19.006968,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s15/b5,Obfuscated,READ,400,4.006184,0.073205,0.005358918533,4.000187,3.974915,5.448103,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s15/b6,Timing OFF,READ,400,2.837305,2.375229,5.641712344379,2.130031,1.026869,22.460938,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s16/b1,Timing OFF,READ,400,2.970841,4.000698,16.005587533751,2.139449,1.08099,63.736916,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s16/b2,Obfuscated,READ,400,4.006885,0.09444,0.008918889204,4.000187,3.931046,5.781889,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s16/b3,Obfuscated,READ,400,4.001129,0.010943,0.00011975876,4.000902,3.932953,4.07505,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s16/b4,Timing OFF,READ,400,2.757731,2.297992,5.280766771163,2.122045,1.06287,16.312122,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s16/b5,Obfuscated,READ,400,4.009953,0.121229,0.014696420905,4.000902,3.966093,6.301165,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s16/b6,Timing OFF,READ,400,2.72108,2.737408,7.493402700717,2.112388,1.034021,33.216953,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s17/b1,Obfuscated,READ,400,4.000973,0.008492,7.2105878e-05,3.999949,3.968954,4.029989,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s17/b2,Timing OFF,READ,400,2.801317,2.487707,6.18868577914,2.109527,1.070023,24.466991,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s17/b3,Timing OFF,READ,400,2.833926,2.553842,6.522109861416,2.129078,1.070023,26.028156,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s17/b4,Obfuscated,READ,400,4.001016,0.009868,9.7374522e-05,4.000902,3.931046,4.066944,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s17/b5,Timing OFF,READ,400,2.698247,2.30055,5.292528727559,2.122045,1.018047,25.535822,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s17/b6,Obfuscated,READ,400,4.001997,0.010046,0.000100912686,3.999949,3.9711,4.077911,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s18/b1,Timing OFF,READ,400,2.906894,2.401346,5.766461221262,2.120018,1.024961,13.862133,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s18/b2,Timing OFF,READ,400,2.942562,3.506823,12.297804230957,2.125024,1.059771,57.996988,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s18/b3,Obfuscated,READ,400,4.111559,2.218637,4.922351451473,3.999949,3.938913,48.372984,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s18/b4,Obfuscated,READ,400,4.001125,0.009091,8.2646447e-05,4.000902,3.968954,4.04501,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s18/b5,Timing OFF,READ,400,2.746466,2.058399,4.237005472533,2.135992,1.067162,15.097857,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s18/b6,Obfuscated,READ,400,4.003146,0.056121,0.003149571089,3.999949,3.9711,5.113125,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s19/b1,Obfuscated,READ,400,4.000204,0.007615,5.7990957e-05,4.000902,3.969908,4.02689,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s19/b2,Obfuscated,READ,400,4.050294,0.988258,0.976654588683,4.000187,3.932953,23.764849,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s19/b3,Timing OFF,READ,400,2.942727,2.490586,6.203019156734,2.133489,1.066208,14.209032,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s19/b4,Timing OFF,READ,400,2.832211,2.271862,5.161357962467,2.131939,1.074076,14.727831,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s19/b5,Obfuscated,READ,400,4.005613,0.096636,0.009338536709,3.999949,3.930807,5.923986,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s19/b6,Timing OFF,READ,400,2.838845,2.759891,7.616998098806,2.112031,1.045227,24.969101,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s20/b1,Timing OFF,READ,400,2.764015,2.454478,6.024462952546,2.101064,1.075029,24.637938,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s20/b2,Obfuscated,READ,400,4.015666,0.282477,0.079793305099,4.000902,3.969193,9.614944,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s20/b3,Obfuscated,READ,400,4.001039,0.009396,8.8293737e-05,3.999949,3.969908,4.065037,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s20/b4,Timing OFF,READ,400,2.757634,2.361508,5.576720963188,2.105475,1.066923,21.796227,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s20/b5,Obfuscated,READ,400,4.002264,0.039188,0.001535718984,4.000187,3.935099,4.756927,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s20/b6,Timing OFF,READ,400,3.032049,4.549323,20.696335766128,2.10905,1.075983,77.651978,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s21/b1,Obfuscated,READ,400,4.001148,0.008797,7.7393822e-05,4.000902,3.970861,4.028082,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s21/b2,Timing OFF,READ,400,2.683757,2.188119,4.787863806258,2.122521,1.070976,21.621943,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s21/b3,Timing OFF,READ,400,3.016108,2.798256,7.830239353423,2.125501,1.065969,21.553993,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s21/b4,Obfuscated,READ,400,4.001637,0.013118,0.000172076893,3.999949,3.968954,4.103899,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s21/b5,Timing OFF,READ,400,2.801529,2.098146,4.402218587043,2.138496,1.072884,13.070822,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s21/b6,Obfuscated,READ,400,4.001301,0.008874,7.8751488e-05,4.000902,3.9711,4.070997,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s22/b1,Timing OFF,READ,400,2.62181,2.21475,4.905116669802,2.089977,1.078129,25.354862,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s22/b2,Timing OFF,READ,400,2.792618,2.417979,5.846620850751,2.109408,1.080036,26.865959,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s22/b3,Obfuscated,READ,400,3.9994,0.009116,8.3095566e-05,3.998995,3.931999,4.064083,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s22/b4,Obfuscated,READ,400,4.00036,0.00971,9.4275982e-05,3.999949,3.9711,4.068851,campaign_v1/derived/transactions.csv
"capture (nested in run, not independent)",s22/b5,Timing OFF,READ,400,2.64344,2.373414,5.633094921039,2.11215,1.065016,24.703979,campaign_v1/derived/transactions.csv
