run_id,block,arm_from_session_log,arm_in_frozen_table,capture,capture_sha256,frames,read_transactions_plotted,select_operate_not_plotted,retransmissions,duplicate_app_frames,malformed,unpaired_requests,out_of_order_ts,wrong_endpoint,excluded_non_finite_or_non_positive,D_A_ms,configured_CLRT_new_ms,shape_enable,p4_program,p4_source_sha256
s20,b1,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s20/raw_pcaps/s20_b1_native.pcap,6205799e220d79ebc4d52a17c1014ac4f48f90571fa0e055fd97efb0fa148f18,1448,400,80,0,0,0,0,0,0,0,,,,,
s20,b2,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s20/raw_pcaps/s20_b2_obfuscated.pcap,88be17e15294c17fe1964e8c769a729251cc4688bf520621243c29593321183a,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
s20,b3,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s20/raw_pcaps/s20_b3_obfuscated.pcap,2e64e108c155dd61fb2c37713c7c3dfabf64b46d33ed469a3db02efc2aef868e,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
s20,b4,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s20/raw_pcaps/s20_b4_native.pcap,edf2698c1482d86afb4c44fa85d04b6506ef609e36fe15777df649a3305d0c4f,1448,400,80,0,0,0,0,0,0,0,,,,,
s20,b5,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s20/raw_pcaps/s20_b5_obfuscated.pcap,632e7a0091bc2b4c3529e141d29fa20e97906d02b6907fbde2afd219062c3f74,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
s20,b6,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s20/raw_pcaps/s20_b6_native.pcap,f057e51f547edc66f15a475ecf693c93108511930b74ae9aaac9a9f3f51ccf7c,1448,400,80,0,0,0,0,0,0,0,,,,,
s21,b1,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s21/raw_pcaps/s21_b1_obfuscated.pcap,2884bb8726e466f560daa34321c13cb8ceb854712f2ecd79e06ce35ccc8245d7,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
s21,b2,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s21/raw_pcaps/s21_b2_native.pcap,c1852e0607ef55979be9da0fe193b5dfb52efe996227f6eac783962cd17d59c1,1448,400,80,0,0,0,0,0,0,0,,,,,
s21,b3,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s21/raw_pcaps/s21_b3_native.pcap,e645d47b232d1d349a3e9da1d3a8167a06f767847830d04bffa32c1966680a42,1448,400,80,0,0,0,0,0,0,0,,,,,
s21,b4,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s21/raw_pcaps/s21_b4_obfuscated.pcap,d793ad71f7ee591a75b67c11b9eaed915f8bcc746d322ab95e56efc168336a89,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
s21,b5,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s21/raw_pcaps/s21_b5_native.pcap,9874a0b6dab29cd5fe6f35990ae3eb3ad6f82979b2cba7b22a63eab47befd38b,1448,400,80,0,0,0,0,0,0,0,,,,,
s21,b6,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s21/raw_pcaps/s21_b6_obfuscated.pcap,fb1b4d8ed10afa7fe1ba4f974f36e9e914833b58924967ba7cd1551fa8447da6,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
s22,b1,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s22/raw_pcaps/s22_b1_native.pcap,2155c25ff9c91a6d6c0d271379d59482be5f2893a7904da9542cc9aa6ea82971,1448,400,80,0,0,0,0,0,0,0,,,,,
s22,b2,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s22/raw_pcaps/s22_b2_native.pcap,28a377c77724695a24b6f120e25cd3b3d21f9102f80f1cf36a4fafdb0c9a74be,1448,400,80,0,0,0,0,0,0,0,,,,,
s22,b3,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s22/raw_pcaps/s22_b3_obfuscated.pcap,ea304df5e120fdcb7824dd24aab51d7539cf507f594e16c3ea99af8a306dcfc0,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
s22,b4,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s22/raw_pcaps/s22_b4_obfuscated.pcap,48901460fc6697c32176b8b26b8e2a9313bf112df34981d512005d14152f6c8c,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
s22,b5,Timing OFF,Timing OFF,defense4/timing/evidence/campaign_v1/s22/raw_pcaps/s22_b5_native.pcap,1226bcbf778c570cee37398dafa7e81a254e1f8213adde33c52da8230f12a635,1448,400,80,0,0,0,0,0,0,0,,,,,
s22,b6,Obfuscated,Obfuscated,defense4/timing/evidence/campaign_v1/s22/raw_pcaps/s22_b6_obfuscated.pcap,b512a3c6e85bbce402bf2971780f6e07de623b420b15adf224de3db581e47c72,1448,400,80,0,0,0,0,0,0,0,,4.0,,,
