txn_id,device,flow_id,role,native_size,req_bytes,mode,n_segments,total_bytes,first_seg,max_seg,min_seg,mean_seg,last_seg
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1231,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1231,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1231,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1232,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1232,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1232,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1232,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1233,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1233,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1233,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1233,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1234,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1234,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1234,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1234,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1235,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1235,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1235,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1235,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1236,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1236,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1236,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1236,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1237,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1237,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1237,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1237,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1238,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1238,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1238,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1238,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1239,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1239,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1239,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1239,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1240,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1240,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1240,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1240,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1241,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1241,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1241,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1241,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1242,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1242,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1242,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1242,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1243,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1243,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1243,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1243,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1244,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1244,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1244,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1244,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1245,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1245,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1245,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1245,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1246,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1246,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1246,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1246,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1247,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1247,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1247,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1247,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1248,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1248,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1248,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1248,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1249,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1249,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1249,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1249,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1250,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1250,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1250,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1250,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1251,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1251,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1251,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1251,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1252,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1252,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1252,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1252,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1253,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1253,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1253,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1253,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1254,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1254,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1254,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1254,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1255,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1255,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1255,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1255,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1256,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1256,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1256,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1256,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1257,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1257,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1257,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1257,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1258,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1258,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1258,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1258,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1259,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1259,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1259,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1259,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1260,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1260,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1260,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1260,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1261,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1261,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1261,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1261,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1262,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1262,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1262,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1262,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1263,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1263,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1263,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1263,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1264,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1264,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1264,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1264,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1265,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1265,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1265,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000#1265,SEL751,SEL751L.pcap|10.0.0.3:50631>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
