txn_id,device,flow_id,role,native_size,req_bytes,mode,n_segments,total_bytes,first_seg,max_seg,min_seg,mean_seg,last_seg
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#1,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#1,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#1,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#1,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#2,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#2,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#2,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#2,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#3,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#3,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#3,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#3,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#4,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#4,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#4,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#4,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#5,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#5,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#5,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#5,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#6,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#6,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#6,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#6,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#7,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#7,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#7,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#7,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#8,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#8,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#8,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#8,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#9,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#9,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#9,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#9,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#10,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#10,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#10,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#10,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#11,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#11,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#11,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#11,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#12,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#12,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#12,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#12,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#13,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#13,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#13,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#13,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#14,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#14,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#14,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#14,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#15,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#15,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#15,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#15,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#16,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#16,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#16,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#16,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#17,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#17,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#17,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#17,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#18,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#18,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#18,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#18,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#19,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#19,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#19,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#19,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#20,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#20,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#20,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#20,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#21,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#21,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#21,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#21,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#22,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#22,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#22,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#22,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#23,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#23,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#23,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#23,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#24,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#24,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#24,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#24,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#25,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#25,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#25,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#25,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#26,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#26,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#26,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#26,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#27,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#27,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#27,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#27,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#28,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#28,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#28,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#28,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#29,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#29,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#29,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#29,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#30,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#30,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#30,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#30,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#31,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#31,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#31,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#31,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#32,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#32,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#32,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#32,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#33,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#33,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#33,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#33,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#34,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#34,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#34,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#34,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#35,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#35,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#35,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#35,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#36,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,native,1,54,54,54,54,54.0,54
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#36,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc1,4,54,10,18,8,13.5,8
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#36,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc2,2,54,28,28,26,27.0,26
SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000#36,SEL751,SEL751.pcap|10.0.0.3:38527>10.0.0.1:20000,real,54,22,split_bpc4,1,54,54,54,54,54.0,54
