class,mode,txn,req_func,t_req,t_ack,t_resp,clrt_ms,req_len,cold
ALL,native,328,1,1786665217.816514,1786665217.817056,1786665217.818294,1.238,20,0
ALL,native,329,1,1786665217.818589,1786665217.820225,1786665217.821459,1.234,20,0
ALL,native,330,1,1786665217.821743,1786665217.822356,1786665217.824606,2.249,20,0
ALL,native,331,1,1786665217.824938,1786665217.825521,1786665217.826793,1.273,20,0
ALL,native,332,1,1786665217.827076,1786665217.828689,1786665217.829886,1.197,20,0
ALL,native,333,1,1786665217.830218,1786665217.830786,1786665217.833004,2.218,20,0
ALL,native,334,1,1786665217.833371,1786665217.834021,1786665217.835365,1.343,20,0
ALL,native,335,1,1786665217.835696,1786665217.837298,1786665217.838580,1.283,20,0
ALL,native,336,1,1786665217.838909,1786665217.839529,1786665217.841702,2.174,20,0
ALL,native,337,1,1786665217.842031,1786665217.842661,1786665217.843895,1.234,20,0
ALL,native,338,1,1786665217.844225,1786665217.845701,1786665217.846939,1.238,20,0
ALL,native,339,1,1786665217.847288,1786665217.847863,1786665217.850129,2.267,20,0
ALL,native,340,1,1786665217.850436,1786665217.850945,1786665217.852199,1.254,20,0
ALL,native,341,1,1786665217.852567,1786665217.854072,1786665217.855271,1.199,20,0
ALL,native,342,1,1786665217.855605,1786665217.856164,1786665217.858448,2.284,20,0
ALL,native,343,1,1786665217.858787,1786665217.859307,1786665217.860573,1.266,20,0
ALL,native,344,1,1786665217.860909,1786665217.862366,1786665217.863680,1.314,20,0
ALL,native,345,1,1786665217.864015,1786665217.864536,1786665217.866822,2.287,20,0
ALL,native,346,1,1786665217.867158,1786665217.867683,1786665217.870142,2.460,20,0
ALL,native,347,1,1786665217.870481,1786665217.871050,1786665217.872293,1.243,20,0
ALL,native,348,1,1786665217.872577,1786665217.874176,1786665217.875406,1.230,20,0
ALL,native,349,1,1786665217.875741,1786665217.876371,1786665217.878505,2.135,20,0
ALL,native,350,1,1786665217.878839,1786665217.879467,1786665217.880622,1.155,20,0
ALL,native,351,1,1786665217.880955,1786665217.882601,1786665217.883826,1.225,20,0
ALL,native,352,1,1786665217.884159,1786665217.884778,1786665217.886901,2.124,20,0
ALL,native,353,1,1786665217.887236,1786665217.887854,1786665217.889048,1.194,20,0
ALL,native,354,1,1786665217.889401,1786665217.891048,1786665217.892186,1.138,20,0
ALL,native,355,1,1786665217.892514,1786665217.897208,1786665217.899557,2.349,20,0
ALL,native,356,1,1786665217.899884,1786665217.900496,1786665217.901669,1.173,20,0
ALL,native,357,1,1786665217.901997,1786665217.903644,1786665217.904825,1.181,20,0
ALL,native,358,1,1786665217.905154,1786665217.905732,1786665217.907957,2.225,20,0
ALL,native,359,1,1786665217.908302,1786665217.908856,1786665217.910102,1.246,20,0
ALL,native,360,1,1786665217.910471,1786665217.912024,1786665217.913240,1.217,20,0
ALL,native,361,1,1786665217.913575,1786665217.914094,1786665217.916366,2.271,20,0
ALL,native,362,1,1786665217.916698,1786665217.917211,1786665217.918561,1.350,20,0
ALL,native,363,1,1786665217.918896,1786665217.920475,1786665217.921533,1.059,20,0
ALL,native,364,1,1786665217.921868,1786665217.922382,1786665217.924831,2.449,20,0
ALL,native,365,1,1786665217.925165,1786665217.925685,1786665217.926968,1.283,20,0
ALL,native,366,1,1786665217.927308,1786665217.929042,1786665217.930210,1.168,20,0
ALL,native,367,1,1786665217.930543,1786665217.931179,1786665217.933374,2.195,20,0
ALL,native,368,1,1786665217.933711,1786665217.934328,1786665217.935484,1.155,20,0
ALL,native,369,1,1786665217.935822,1786665217.937403,1786665217.938617,1.213,20,0
ALL,native,370,1,1786665217.938949,1786665217.939577,1786665217.941737,2.160,20,0
ALL,native,371,1,1786665217.942072,1786665217.942675,1786665217.945063,2.388,20,0
ALL,native,372,1,1786665217.945377,1786665217.945910,1786665217.947134,1.225,20,0
ALL,native,373,1,1786665217.947477,1786665217.948047,1786665217.950315,2.268,20,0
ALL,native,374,1,1786665217.950650,1786665217.951231,1786665217.953456,2.225,20,0
ALL,native,375,1,1786665217.953784,1786665217.954374,1786665217.955569,1.195,20,0
ALL,native,376,1,1786665217.955854,1786665217.956416,1786665217.958864,2.448,20,0
ALL,native,377,1,1786665217.959190,1786665217.959819,1786665217.961940,2.121,20,0
ALL,native,378,1,1786665217.962287,1786665217.962892,1786665217.964149,1.257,20,0
ALL,native,379,1,1786665217.964478,1786665217.966133,1786665217.967273,1.140,20,0
ALL,native,380,1,1786665217.967657,1786665217.968177,1786665217.970311,2.134,20,0
ALL,native,381,1,1786665217.970635,1786665217.971275,1786665217.972457,1.182,20,0
ALL,native,382,1,1786665217.972790,1786665217.974525,1786665217.975663,1.137,20,0
ALL,native,383,1,1786665217.976001,1786665217.976516,1786665217.978909,2.394,20,0
ALL,native,384,1,1786665217.979190,1786665217.979706,1786665217.981007,1.301,20,0
ALL,native,385,1,1786665217.981359,1786665217.982956,1786665217.984470,1.515,20,0
ALL,native,386,1,1786665217.984802,1786665217.985360,1786665217.987543,2.183,20,0
ALL,native,387,1,1786665217.987875,1786665217.988639,1786665217.989842,1.203,20,0
ALL,native,388,1,1786665217.990176,1786665217.991712,1786665217.992956,1.244,20,0
ALL,native,389,1,1786665217.993313,1786665217.993885,1786665217.996079,2.194,20,0
ALL,native,390,1,1786665217.996435,1786665217.996988,1786665218.002334,5.345,20,0
ALL,native,391,1,1786665218.002667,1786665218.004249,1786665218.005539,1.290,20,0
ALL,native,392,1,1786665218.005873,1786665218.006452,1786665218.008659,2.208,20,0
ALL,native,393,1,1786665218.008987,1786665218.009568,1786665218.011732,2.164,20,0
ALL,native,394,1,1786665218.012064,1786665218.012649,1786665218.013961,1.312,20,0
ALL,native,395,1,1786665218.014305,1786665218.015903,1786665218.017089,1.186,20,0
ALL,native,396,1,1786665218.017440,1786665218.018042,1786665218.020344,2.302,20,0
ALL,native,397,1,1786665218.020672,1786665218.021297,1786665218.022512,1.214,20,0
ALL,native,398,1,1786665218.022795,1786665218.024487,1786665218.025669,1.183,20,0
ALL,native,399,1,1786665218.025997,1786665218.026580,1786665218.028771,2.191,20,0
ALL,native,400,1,1786665218.029100,1786665218.029643,1786665218.030876,1.232,20,0
ALL,native,401,1,1786665218.031210,1786665218.032829,1786665218.034094,1.264,20,0
ALL,native,402,1,1786665218.034398,1786665218.034960,1786665218.037115,2.155,20,0
ALL,native,403,1,1786665218.037466,1786665218.037982,1786665218.039250,1.268,20,0
ALL,native,404,1,1786665218.039583,1786665218.041207,1786665218.042398,1.190,20,0
ALL,native,405,1,1786665218.042730,1786665218.043362,1786665218.045516,2.154,20,0
ALL,native,406,1,1786665218.045843,1786665218.046367,1786665218.047643,1.275,20,0
ALL,native,407,1,1786665218.047966,1786665218.049830,1786665218.051041,1.211,20,0
ALL,native,408,1,1786665218.051411,1786665218.051935,1786665218.054267,2.332,20,0
ALL,native,409,1,1786665218.054600,1786665218.055226,1786665218.056414,1.188,20,0
ALL,native,410,1,1786665218.056693,1786665218.058312,1786665218.059492,1.180,20,0
ALL,native,411,1,1786665218.059828,1786665218.060459,1786665218.062631,2.172,20,0
ALL,native,412,1,1786665218.062914,1786665218.063608,1786665218.064773,1.165,20,0
ALL,native,413,1,1786665218.065105,1786665218.066649,1786665218.067860,1.212,20,0
ALL,native,414,1,1786665218.068191,1786665218.068815,1786665218.070955,2.140,20,0
ALL,native,415,1,1786665218.071299,1786665218.071906,1786665218.073071,1.165,20,0
ALL,native,416,1,1786665218.073423,1786665218.075003,1786665218.076254,1.251,20,0
ALL,native,417,1,1786665218.076582,1786665218.077172,1786665218.079552,2.380,20,0
ALL,native,418,1,1786665218.079882,1786665218.080474,1786665218.082689,2.215,20,0
ALL,native,419,1,1786665218.083017,1786665218.083730,1786665218.084909,1.179,20,0
ALL,native,420,1,1786665218.085191,1786665218.086761,1786665218.087957,1.195,20,0
ALL,native,421,1,1786665218.088308,1786665218.088932,1786665218.091110,2.178,20,0
ALL,native,422,1,1786665218.091461,1786665218.092020,1786665218.093259,1.239,20,0
ALL,native,423,1,1786665218.093562,1786665218.095202,1786665218.096332,1.129,20,0
ALL,native,424,1,1786665218.096668,1786665218.097309,1786665218.099476,2.167,20,0
ALL,native,425,1,1786665218.099809,1786665218.100437,1786665218.101584,1.147,20,0
ALL,native,426,1,1786665218.101922,1786665218.107698,1786665218.109015,1.316,20,0
ALL,native,427,1,1786665218.109372,1786665218.109953,1786665218.112150,2.197,20,0
ALL,native,428,1,1786665218.112450,1786665218.113060,1786665218.114274,1.214,20,0
ALL,native,429,1,1786665218.114609,1786665218.116228,1786665218.117417,1.189,20,0
ALL,native,430,1,1786665218.117748,1786665218.118328,1786665218.120518,2.190,20,0
ALL,native,431,1,1786665218.120850,1786665218.121442,1786665218.122629,1.187,20,0
ALL,native,432,1,1786665218.122959,1786665218.124624,1786665218.125816,1.193,20,0
ALL,native,433,1,1786665218.126148,1786665218.126714,1786665218.128918,2.204,20,0
ALL,native,434,1,1786665218.129253,1786665218.129819,1786665218.131032,1.213,20,0
ALL,native,435,1,1786665218.131406,1786665218.132971,1786665218.134247,1.276,20,0
ALL,native,436,1,1786665218.134573,1786665218.135152,1786665218.137249,2.097,20,0
ALL,native,437,1,1786665218.137573,1786665218.138339,1786665218.139591,1.252,20,0
ALL,native,438,1,1786665218.139919,1786665218.141589,1786665218.142686,1.097,20,0
ALL,native,439,1,1786665218.143013,1786665218.143698,1786665218.145861,2.163,20,0
ALL,native,440,1,1786665218.146189,1786665218.146763,1786665218.147985,1.223,20,0
ALL,native,441,1,1786665218.148336,1786665218.149960,1786665218.151129,1.169,20,0
ALL,native,442,1,1786665218.151478,1786665218.152037,1786665218.154248,2.211,20,0
ALL,native,443,1,1786665218.154579,1786665218.155208,1786665218.156394,1.186,20,0
ALL,native,444,1,1786665218.156728,1786665218.158389,1786665218.159530,1.141,20,0
ALL,native,445,1,1786665218.159864,1786665218.160491,1786665218.162656,2.165,20,0
ALL,native,446,1,1786665218.162937,1786665218.163661,1786665218.164812,1.150,20,0
ALL,native,447,1,1786665218.165144,1786665218.166665,1786665218.167907,1.242,20,0
ALL,native,448,1,1786665218.168241,1786665218.168945,1786665218.171110,2.164,20,0
ALL,native,449,1,1786665218.171459,1786665218.171961,1786665218.174621,2.660,20,0
ALL,native,450,1,1786665218.174953,1786665218.175667,1786665218.176836,1.169,20,0
ALL,native,451,1,1786665218.177163,1786665218.178792,1786665218.180069,1.277,20,0
ALL,native,452,1,1786665218.180372,1786665218.180905,1786665218.183289,2.384,20,0
ALL,native,453,1,1786665218.183621,1786665218.184294,1786665218.185448,1.154,20,0
ALL,native,454,1,1786665218.185783,1786665218.187386,1786665218.188686,1.300,20,0
ALL,native,455,1,1786665218.189015,1786665218.189726,1786665218.192029,2.303,20,0
ALL,native,456,1,1786665218.192330,1786665218.192895,1786665218.195123,2.228,20,0
ALL,native,457,1,1786665218.195468,1786665218.196066,1786665218.197296,1.230,20,0
ALL,native,458,1,1786665218.197624,1786665218.199414,1786665218.200562,1.148,20,0
ALL,native,459,1,1786665218.200891,1786665218.201521,1786665218.203729,2.208,20,0
ALL,native,460,1,1786665218.204057,1786665218.204712,1786665218.205855,1.143,20,0
ALL,native,461,1,1786665218.206190,1786665218.207847,1786665218.213023,5.176,20,0
ALL,native,462,1,1786665218.213380,1786665218.214002,1786665218.216202,2.200,20,0
ALL,native,463,1,1786665218.216537,1786665218.217153,1786665218.218411,1.258,20,0
ALL,native,464,1,1786665218.218696,1786665218.220297,1786665218.221428,1.132,20,0
ALL,native,465,1,1786665218.221753,1786665218.222380,1786665218.224615,2.235,20,0
ALL,native,466,1,1786665218.224956,1786665218.225559,1786665218.226737,1.178,20,0
ALL,native,467,1,1786665218.227064,1786665218.228884,1786665218.230057,1.173,20,0
ALL,native,468,1,1786665218.230414,1786665218.230906,1786665218.237945,7.039,20,0
ALL,native,469,1,1786665218.238297,1786665218.238811,1786665218.241107,2.296,20,0
ALL,native,470,1,1786665218.241456,1786665218.242059,1786665218.243307,1.249,20,0
ALL,native,471,1,1786665218.243639,1786665218.245249,1786665218.246398,1.149,20,0
ALL,native,472,1,1786665218.246729,1786665218.247375,1786665218.249545,2.170,20,0
ALL,native,473,1,1786665218.249875,1786665218.250497,1786665218.251633,1.136,20,0
ALL,native,474,1,1786665218.251917,1786665218.253569,1786665218.254740,1.170,20,0
ALL,native,475,1,1786665218.255068,1786665218.255686,1786665218.257843,2.157,20,0
ALL,native,476,1,1786665218.258172,1786665218.258997,1786665218.260128,1.131,20,0
ALL,native,477,1,1786665218.260469,1786665218.262033,1786665218.263561,1.529,20,0
ALL,native,478,1,1786665218.263846,1786665218.264400,1786665218.266637,2.237,20,0
ALL,native,479,1,1786665218.266965,1786665218.267594,1786665218.268837,1.243,20,0
ALL,native,480,1,1786665218.269166,1786665218.270776,1786665218.271901,1.125,20,0
ALL,native,481,1,1786665218.272235,1786665218.272861,1786665218.275127,2.266,20,0
ALL,native,482,1,1786665218.275433,1786665218.275978,1786665218.277207,1.230,20,0
ALL,native,483,1,1786665218.277544,1786665218.279193,1786665218.280343,1.150,20,0
ALL,native,484,1,1786665218.280676,1786665218.281304,1786665218.283671,2.367,20,0
ALL,native,485,1,1786665218.284011,1786665218.284528,1786665218.285796,1.269,20,0
ALL,native,486,1,1786665218.286133,1786665218.287619,1786665218.289067,1.448,20,0
ALL,native,487,1,1786665218.289423,1786665218.291053,1786665218.292201,1.148,20,0
ALL,native,488,1,1786665218.292536,1786665218.293186,1786665218.295291,2.105,20,0
ALL,native,489,1,1786665218.295626,1786665218.296199,1786665218.297476,1.277,20,0
ALL,native,490,1,1786665218.297758,1786665218.299422,1786665218.300578,1.157,20,0
ALL,native,491,1,1786665218.300913,1786665218.301533,1786665218.303770,2.237,20,0
ALL,native,492,1,1786665218.304054,1786665218.304652,1786665218.305835,1.183,20,0
ALL,native,493,1,1786665218.306167,1786665218.307813,1786665218.308975,1.162,20,0
ALL,native,494,1,1786665218.309328,1786665218.309923,1786665218.312038,2.115,20,0
ALL,native,495,1,1786665218.312388,1786665218.312995,1786665218.318445,5.450,20,0
ALL,native,496,1,1786665218.318775,1786665218.320418,1786665218.321577,1.158,20,0
ALL,native,497,1,1786665218.321906,1786665218.322501,1786665218.324759,2.258,20,0
ALL,native,498,1,1786665218.325086,1786665218.325673,1786665218.326884,1.211,20,0
ALL,native,499,1,1786665218.327211,1786665218.328802,1786665218.330057,1.256,20,0
ALL,native,500,1,1786665218.330357,1786665218.330853,1786665218.333189,2.336,20,0
ALL,native,501,1,1786665218.333526,1786665218.334032,1786665218.335361,1.328,20,0
ALL,native,502,1,1786665218.335696,1786665218.337292,1786665218.338481,1.189,20,0
ALL,native,503,1,1786665218.338822,1786665218.339340,1786665218.341618,2.278,20,0
ALL,native,504,1,1786665218.341955,1786665218.342546,1786665218.343794,1.248,20,0
ALL,native,505,1,1786665218.344131,1786665218.345706,1786665218.346913,1.207,20,0
ALL,native,506,1,1786665218.347248,1786665218.347823,1786665218.350204,2.380,20,0
ALL,native,507,1,1786665218.350538,1786665218.351162,1786665218.352377,1.215,20,0
ALL,native,508,1,1786665218.352659,1786665218.354239,1786665218.355410,1.171,20,0
ALL,native,509,1,1786665218.355743,1786665218.356368,1786665218.358582,2.215,20,0
ALL,native,510,1,1786665218.358922,1786665218.359525,1786665218.360711,1.186,20,0
ALL,native,511,1,1786665218.361042,1786665218.362544,1786665218.363858,1.315,20,0
ALL,native,512,1,1786665218.364196,1786665218.364766,1786665218.366994,2.228,20,0
ALL,native,513,1,1786665218.367348,1786665218.367905,1786665218.370149,2.244,20,0
ALL,native,514,1,1786665218.370485,1786665218.371058,1786665218.372280,1.221,20,0
ALL,native,515,1,1786665218.372613,1786665218.373202,1786665218.375409,2.208,20,0
ALL,native,516,1,1786665218.375745,1786665218.376320,1786665218.378692,2.371,20,0
ALL,native,517,1,1786665218.379019,1786665218.379637,1786665218.380795,1.158,20,0
ALL,native,518,1,1786665218.381124,1786665218.382778,1786665218.383995,1.217,20,0
ALL,native,519,1,1786665218.384360,1786665218.384942,1786665218.387058,2.116,20,0
ALL,native,520,1,1786665218.387410,1786665218.387958,1786665218.389221,1.263,20,0
ALL,native,521,1,1786665218.389557,1786665218.391211,1786665218.392339,1.129,20,0
ALL,native,522,1,1786665218.392663,1786665218.393343,1786665218.395475,2.132,20,0
ALL,native,523,1,1786665218.395809,1786665218.396446,1786665218.397600,1.155,20,0
ALL,native,524,1,1786665218.397933,1786665218.399606,1786665218.400747,1.141,20,0
ALL,native,525,1,1786665218.401085,1786665218.401644,1786665218.404067,2.423,20,0
ALL,native,526,1,1786665218.404368,1786665218.404862,1786665218.406142,1.279,20,0
ALL,native,527,1,1786665218.406489,1786665218.408087,1786665218.409494,1.407,20,0
ALL,native,528,1,1786665218.409829,1786665218.410457,1786665218.412578,2.121,20,0
ALL,native,529,1,1786665218.412912,1786665218.413554,1786665218.414695,1.140,20,0
ALL,native,530,1,1786665218.415029,1786665218.416671,1786665218.417832,1.161,20,0
ALL,native,531,1,1786665218.418164,1786665218.422908,1786665218.425250,2.342,20,0
ALL,native,532,1,1786665218.425560,1786665218.426139,1786665218.427315,1.176,20,0
ALL,native,533,1,1786665218.427647,1786665218.429233,1786665218.430372,1.139,20,0
ALL,native,534,1,1786665218.430704,1786665218.431327,1786665218.433562,2.235,20,0
ALL,native,535,1,1786665218.433887,1786665218.434539,1786665218.435731,1.192,20,0
ALL,native,536,1,1786665218.436014,1786665218.437570,1786665218.438893,1.323,20,0
ALL,native,537,1,1786665218.439219,1786665218.439811,1786665218.442031,2.220,20,0
ALL,native,538,1,1786665218.442380,1786665218.442940,1786665218.445170,2.230,20,0
ALL,native,539,1,1786665218.445499,1786665218.446082,1786665218.447293,1.211,20,0
ALL,native,540,1,1786665218.447621,1786665218.448164,1786665218.450406,2.242,20,0
ALL,native,541,1,1786665218.450685,1786665218.451324,1786665218.453537,2.213,20,0
ALL,native,542,1,1786665218.453873,1786665218.454400,1786665218.455702,1.302,20,0
ALL,native,543,1,1786665218.456033,1786665218.456560,1786665218.458905,2.345,20,0
ALL,native,544,1,1786665218.459185,1786665218.459702,1786665218.461876,2.173,20,0
ALL,native,545,1,1786665218.462210,1786665218.462738,1786665218.464138,1.400,20,0
ALL,native,546,1,1786665218.464487,1786665218.466122,1786665218.467276,1.154,20,0
ALL,native,547,1,1786665218.467608,1786665218.468410,1786665218.470501,2.090,20,0
ALL,native,548,1,1786665218.470834,1786665218.471460,1786665218.472597,1.137,20,0
ALL,native,549,1,1786665218.472877,1786665218.474643,1786665218.475805,1.163,20,0
ALL,native,550,1,1786665218.476139,1786665218.476717,1786665218.479002,2.285,20,0
ALL,native,551,1,1786665218.479356,1786665218.479912,1786665218.481107,1.195,20,0
ALL,native,552,1,1786665218.481457,1786665218.483054,1786665218.484441,1.386,20,0
ALL,native,553,1,1786665218.484771,1786665218.485399,1786665218.487505,2.106,20,0
ALL,native,554,1,1786665218.487838,1786665218.488427,1786665218.489641,1.214,20,0
ALL,native,555,1,1786665218.489969,1786665218.491635,1786665218.492763,1.128,20,0
ALL,native,556,1,1786665218.493095,1786665218.493785,1786665218.495912,2.126,20,0
ALL,native,557,1,1786665218.496240,1786665218.496859,1786665218.498100,1.240,20,0
ALL,native,558,1,1786665218.498401,1786665218.500054,1786665218.501371,1.317,20,0
ALL,native,559,1,1786665218.501700,1786665218.502285,1786665218.504523,2.237,20,0
ALL,native,560,1,1786665218.504852,1786665218.505430,1786665218.506621,1.191,20,0
ALL,native,561,1,1786665218.506899,1786665218.508522,1786665218.509837,1.315,20,0
ALL,native,562,1,1786665218.510122,1786665218.510637,1786665218.512874,2.237,20,0
ALL,native,563,1,1786665218.513212,1786665218.513835,1786665218.516051,2.216,20,0
ALL,native,564,1,1786665218.516408,1786665218.516913,1786665218.518379,1.467,20,0
ALL,native,565,1,1786665218.518715,1786665218.520329,1786665218.521454,1.125,20,0
ALL,native,566,1,1786665218.521789,1786665218.522418,1786665218.528935,6.517,20,0
ALL,native,567,1,1786665218.529311,1786665218.529819,1786665218.531067,1.248,20,0
ALL,native,568,1,1786665218.531422,1786665218.532989,1786665218.534236,1.247,20,0
ALL,native,569,1,1786665218.534570,1786665218.535088,1786665218.537375,2.286,20,0
ALL,native,570,1,1786665218.537658,1786665218.538230,1786665218.539459,1.228,20,0
ALL,native,571,1,1786665218.539833,1786665218.541408,1786665218.542661,1.253,20,0
ALL,native,572,1,1786665218.542945,1786665218.543576,1786665218.545742,2.166,20,0
ALL,native,573,1,1786665218.546075,1786665218.546659,1786665218.547913,1.253,20,0
ALL,native,574,1,1786665218.548245,1786665218.549869,1786665218.551055,1.186,20,0
ALL,native,575,1,1786665218.551408,1786665218.551971,1786665218.554113,2.142,20,0
ALL,native,576,1,1786665218.554460,1786665218.555008,1786665218.556274,1.266,20,0
ALL,native,577,1,1786665218.556602,1786665218.558418,1786665218.559560,1.142,20,0
ALL,native,578,1,1786665218.559887,1786665218.560534,1786665218.562640,2.106,20,0
ALL,native,579,1,1786665218.562969,1786665218.563678,1786665218.564884,1.206,20,0
ALL,native,580,1,1786665218.565167,1786665218.566792,1786665218.567943,1.150,20,0
ALL,native,581,1,1786665218.568299,1786665218.568918,1786665218.571081,2.163,20,0
ALL,native,582,1,1786665218.571437,1786665218.571979,1786665218.573224,1.244,20,0
ALL,native,583,1,1786665218.573556,1786665218.575147,1786665218.576304,1.157,20,0
ALL,native,584,1,1786665218.576639,1786665218.577266,1786665218.579404,2.138,20,0
ALL,native,585,1,1786665218.579738,1786665218.580365,1786665218.581528,1.163,20,0
ALL,native,586,1,1786665218.581863,1786665218.583557,1786665218.584684,1.127,20,0
ALL,native,587,1,1786665218.585020,1786665218.585565,1786665218.587784,2.219,20,0
ALL,native,588,1,1786665218.588065,1786665218.588858,1786665218.590028,1.170,20,0
ALL,native,589,1,1786665218.590382,1786665218.591902,1786665218.593172,1.270,20,0
ALL,native,590,1,1786665218.593505,1786665218.594083,1786665218.596262,2.179,20,0
ALL,native,591,1,1786665218.596594,1786665218.597179,1786665218.599501,2.321,20,0
ALL,native,592,1,1786665218.599832,1786665218.600422,1786665218.601614,1.192,20,0
ALL,native,593,1,1786665218.601948,1786665218.602527,1786665218.604782,2.255,20,0
ALL,native,594,1,1786665218.605121,1786665218.605740,1786665218.607913,2.172,20,0
ALL,native,595,1,1786665218.608242,1786665218.608865,1786665218.610032,1.167,20,0
ALL,native,596,1,1786665218.610400,1786665218.611989,1786665218.613190,1.201,20,0
ALL,native,597,1,1786665218.613518,1786665218.614144,1786665218.616313,2.170,20,0
ALL,native,598,1,1786665218.616641,1786665218.617262,1786665218.618577,1.316,20,0
ALL,native,599,1,1786665218.618905,1786665218.620494,1786665218.621650,1.156,20,0
ALL,native,600,1,1786665218.621977,1786665218.622547,1786665218.624870,2.323,20,0
ALL,native,601,1,1786665218.625204,1786665218.625716,1786665218.626990,1.273,20,0
ALL,native,602,1,1786665218.627343,1786665218.633033,1786665218.634426,1.392,20,0
ALL,native,603,1,1786665218.634762,1786665218.635283,1786665218.637464,2.180,20,0
ALL,native,604,1,1786665218.637799,1786665218.638321,1786665218.639642,1.321,20,0
ALL,native,605,1,1786665218.639975,1786665218.641585,1786665218.642817,1.232,20,0
ALL,native,606,1,1786665218.643098,1786665218.643789,1786665218.645883,2.095,20,0
ALL,native,607,1,1786665218.646216,1786665218.646737,1786665218.648011,1.273,20,0
ALL,native,608,1,1786665218.648366,1786665218.650054,1786665218.651276,1.222,20,0
ALL,native,609,1,1786665218.651611,1786665218.652238,1786665218.654418,2.180,20,0
ALL,native,610,1,1786665218.654752,1786665218.655375,1786665218.656518,1.143,20,0
ALL,native,611,1,1786665218.656801,1786665218.658555,1786665218.659780,1.224,20,0
ALL,native,612,1,1786665218.660061,1786665218.660646,1786665218.662809,2.162,20,0
ALL,native,613,1,1786665218.663140,1786665218.663826,1786665218.664996,1.170,20,0
ALL,native,614,1,1786665218.665350,1786665218.666827,1786665218.668079,1.252,20,0
ALL,native,615,1,1786665218.668426,1786665218.668989,1786665218.671311,2.322,20,0
ALL,native,616,1,1786665218.671594,1786665218.672160,1786665218.673424,1.263,20,0
ALL,native,617,1,1786665218.673751,1786665218.675286,1786665218.676536,1.250,20,0
ALL,native,618,1,1786665218.676863,1786665218.677453,1786665218.679836,2.383,20,0
ALL,native,619,1,1786665218.680162,1786665218.680798,1786665218.682942,2.144,20,0
ALL,native,620,1,1786665218.683287,1786665218.683888,1786665218.685105,1.217,20,0
ALL,native,621,1,1786665218.685459,1786665218.687051,1786665218.688218,1.167,20,0
ALL,native,622,1,1786665218.688550,1786665218.689178,1786665218.691340,2.162,20,0
ALL,native,623,1,1786665218.691674,1786665218.692305,1786665218.693556,1.251,20,0
ALL,native,624,1,1786665218.693840,1786665218.695458,1786665218.696614,1.156,20,0
ALL,native,625,1,1786665218.696953,1786665218.697583,1786665218.699991,2.408,20,0
ALL,native,626,1,1786665218.700345,1786665218.700959,1786665218.702213,1.254,20,0
ALL,native,627,1,1786665218.702581,1786665218.704210,1786665218.705366,1.156,20,0
ALL,native,628,1,1786665218.705703,1786665218.706330,1786665218.713629,7.299,20,0
ALL,native,629,1,1786665218.713904,1786665218.714535,1786665218.716779,2.244,20,0
ALL,native,630,1,1786665218.717113,1786665218.717736,1786665218.721978,4.242,20,0
ALL,native,631,1,1786665218.722342,1786665218.723042,1786665218.725306,2.264,20,0
ALL,native,632,1,1786665218.725638,1786665218.726254,1786665218.727417,1.163,20,0
ALL,native,633,1,1786665218.727748,1786665218.729340,1786665218.730471,1.131,20,0
ALL,native,634,1,1786665218.730803,1786665218.731431,1786665218.737753,6.321,20,0
ALL,native,635,1,1786665218.738077,1786665218.738868,1786665218.740071,1.202,20,0
ALL,native,636,1,1786665218.740423,1786665218.741936,1786665218.743388,1.452,20,0
ALL,native,637,1,1786665218.743716,1786665218.745291,1786665218.746536,1.246,20,0
ALL,native,638,1,1786665218.746819,1786665218.747431,1786665218.749678,2.247,20,0
ALL,native,639,1,1786665218.750005,1786665218.750642,1786665218.751801,1.159,20,0
ALL,native,640,1,1786665218.752128,1786665218.753752,1786665218.754898,1.146,20,0
ALL,native,641,1,1786665218.755235,1786665218.755797,1786665218.758059,2.262,20,0
ALL,native,642,1,1786665218.758366,1786665218.758975,1786665218.760211,1.236,20,0
ALL,native,643,1,1786665218.760580,1786665218.762166,1786665218.763376,1.210,20,0
ALL,native,644,1,1786665218.763711,1786665218.764273,1786665218.766469,2.196,20,0
ALL,native,645,1,1786665218.766808,1786665218.767435,1786665218.768828,1.393,20,0
ALL,native,646,1,1786665218.769163,1786665218.770743,1786665218.771885,1.143,20,0
ALL,native,647,1,1786665218.772222,1786665218.772731,1786665218.775087,2.357,20,0
ALL,native,648,1,1786665218.775441,1786665218.775937,1786665218.777194,1.257,20,0
ALL,native,649,1,1786665218.777528,1786665218.779114,1786665218.780343,1.229,20,0
ALL,native,650,1,1786665218.780626,1786665218.781195,1786665218.783487,2.292,20,0
ALL,native,651,1,1786665218.783818,1786665218.784432,1786665218.785663,1.231,20,0
ALL,native,652,1,1786665218.785946,1786665218.787501,1786665218.788717,1.215,20,0
ALL,native,653,1,1786665218.789049,1786665218.789673,1786665218.791844,2.171,20,0
ALL,native,654,1,1786665218.792176,1786665218.792805,1786665218.794014,1.209,20,0
ALL,native,655,1,1786665218.794385,1786665218.795964,1786665218.797094,1.130,20,0
ALL,native,656,1,1786665218.797443,1786665218.798045,1786665218.800344,2.300,20,0
ALL,native,657,1,1786665218.800678,1786665218.801306,1786665218.802481,1.175,20,0
ALL,native,658,1,1786665218.802809,1786665218.804396,1786665218.805558,1.162,20,0
ALL,native,659,1,1786665218.805888,1786665218.806517,1786665218.808777,2.260,20,0
