class,mode,txn,req_func,t_req,t_ack,t_resp,clrt_ms,req_len,cold
ALL,native,992,1,1786665219.800883,1786665219.801528,1786665219.802674,1.145,20,0
ALL,native,993,1,1786665219.803006,1786665219.804665,1786665219.805806,1.141,20,0
ALL,native,994,1,1786665219.806139,1786665219.806756,1786665219.812862,6.106,20,0
ALL,native,995,1,1786665219.813193,1786665219.813805,1786665219.815068,1.262,20,0
ALL,native,996,1,1786665219.815427,1786665219.817007,1786665219.823242,6.235,20,0
ALL,native,997,1,1786665219.823564,1786665219.825205,1786665219.826400,1.195,20,0
ALL,native,998,1,1786665219.826729,1786665219.827308,1786665219.833771,6.463,20,0
ALL,native,999,1,1786665219.834101,1786665219.834690,1786665219.835903,1.213,20,0
ALL,native,1000,1,1786665219.836237,1786665219.837820,1786665219.844030,6.210,20,0
ALL,native,1001,3,1786665219.893110,1786665219.893639,1786665219.939434,45.794,45,1
ALL,native,1002,3,1786665219.945078,1786665219.945980,1786665219.954988,9.008,45,0
ALL,native,1003,3,1786665219.960567,1786665219.961053,1786665219.969232,8.179,45,0
ALL,native,1004,3,1786665219.974895,1786665219.975337,1786665219.984183,8.847,45,0
ALL,native,1005,3,1786665219.989805,1786665219.990316,1786665219.998146,7.830,45,0
ALL,native,1006,3,1786665220.003763,1786665220.004914,1786665220.006008,1.094,45,0
ALL,native,1007,3,1786665220.011635,1786665220.012658,1786665220.014138,1.480,45,0
ALL,native,1008,3,1786665220.019773,1786665220.021015,1786665220.025160,4.144,45,0
ALL,native,1009,3,1786665220.030792,1786665220.031278,1786665220.034161,2.883,45,0
ALL,native,1010,3,1786665220.039783,1786665220.040278,1786665220.044193,3.915,45,0
ALL,native,1011,3,1786665220.049787,1786665220.050239,1786665220.054959,4.719,45,0
ALL,native,1012,3,1786665220.060581,1786665220.061072,1786665220.064225,3.153,45,0
ALL,native,1013,3,1786665220.069858,1786665220.071026,1786665220.075152,4.126,45,0
ALL,native,1014,3,1786665220.080738,1786665220.081218,1786665220.084270,3.052,45,0
ALL,native,1015,3,1786665220.089839,1786665220.090309,1786665220.094155,3.846,45,0
ALL,native,1016,3,1786665220.099767,1786665220.102604,1786665220.105059,2.455,45,0
ALL,native,1017,3,1786665220.110689,1786665220.111178,1786665220.115300,4.122,45,0
ALL,native,1018,3,1786665220.120854,1786665220.121350,1786665220.125323,3.973,45,0
ALL,native,1019,3,1786665220.130949,1786665220.131429,1786665220.139130,7.701,45,0
ALL,native,1020,3,1786665220.144733,1786665220.146036,1786665220.147431,1.395,45,0
ALL,native,1021,3,1786665220.153058,1786665220.154361,1786665220.155421,1.059,45,0
ALL,native,1022,3,1786665220.161001,1786665220.162418,1786665220.163554,1.136,45,0
ALL,native,1023,3,1786665220.169182,1786665220.169637,1786665220.171618,1.981,45,0
ALL,native,1024,3,1786665220.177213,1786665220.177696,1786665220.179786,2.090,45,0
ALL,native,1025,3,1786665220.185421,1786665220.185802,1786665220.187856,2.054,45,0
ALL,native,1026,3,1786665220.193499,1786665220.193919,1786665220.195963,2.044,45,0
ALL,native,1027,3,1786665220.201573,1786665220.202012,1786665220.203030,1.018,45,0
ALL,native,1028,3,1786665220.208663,1786665220.209178,1786665220.210320,1.142,45,0
ALL,native,1029,3,1786665220.215930,1786665220.216923,1786665220.217988,1.065,45,0
ALL,native,1030,3,1786665220.223561,1786665220.225054,1786665220.226067,1.013,45,0
ALL,native,1031,3,1786665220.231703,1786665220.232136,1786665220.234224,2.088,45,0
ALL,native,1032,3,1786665220.239845,1786665220.240319,1786665220.242357,2.038,45,0
ALL,native,1033,3,1786665220.247983,1786665220.248511,1786665220.255325,6.814,45,0
ALL,native,1034,3,1786665220.260938,1786665220.261388,1786665220.264398,3.010,45,0
ALL,native,1035,3,1786665220.270020,1786665220.271092,1786665220.275403,4.310,45,0
ALL,native,1036,3,1786665220.280964,1786665220.281444,1786665220.289122,7.678,45,0
ALL,native,1037,3,1786665220.294763,1786665220.296086,1786665220.300249,4.163,45,0
ALL,native,1038,3,1786665220.305870,1786665220.306351,1786665220.318408,12.056,45,0
ALL,native,1039,3,1786665220.324014,1786665220.325310,1786665220.339085,13.775,45,0
ALL,native,1040,3,1786665220.344708,1786665220.346111,1786665220.364290,18.178,45,0
ALL,native,1041,3,1786665220.369883,1786665220.371117,1786665220.380085,8.967,45,0
ALL,native,1042,3,1786665220.385723,1786665220.386197,1786665220.394149,7.951,45,0
ALL,native,1043,3,1786665220.399765,1786665220.400321,1786665220.409261,8.940,45,0
ALL,native,1044,3,1786665220.414883,1786665220.417621,1786665220.425173,7.552,45,0
ALL,native,1045,3,1786665220.430768,1786665220.431147,1786665220.439083,7.936,45,0
ALL,native,1046,3,1786665220.444724,1786665220.446146,1786665220.455060,8.913,45,0
ALL,native,1047,3,1786665220.460710,1786665220.461200,1786665220.465103,3.903,45,0
ALL,native,1048,3,1786665220.470706,1786665220.471190,1786665220.475136,3.946,45,0
ALL,native,1049,3,1786665220.480778,1786665220.481157,1786665220.484355,3.198,45,0
ALL,native,1050,3,1786665220.489978,1786665220.490469,1786665220.497102,6.633,45,0
ALL,native,1051,3,1786665220.502729,1786665220.504202,1786665220.509500,5.298,45,0
ALL,native,1052,3,1786665220.515126,1786665220.515566,1786665220.523202,7.636,45,0
ALL,native,1053,3,1786665220.528739,1786665220.529516,1786665220.530653,1.137,45,0
ALL,native,1054,3,1786665220.536258,1786665220.537743,1786665220.539397,1.654,45,0
ALL,native,1055,3,1786665220.545002,1786665220.546187,1786665220.550090,3.903,45,0
ALL,native,1056,3,1786665220.555741,1786665220.556182,1786665220.559389,3.207,45,0
ALL,native,1057,3,1786665220.564966,1786665220.565452,1786665220.569334,3.882,45,0
ALL,native,1058,3,1786665220.574958,1786665220.575418,1786665220.578111,2.693,45,0
ALL,native,1059,3,1786665220.583736,1786665220.584208,1786665220.585237,1.029,45,0
ALL,native,1060,3,1786665220.590863,1786665220.592050,1786665220.593037,0.987,45,0
ALL,native,1061,3,1786665220.598635,1786665220.600093,1786665220.601099,1.007,45,0
ALL,native,1062,3,1786665220.606735,1786665220.607193,1786665220.609273,2.081,45,0
ALL,native,1063,3,1786665220.614882,1786665220.615367,1786665220.617421,2.053,45,0
ALL,native,1064,3,1786665220.623050,1786665220.627614,1786665220.629781,2.167,45,0
ALL,native,1065,3,1786665220.635431,1786665220.635816,1786665220.637909,2.094,45,0
ALL,native,1066,3,1786665220.643492,1786665220.643966,1786665220.645916,1.950,45,0
ALL,native,1067,3,1786665220.651538,1786665220.651987,1786665220.653016,1.029,45,0
ALL,native,1068,3,1786665220.658622,1786665220.659097,1786665220.660125,1.028,45,0
ALL,native,1069,3,1786665220.665775,1786665220.667071,1786665220.668081,1.010,45,0
ALL,native,1070,3,1786665220.673728,1786665220.675217,1786665220.676230,1.013,45,0
ALL,native,1071,3,1786665220.681858,1786665220.682295,1786665220.684365,2.070,45,0
ALL,native,1072,3,1786665220.689982,1786665220.690461,1786665220.692497,2.036,45,0
ALL,native,1073,3,1786665220.698106,1786665220.698553,1786665220.700590,2.037,45,0
ALL,native,1074,3,1786665220.706210,1786665220.706677,1786665220.708742,2.064,45,0
ALL,native,1075,3,1786665220.714365,1786665220.714868,1786665220.716880,2.012,45,0
ALL,native,1076,3,1786665220.722505,1786665220.722947,1786665220.724035,1.089,45,0
ALL,native,1077,3,1786665220.729646,1786665220.733621,1786665220.734724,1.103,45,0
ALL,native,1078,3,1786665220.740316,1786665220.741774,1786665220.742792,1.018,45,0
ALL,native,1079,3,1786665220.748438,1786665220.748919,1786665220.755220,6.301,45,0
ALL,native,1080,3,1786665220.760803,1786665220.761299,1786665220.764171,2.872,45,0
ALL,native,1081,3,1786665220.769783,1786665220.771234,1786665220.774100,2.866,45,0
ALL,native,1082,3,1786665220.779720,1786665220.780183,1786665220.784422,4.239,45,0
ALL,native,1083,3,1786665220.789993,1786665220.790490,1786665220.794184,3.695,45,0
ALL,native,1084,3,1786665220.799758,1786665220.800452,1786665220.805139,4.686,45,0
ALL,native,1085,3,1786665220.810753,1786665220.811251,1786665220.814166,2.914,45,0
ALL,native,1086,3,1786665220.819787,1786665220.821255,1786665220.825155,3.900,45,0
ALL,native,1087,3,1786665220.830778,1786665220.831236,1786665220.843566,12.331,45,0
ALL,native,1088,3,1786665220.849176,1786665220.850486,1786665220.855096,4.610,45,0
ALL,native,1089,3,1786665220.860723,1786665220.861212,1786665220.864370,3.158,45,0
ALL,native,1090,3,1786665220.869995,1786665220.871284,1786665220.874103,2.818,45,0
ALL,native,1091,3,1786665220.879759,1786665220.880203,1786665220.884704,4.501,45,0
ALL,native,1092,3,1786665220.890347,1786665220.890787,1786665220.894279,3.492,45,0
ALL,native,1093,3,1786665220.899891,1786665220.900554,1786665220.905149,4.595,45,0
ALL,native,1094,3,1786665220.910793,1786665220.911283,1786665220.914174,2.892,45,0
ALL,native,1095,3,1786665220.919799,1786665220.921257,1786665220.924153,2.896,45,0
ALL,native,1096,3,1786665220.929774,1786665220.930223,1786665220.934428,4.205,45,0
ALL,native,1097,3,1786665220.939997,1786665220.942597,1786665220.944185,1.587,45,0
ALL,native,1098,3,1786665220.949786,1786665220.950507,1786665220.955158,4.651,45,0
ALL,native,1099,3,1786665220.960719,1786665220.961201,1786665220.964208,3.007,45,0
ALL,native,1100,3,1786665220.969829,1786665220.971285,1786665220.973097,1.812,45,0
ALL,native,1101,3,1786665220.978742,1786665220.979630,1786665220.980680,1.050,45,0
ALL,native,1102,3,1786665220.986258,1786665220.987692,1786665220.988894,1.202,45,0
ALL,native,1103,3,1786665220.994511,1786665220.994897,1786665220.996967,2.069,45,0
ALL,native,1104,3,1786665221.002576,1786665221.003053,1786665221.005108,2.055,45,0
ALL,native,1105,3,1786665221.010741,1786665221.011246,1786665221.013190,1.944,45,0
ALL,native,1106,3,1786665221.018812,1786665221.019275,1786665221.021261,1.986,45,0
ALL,native,1107,3,1786665221.026894,1786665221.027378,1786665221.029343,1.965,45,0
ALL,native,1108,3,1786665221.034977,1786665221.035442,1786665221.036470,1.029,45,0
ALL,native,1109,3,1786665221.042084,1786665221.042567,1786665221.047725,5.158,45,0
ALL,native,1110,3,1786665221.053300,1786665221.054666,1786665221.055672,1.006,45,0
ALL,native,1111,3,1786665221.061315,1786665221.062728,1786665221.063921,1.193,45,0
ALL,native,1112,3,1786665221.069507,1786665221.069933,1786665221.071930,1.997,45,0
ALL,native,1113,3,1786665221.077552,1786665221.078036,1786665221.080198,2.162,45,0
ALL,native,1114,3,1786665221.085824,1786665221.086347,1786665221.088292,1.945,45,0
ALL,native,1115,3,1786665221.093900,1786665221.094342,1786665221.096343,2.001,45,0
ALL,native,1116,3,1786665221.101944,1786665221.102427,1786665221.104458,2.031,45,0
ALL,native,1117,3,1786665221.110072,1786665221.110506,1786665221.111539,1.033,45,0
ALL,native,1118,3,1786665221.117161,1786665221.117640,1786665221.118723,1.083,45,0
ALL,native,1119,3,1786665221.124366,1786665221.125557,1786665221.126623,1.066,45,0
ALL,native,1120,3,1786665221.132205,1786665221.133706,1786665221.134719,1.013,45,0
ALL,native,1121,3,1786665221.140352,1786665221.140790,1786665221.142826,2.036,45,0
ALL,native,1122,3,1786665221.148487,1786665221.152599,1786665221.154629,2.030,45,0
ALL,native,1123,3,1786665221.160238,1786665221.160686,1786665221.161702,1.016,45,0
ALL,native,1124,3,1786665221.167310,1786665221.167732,1786665221.168970,1.237,45,0
ALL,native,1125,3,1786665221.174592,1786665221.175584,1786665221.176566,0.982,45,0
ALL,native,1126,3,1786665221.182168,1786665221.183731,1786665221.184747,1.016,45,0
ALL,native,1127,3,1786665221.190400,1786665221.190843,1786665221.192930,2.087,45,0
ALL,native,1128,3,1786665221.198500,1786665221.198971,1786665221.200993,2.022,45,0
ALL,native,1129,3,1786665221.206604,1786665221.207065,1786665221.209097,2.032,45,0
ALL,native,1130,3,1786665221.214732,1786665221.215189,1786665221.217216,2.027,45,0
ALL,native,1131,3,1786665221.222834,1786665221.223390,1786665221.225399,2.009,45,0
ALL,native,1132,3,1786665221.231027,1786665221.231474,1786665221.232478,1.004,45,0
ALL,native,1133,3,1786665221.238104,1786665221.238583,1786665221.239615,1.032,45,0
ALL,native,1134,3,1786665221.245235,1786665221.246409,1786665221.249149,2.740,45,0
ALL,native,1135,3,1786665221.254775,1786665221.257600,1786665221.264214,6.614,45,0
ALL,native,1136,3,1786665221.269822,1786665221.271298,1786665221.274154,2.856,45,0
ALL,native,1137,3,1786665221.279776,1786665221.280269,1786665221.284622,4.353,45,0
ALL,native,1138,3,1786665221.290239,1786665221.290730,1786665221.294162,3.432,45,0
ALL,native,1139,3,1786665221.299767,1786665221.300629,1786665221.305165,4.535,45,0
ALL,native,1140,3,1786665221.310796,1786665221.311236,1786665221.314122,2.886,45,0
ALL,native,1141,3,1786665221.319769,1786665221.321234,1786665221.324186,2.952,45,0
ALL,native,1142,3,1786665221.329795,1786665221.330235,1786665221.339157,8.922,45,0
ALL,native,1143,3,1786665221.344795,1786665221.346260,1786665221.355134,8.874,45,0
ALL,native,1144,3,1786665221.360737,1786665221.363123,1786665221.374191,11.068,45,0
ALL,native,1145,3,1786665221.379820,1786665221.380305,1786665221.384675,4.370,45,0
ALL,native,1146,3,1786665221.390248,1786665221.390754,1786665221.394176,3.422,45,0
ALL,native,1147,3,1786665221.399793,1786665221.400665,1786665221.405182,4.517,45,0
ALL,native,1148,3,1786665221.410811,1786665221.411259,1786665221.419266,8.007,45,0
ALL,native,1149,3,1786665221.424875,1786665221.425682,1786665221.430232,4.550,45,0
ALL,native,1150,3,1786665221.435858,1786665221.436350,1786665221.439274,2.924,45,0
ALL,native,1151,3,1786665221.444897,1786665221.446376,1786665221.449140,2.764,45,0
ALL,native,1152,3,1786665221.454763,1786665221.455250,1786665221.459594,4.345,45,0
ALL,native,1153,3,1786665221.465213,1786665221.467702,1786665221.469398,1.696,45,0
ALL,native,1154,3,1786665221.474970,1786665221.475661,1786665221.480071,4.411,45,0
ALL,native,1155,3,1786665221.485676,1786665221.486125,1786665221.489152,3.027,45,0
ALL,native,1156,3,1786665221.494764,1786665221.496190,1786665221.499262,3.072,45,0
ALL,native,1157,3,1786665221.504852,1786665221.505345,1786665221.507282,1.937,45,0
ALL,native,1158,3,1786665221.512881,1786665221.513336,1786665221.514367,1.031,45,0
ALL,native,1159,3,1786665221.519979,1786665221.521402,1786665221.522436,1.034,45,0
ALL,native,1160,3,1786665221.528037,1786665221.529625,1786665221.530606,0.981,45,0
ALL,native,1161,3,1786665221.536235,1786665221.536674,1786665221.538620,1.946,45,0
ALL,native,1162,3,1786665221.544243,1786665221.544736,1786665221.546684,1.948,45,0
ALL,native,1163,3,1786665221.552328,1786665221.552791,1786665221.554855,2.064,45,0
ALL,native,1164,3,1786665221.560450,1786665221.560919,1786665221.562870,1.951,45,0
ALL,native,1165,3,1786665221.568500,1786665221.572525,1786665221.573563,1.038,45,0
ALL,native,1166,3,1786665221.579180,1786665221.579808,1786665221.580838,1.029,45,0
ALL,native,1167,3,1786665221.586482,1786665221.587907,1786665221.589116,1.209,45,0
ALL,native,1168,3,1786665221.594764,1786665221.596176,1786665221.597203,1.027,45,0
ALL,native,1169,3,1786665221.602814,1786665221.603364,1786665221.605400,2.035,45,0
ALL,native,1170,3,1786665221.611015,1786665221.611496,1786665221.613514,2.019,45,0
ALL,native,1171,3,1786665221.619097,1786665221.619519,1786665221.621516,1.997,45,0
ALL,native,1172,3,1786665221.627141,1786665221.627644,1786665221.629570,1.925,45,0
ALL,native,1173,3,1786665221.635189,1786665221.635641,1786665221.636675,1.034,45,0
ALL,native,1174,3,1786665221.642320,1786665221.642807,1786665221.643965,1.158,45,0
ALL,native,1175,3,1786665221.649544,1786665221.650728,1786665221.651744,1.015,45,0
ALL,native,1176,3,1786665221.657383,1786665221.658893,1786665221.659879,0.987,45,0
ALL,native,1177,3,1786665221.665516,1786665221.665946,1786665221.667993,2.047,45,0
ALL,native,1178,3,1786665221.673616,1786665221.677662,1786665221.679819,2.158,45,0
ALL,native,1179,3,1786665221.685442,1786665221.685914,1786665221.686914,0.999,45,0
ALL,native,1180,3,1786665221.692517,1786665221.692967,1786665221.694048,1.081,45,0
ALL,native,1181,3,1786665221.699684,1786665221.700743,1786665221.701795,1.051,45,0
ALL,native,1182,3,1786665221.707378,1786665221.709032,1786665221.710037,1.005,45,0
ALL,native,1183,3,1786665221.715668,1786665221.717124,1786665221.718139,1.015,45,0
ALL,native,1184,3,1786665221.723769,1786665221.724236,1786665221.726248,2.013,45,0
ALL,native,1185,3,1786665221.731862,1786665221.732352,1786665221.734365,2.012,45,0
ALL,native,1186,3,1786665221.739972,1786665221.740422,1786665221.742441,2.020,45,0
ALL,native,1187,3,1786665221.748067,1786665221.748549,1786665221.755116,6.567,45,0
ALL,native,1188,3,1786665221.760808,1786665221.761260,1786665221.764222,2.962,45,0
ALL,native,1189,3,1786665221.769870,1786665221.771308,1786665221.774219,2.911,45,0
ALL,native,1190,3,1786665221.779797,1786665221.782604,1786665221.784814,2.210,45,0
ALL,native,1191,3,1786665221.790446,1786665221.790945,1786665221.794170,3.225,45,0
ALL,native,1192,3,1786665221.799769,1786665221.800782,1786665221.805122,4.340,45,0
ALL,native,1193,3,1786665221.810733,1786665221.811204,1786665221.814172,2.968,45,0
ALL,native,1194,3,1786665221.819797,1786665221.820237,1786665221.824322,4.085,45,0
ALL,native,1195,3,1786665221.829943,1786665221.830437,1786665221.834852,4.415,45,0
ALL,native,1196,3,1786665221.840429,1786665221.840939,1786665221.844198,3.260,45,0
ALL,native,1197,3,1786665221.849798,1786665221.850814,1786665221.855114,4.300,45,0
ALL,native,1198,3,1786665221.860746,1786665221.861252,1786665221.864222,2.970,45,0
ALL,native,1199,3,1786665221.869843,1786665221.870289,1786665221.874168,3.879,45,0
ALL,native,1200,3,1786665221.879797,1786665221.880236,1786665221.893948,13.712,45,0
ALL,native,1201,3,1786665221.899575,1786665221.900838,1786665221.905131,4.292,45,0
ALL,native,1202,3,1786665221.910772,1786665221.911252,1786665221.914196,2.944,45,0
ALL,native,1203,3,1786665221.919817,1786665221.920268,1786665221.924202,3.934,45,0
ALL,native,1204,3,1786665221.929831,1786665221.930316,1786665221.934989,4.673,45,0
ALL,native,1205,3,1786665221.940621,1786665221.941068,1786665221.944344,3.276,45,0
ALL,native,1206,3,1786665221.949972,1786665221.950897,1786665221.955088,4.191,45,0
ALL,native,1207,3,1786665221.960711,1786665221.961195,1786665221.964272,3.077,45,0
ALL,native,1208,3,1786665221.969845,1786665221.970279,1786665221.972281,2.002,45,0
ALL,native,1209,3,1786665221.977905,1786665221.978543,1786665221.980529,1.986,45,0
ALL,native,1210,3,1786665221.986158,1786665221.986638,1786665221.992742,6.104,45,0
ALL,native,1211,3,1786665221.998369,1786665221.998808,1786665222.000835,2.027,45,0
ALL,native,1212,3,1786665222.006463,1786665222.006961,1786665222.009185,2.225,45,0
ALL,native,1213,3,1786665222.014771,1786665222.015248,1786665222.017239,1.991,45,0
ALL,native,1214,3,1786665222.022861,1786665222.023376,1786665222.024382,1.006,45,0
ALL,native,1215,3,1786665222.030005,1786665222.030506,1786665222.031514,1.008,45,0
ALL,native,1216,3,1786665222.037137,1786665222.038458,1786665222.039527,1.069,45,0
ALL,native,1217,3,1786665222.045070,1786665222.046533,1786665222.047545,1.012,45,0
ALL,native,1218,3,1786665222.053166,1786665222.053600,1786665222.055575,1.975,45,0
ALL,native,1219,3,1786665222.061198,1786665222.061702,1786665222.063770,2.068,45,0
ALL,native,1220,3,1786665222.069427,1786665222.069899,1786665222.071861,1.962,45,0
ALL,native,1221,3,1786665222.077509,1786665222.077972,1786665222.079977,2.005,45,0
ALL,native,1222,3,1786665222.085593,1786665222.086066,1786665222.087054,0.988,45,0
ALL,native,1223,3,1786665222.092683,1786665222.093121,1786665222.098333,5.212,45,0
ALL,native,1224,3,1786665222.103954,1786665222.105006,1786665222.106019,1.014,45,0
ALL,native,1225,3,1786665222.111633,1786665222.113053,1786665222.114166,1.113,45,0
ALL,native,1226,3,1786665222.119756,1786665222.120193,1786665222.122208,2.015,45,0
ALL,native,1227,3,1786665222.127845,1786665222.128472,1786665222.130462,1.990,45,0
ALL,native,1228,3,1786665222.136074,1786665222.136521,1786665222.138524,2.004,45,0
ALL,native,1229,3,1786665222.144135,1786665222.144598,1786665222.146515,1.916,45,0
ALL,native,1230,3,1786665222.152132,1786665222.152570,1786665222.153606,1.036,45,0
ALL,native,1231,3,1786665222.159231,1786665222.159701,1786665222.160733,1.032,45,0
ALL,native,1232,3,1786665222.166382,1786665222.167542,1786665222.168584,1.042,45,0
ALL,native,1233,3,1786665222.174207,1786665222.175686,1786665222.176721,1.034,45,0
ALL,native,1234,3,1786665222.182377,1786665222.182808,1786665222.184902,2.094,45,0
ALL,native,1235,3,1786665222.190522,1786665222.190993,1786665222.193036,2.043,45,0
ALL,native,1236,3,1786665222.198640,1786665222.202615,1786665222.203692,1.078,45,0
ALL,native,1237,3,1786665222.209291,1786665222.209763,1786665222.210858,1.096,45,0
ALL,native,1238,3,1786665222.216433,1786665222.217579,1786665222.218744,1.165,45,0
ALL,native,1239,3,1786665222.224387,1786665222.225876,1786665222.226890,1.015,45,0
ALL,native,1240,3,1786665222.232510,1786665222.234021,1786665222.234989,0.968,45,0
ALL,native,1241,3,1786665222.240612,1786665222.241051,1786665222.243110,2.058,45,0
ALL,native,1242,3,1786665222.248754,1786665222.249239,1786665222.255262,6.023,45,0
ALL,native,1243,3,1786665222.260876,1786665222.261362,1786665222.264248,2.886,45,0
ALL,native,1244,3,1786665222.269823,1786665222.270268,1786665222.274338,4.070,45,0
ALL,native,1245,3,1786665222.279969,1786665222.280408,1786665222.284931,4.523,45,0
ALL,native,1246,3,1786665222.290558,1786665222.291068,1786665222.294168,3.100,45,0
ALL,native,1247,3,1786665222.299788,1786665222.300964,1786665222.313458,12.494,45,0
ALL,native,1248,3,1786665222.319068,1786665222.319555,1786665222.324194,4.640,45,0
ALL,native,1249,3,1786665222.329878,1786665222.330322,1786665222.334948,4.626,45,0
ALL,native,1250,3,1786665222.340578,1786665222.341089,1786665222.354976,13.888,45,0
ALL,native,1251,3,1786665222.360605,1786665222.361053,1786665222.364365,3.312,45,0
ALL,native,1252,3,1786665222.369995,1786665222.370443,1786665222.374130,3.687,45,0
ALL,native,1253,3,1786665222.379781,1786665222.380222,1786665222.384944,4.721,45,0
ALL,native,1254,3,1786665222.390564,1786665222.391060,1786665222.394170,3.110,45,0
ALL,native,1255,3,1786665222.399775,1786665222.400995,1786665222.405182,4.187,45,0
ALL,native,1256,3,1786665222.410769,1786665222.413423,1786665222.419184,5.761,45,0
ALL,native,1257,3,1786665222.424768,1786665222.426003,1786665222.430267,4.264,45,0
ALL,native,1258,3,1786665222.435854,1786665222.436334,1786665222.439223,2.889,45,0
ALL,native,1259,3,1786665222.444800,1786665222.445300,1786665222.449241,3.940,45,0
ALL,native,1260,3,1786665222.454865,1786665222.455318,1786665222.460357,5.040,45,0
ALL,native,1261,3,1786665222.465927,1786665222.467434,1786665222.474298,6.864,45,0
ALL,native,1262,3,1786665222.479878,1786665222.480377,1786665222.482398,2.021,45,0
ALL,native,1263,3,1786665222.488020,1786665222.488678,1786665222.489711,1.034,45,0
ALL,native,1264,3,1786665222.495356,1786665222.496804,1786665222.497794,0.990,45,0
ALL,native,1265,3,1786665222.503418,1786665222.504844,1786665222.505865,1.020,45,0
ALL,native,1266,3,1786665222.511510,1786665222.511976,1786665222.518151,6.175,45,0
ALL,native,1267,3,1786665222.523783,1786665222.524265,1786665222.526265,2.000,45,0
ALL,native,1268,3,1786665222.531882,1786665222.532330,1786665222.534366,2.036,45,0
ALL,native,1269,3,1786665222.539992,1786665222.540473,1786665222.542491,2.018,45,0
ALL,native,1270,3,1786665222.548068,1786665222.548632,1786665222.549667,1.035,45,0
ALL,native,1271,3,1786665222.555289,1786665222.555747,1786665222.556844,1.097,45,0
ALL,native,1272,3,1786665222.562441,1786665222.563554,1786665222.564637,1.084,45,0
ALL,native,1273,3,1786665222.570281,1786665222.571712,1786665222.572745,1.033,45,0
ALL,native,1274,3,1786665222.578369,1786665222.578799,1786665222.580803,2.004,45,0
ALL,native,1275,3,1786665222.586424,1786665222.586895,1786665222.588934,2.039,45,0
ALL,native,1276,3,1786665222.594550,1786665222.594987,1786665222.596996,2.009,45,0
ALL,native,1277,3,1786665222.602615,1786665222.603092,1786665222.605148,2.056,45,0
ALL,native,1278,3,1786665222.610789,1786665222.611274,1786665222.613223,1.950,45,0
ALL,native,1279,3,1786665222.618811,1786665222.622601,1786665222.623773,1.172,45,0
ALL,native,1280,3,1786665222.629379,1786665222.630174,1786665222.631190,1.016,45,0
ALL,native,1281,3,1786665222.636818,1786665222.638437,1786665222.639439,1.002,45,0
ALL,native,1282,3,1786665222.645096,1786665222.645545,1786665222.647520,1.975,45,0
ALL,native,1283,3,1786665222.653148,1786665222.653638,1786665222.655552,1.914,45,0
ALL,native,1284,3,1786665222.661161,1786665222.661556,1786665222.663676,2.120,45,0
ALL,native,1285,3,1786665222.669307,1786665222.669770,1786665222.671760,1.990,45,0
ALL,native,1286,3,1786665222.677412,1786665222.677907,1786665222.678895,0.988,45,0
ALL,native,1287,3,1786665222.684527,1786665222.684975,1786665222.686045,1.069,45,0
ALL,native,1288,3,1786665222.691617,1786665222.692745,1786665222.693761,1.016,45,0
ALL,native,1289,3,1786665222.699401,1786665222.700891,1786665222.701888,0.998,45,0
ALL,native,1290,3,1786665222.707518,1786665222.707956,1786665222.710016,2.060,45,0
ALL,native,1291,3,1786665222.715641,1786665222.716125,1786665222.718168,2.043,45,0
ALL,native,1292,3,1786665222.723797,1786665222.727676,1786665222.728844,1.168,45,0
ALL,native,1293,3,1786665222.734506,1786665222.734971,1786665222.736004,1.033,45,0
ALL,native,1294,3,1786665222.741634,1786665222.742760,1786665222.743838,1.078,45,0
ALL,native,1295,3,1786665222.749478,1786665222.750983,1786665222.755181,4.197,45,0
ALL,native,1296,3,1786665222.760798,1786665222.761290,1786665222.764251,2.961,45,0
ALL,native,1297,3,1786665222.769870,1786665222.770378,1786665222.774233,3.855,45,0
ALL,native,1298,3,1786665222.779858,1786665222.780308,1786665222.785112,4.803,45,0
ALL,native,1299,3,1786665222.790752,1786665222.791241,1786665222.794222,2.981,45,0
ALL,native,1300,3,1786665222.799813,1786665222.801127,1786665222.805179,4.052,45,0
ALL,native,1301,3,1786665222.810770,1786665222.811161,1786665222.814232,3.071,45,0
ALL,native,1302,3,1786665222.819863,1786665222.820372,1786665222.824218,3.846,45,0
ALL,native,1303,3,1786665222.829845,1786665222.832563,1786665222.835123,2.560,45,0
ALL,native,1304,3,1786665222.840779,1786665222.841258,1786665222.844245,2.987,45,0
ALL,native,1305,3,1786665222.849876,1786665222.851145,1786665222.855188,4.043,45,0
ALL,native,1306,3,1786665222.860746,1786665222.861191,1786665222.864259,3.068,45,0
ALL,native,1307,3,1786665222.869873,1786665222.870376,1786665222.874211,3.835,45,0
ALL,native,1308,3,1786665222.879836,1786665222.880339,1786665222.885139,4.800,45,0
ALL,native,1309,3,1786665222.890822,1786665222.891296,1786665222.894187,2.892,45,0
ALL,native,1310,3,1786665222.899802,1786665222.901166,1786665222.905184,4.017,45,0
ALL,native,1311,3,1786665222.910776,1786665222.911222,1786665222.914271,3.049,45,0
ALL,native,1312,3,1786665222.919892,1786665222.920379,1786665222.924231,3.852,45,0
ALL,native,1313,3,1786665222.929855,1786665222.930354,1786665222.944168,13.814,45,0
ALL,native,1314,3,1786665222.949776,1786665222.951169,1786665222.955150,3.982,45,0
ALL,native,1315,3,1786665222.960777,1786665222.961228,1786665222.964313,3.085,45,0
