class,mode,txn,req_func,t_req,t_ack,t_resp,clrt_ms,req_len,cold
ALL,defended,322,1,1786665339.260197,1786665339.280855,1786665339.284856,4.001,20,0
ALL,defended,323,1,1786665339.285194,1786665339.305867,1786665339.309865,3.998,20,0
ALL,defended,324,1,1786665339.310204,1786665339.330872,1786665339.334873,4.001,20,0
ALL,defended,325,1,1786665339.335228,1786665339.355876,1786665339.359876,4.000,20,0
ALL,defended,326,1,1786665339.360215,1786665339.380888,1786665339.384947,4.059,20,0
ALL,defended,327,1,1786665339.385230,1786665339.405941,1786665339.409960,4.019,20,0
ALL,defended,328,1,1786665339.410324,1786665339.430958,1786665339.434951,3.994,20,0
ALL,defended,329,1,1786665339.435344,1786665339.455952,1786665339.459949,3.996,20,0
ALL,defended,330,1,1786665339.460315,1786665339.480922,1786665339.484951,4.029,20,0
ALL,defended,331,1,1786665339.485311,1786665339.505953,1786665339.509952,3.999,20,0
ALL,defended,332,1,1786665339.510311,1786665339.530958,1786665339.534959,4.001,20,0
ALL,defended,333,1,1786665339.535332,1786665339.555983,1786665339.559980,3.998,20,0
ALL,defended,334,1,1786665339.560348,1786665339.580993,1786665339.584982,3.989,20,0
ALL,defended,335,1,1786665339.585338,1786665339.605986,1786665339.610054,4.067,20,0
ALL,defended,336,1,1786665339.610360,1786665339.631006,1786665339.635003,3.997,20,0
ALL,defended,337,1,1786665339.635375,1786665339.656025,1786665339.660028,4.003,20,0
ALL,defended,338,1,1786665339.660387,1786665339.681076,1786665339.685055,3.979,20,0
ALL,defended,339,1,1786665339.685413,1786665339.706120,1786665339.710119,3.999,20,0
ALL,defended,340,1,1786665339.710471,1786665339.731119,1786665339.735117,3.998,20,0
ALL,defended,341,1,1786665339.735485,1786665339.756112,1786665339.760111,3.998,20,0
ALL,defended,342,1,1786665339.760470,1786665339.781255,1786665339.785253,3.998,20,0
ALL,defended,343,1,1786665339.785595,1786665339.806264,1786665339.810264,3.999,20,0
ALL,defended,344,1,1786665339.810602,1786665339.831241,1786665339.835298,4.057,20,0
ALL,defended,345,1,1786665339.835583,1786665339.856248,1786665339.860248,4.000,20,0
ALL,defended,346,1,1786665339.860586,1786665339.881217,1786665339.885214,3.997,20,0
ALL,defended,347,1,1786665339.885552,1786665339.906235,1786665339.910239,4.004,20,0
ALL,defended,348,1,1786665339.910577,1786665339.931399,1786665339.935397,3.998,20,0
ALL,defended,349,1,1786665339.935733,1786665339.956406,1786665339.960381,3.975,20,0
ALL,defended,350,1,1786665339.960709,1786665339.981351,1786665339.985351,4.000,20,0
ALL,defended,351,1,1786665339.985686,1786665340.006376,1786665340.010368,3.992,20,0
ALL,defended,352,1,1786665340.010704,1786665340.035519,1786665340.039577,4.058,20,0
ALL,defended,353,1,1786665340.039860,1786665340.060493,1786665340.064488,3.995,20,0
ALL,defended,354,1,1786665340.064820,1786665340.085468,1786665340.089465,3.997,20,0
ALL,defended,355,1,1786665340.089795,1786665340.110437,1786665340.114436,3.999,20,0
ALL,defended,356,1,1786665340.114772,1786665340.135411,1786665340.139476,4.065,20,0
ALL,defended,357,1,1786665340.139759,1786665340.160411,1786665340.164417,4.006,20,0
ALL,defended,358,1,1786665340.164749,1786665340.185417,1786665340.189416,3.999,20,0
ALL,defended,359,1,1786665340.189749,1786665340.210411,1786665340.214410,3.999,20,0
ALL,defended,360,1,1786665340.214743,1786665340.235410,1786665340.239408,3.998,20,0
ALL,defended,361,1,1786665340.239745,1786665340.260408,1786665340.264404,3.996,20,0
ALL,defended,362,1,1786665340.264743,1786665340.285400,1786665340.289451,4.051,20,0
ALL,defended,363,1,1786665340.289735,1786665340.310399,1786665340.314372,3.973,20,0
ALL,defended,364,1,1786665340.314714,1786665340.335392,1786665340.339366,3.974,20,0
ALL,defended,365,1,1786665340.339705,1786665340.360407,1786665340.364410,4.004,20,0
ALL,defended,366,1,1786665340.364753,1786665340.385419,1786665340.389423,4.004,20,0
ALL,defended,367,1,1786665340.389764,1786665340.410434,1786665340.414430,3.996,20,0
ALL,defended,368,1,1786665340.414767,1786665340.435436,1786665340.439435,3.999,20,0
ALL,defended,369,1,1786665340.439774,1786665340.460449,1786665340.464447,3.999,20,0
ALL,defended,370,1,1786665340.464790,1786665340.485460,1786665340.489465,4.005,20,0
ALL,defended,371,1,1786665340.489800,1786665340.510472,1786665340.514473,4.001,20,0
ALL,defended,372,1,1786665340.514809,1786665340.535493,1786665340.539494,4.000,20,0
ALL,defended,373,1,1786665340.539828,1786665340.560913,1786665340.564914,4.000,20,0
ALL,defended,374,1,1786665340.565247,1786665340.585931,1786665340.589921,3.990,20,0
ALL,defended,375,1,1786665340.590255,1786665340.610933,1786665340.614935,4.002,20,0
ALL,defended,376,1,1786665340.615286,1786665340.635952,1786665340.639951,3.999,20,0
ALL,defended,377,1,1786665340.640302,1786665340.660960,1786665340.665018,4.059,20,0
ALL,defended,378,1,1786665340.665343,1786665340.685967,1786665340.689964,3.997,20,0
ALL,defended,379,1,1786665340.690316,1786665340.710970,1786665340.714964,3.994,20,0
ALL,defended,380,1,1786665340.715381,1786665340.735965,1786665340.740020,4.055,20,0
ALL,defended,381,1,1786665340.740326,1786665340.760968,1786665340.764966,3.998,20,0
ALL,defended,382,1,1786665340.765346,1786665340.785974,1786665340.789973,3.999,20,0
ALL,defended,383,1,1786665340.790333,1786665340.811054,1786665340.815058,4.004,20,0
ALL,defended,384,1,1786665340.815422,1786665340.836059,1786665340.840056,3.997,20,0
ALL,defended,385,1,1786665340.840425,1786665340.861202,1786665340.865194,3.992,20,0
ALL,defended,386,1,1786665340.865533,1786665340.886235,1786665340.890234,3.999,20,0
ALL,defended,387,1,1786665340.890575,1786665340.911231,1786665340.915234,4.003,20,0
ALL,defended,388,1,1786665340.915577,1786665340.936170,1786665340.940254,4.084,20,0
ALL,defended,389,1,1786665340.940538,1786665340.961222,1786665340.965226,4.004,20,0
ALL,defended,390,1,1786665340.965564,1786665340.986266,1786665340.990268,4.002,20,0
ALL,defended,391,1,1786665340.990604,1786665341.011368,1786665341.015374,4.006,20,0
ALL,defended,392,1,1786665341.015711,1786665341.036350,1786665341.040348,3.998,20,0
ALL,defended,393,1,1786665341.040687,1786665341.061321,1786665341.065329,4.008,20,0
ALL,defended,394,1,1786665341.065662,1786665341.086366,1786665341.090367,4.001,20,0
ALL,defended,395,1,1786665341.090699,1786665341.111350,1786665341.115329,3.979,20,0
ALL,defended,396,1,1786665341.115662,1786665341.136308,1786665341.140306,3.999,20,0
ALL,defended,397,1,1786665341.140637,1786665341.161460,1786665341.165456,3.996,20,0
ALL,defended,398,1,1786665341.165793,1786665341.190564,1786665341.194627,4.064,20,0
ALL,defended,399,1,1786665341.194913,1786665341.215516,1786665341.219513,3.997,20,0
ALL,defended,400,1,1786665341.219845,1786665341.240454,1786665341.244479,4.025,20,0
ALL,defended,401,1,1786665341.244817,1786665341.265454,1786665341.269449,3.995,20,0
ALL,defended,402,1,1786665341.269789,1786665341.290440,1786665341.294434,3.994,20,0
ALL,defended,403,1,1786665341.294781,1786665341.315516,1786665341.319511,3.994,20,0
ALL,defended,404,1,1786665341.319852,1786665341.340479,1786665341.344472,3.993,20,0
ALL,defended,405,1,1786665341.344810,1786665341.365452,1786665341.369432,3.980,20,0
ALL,defended,406,1,1786665341.369760,1786665341.390411,1786665341.394465,4.054,20,0
ALL,defended,407,1,1786665341.394748,1786665341.415405,1786665341.419409,4.004,20,0
ALL,defended,408,1,1786665341.419746,1786665341.440393,1786665341.444373,3.980,20,0
ALL,defended,409,1,1786665341.444713,1786665341.465341,1786665341.469356,4.015,20,0
ALL,defended,410,1,1786665341.469692,1786665341.490336,1786665341.494325,3.989,20,0
ALL,defended,411,1,1786665341.494659,1786665341.515327,1786665341.519391,4.064,20,0
ALL,defended,412,1,1786665341.519674,1786665341.540327,1786665341.544326,3.999,20,0
ALL,defended,413,1,1786665341.544663,1786665341.565346,1786665341.569340,3.995,20,0
ALL,defended,414,1,1786665341.569671,1786665341.590348,1786665341.594348,4.000,20,0
ALL,defended,415,1,1786665341.594679,1786665341.615350,1786665341.619335,3.984,20,0
ALL,defended,416,1,1786665341.619665,1786665341.640309,1786665341.644301,3.992,20,0
ALL,defended,417,1,1786665341.644633,1786665341.665268,1786665341.669264,3.996,20,0
ALL,defended,418,1,1786665341.669597,1786665341.690226,1786665341.694228,4.002,20,0
ALL,defended,419,1,1786665341.694560,1786665341.715957,1786665341.720015,4.058,20,0
ALL,defended,420,1,1786665341.720333,1786665341.740948,1786665341.744952,4.004,20,0
ALL,defended,421,1,1786665341.745314,1786665341.765951,1786665341.769952,4.002,20,0
ALL,defended,422,1,1786665341.770314,1786665341.790943,1786665341.794944,4.002,20,0
ALL,defended,423,1,1786665341.795301,1786665341.815944,1786665341.819950,4.006,20,0
ALL,defended,424,1,1786665341.820324,1786665341.840957,1786665341.845005,4.048,20,0
ALL,defended,425,1,1786665341.845311,1786665341.865894,1786665341.869896,4.002,20,0
ALL,defended,426,1,1786665341.870235,1786665341.890839,1786665341.894840,4.001,20,0
ALL,defended,427,1,1786665341.895176,1786665341.915787,1786665341.919785,3.997,20,0
ALL,defended,428,1,1786665341.920123,1786665341.940736,1786665341.944734,3.998,20,0
ALL,defended,429,1,1786665341.945070,1786665341.965658,1786665341.969660,4.001,20,0
ALL,defended,430,1,1786665341.970002,1786665341.990648,1786665341.994640,3.992,20,0
ALL,defended,431,1,1786665341.994975,1786665342.015641,1786665342.019639,3.997,20,0
ALL,defended,432,1,1786665342.019975,1786665342.040642,1786665342.044641,3.999,20,0
ALL,defended,433,1,1786665342.044976,1786665342.065639,1786665342.069641,4.002,20,0
ALL,defended,434,1,1786665342.069979,1786665342.090641,1786665342.094639,3.998,20,0
ALL,defended,435,1,1786665342.094970,1786665342.115637,1786665342.119642,4.005,20,0
ALL,defended,436,1,1786665342.119975,1786665342.140644,1786665342.144644,4.001,20,0
ALL,defended,437,1,1786665342.144977,1786665342.165642,1786665342.169646,4.004,20,0
ALL,defended,438,1,1786665342.169976,1786665342.190640,1786665342.194638,3.998,20,0
ALL,defended,439,1,1786665342.194970,1786665342.215638,1786665342.219631,3.993,20,0
ALL,defended,440,1,1786665342.219962,1786665342.240919,1786665342.244916,3.997,20,0
ALL,defended,441,1,1786665342.245258,1786665342.265859,1786665342.269866,4.007,20,0
ALL,defended,442,1,1786665342.270206,1786665342.290828,1786665342.294877,4.049,20,0
ALL,defended,443,1,1786665342.295161,1786665342.315759,1786665342.319791,4.032,20,0
ALL,defended,444,1,1786665342.320130,1786665342.340779,1786665342.344777,3.998,20,0
ALL,defended,445,1,1786665342.345118,1786665342.365771,1786665342.369772,4.001,20,0
ALL,defended,446,1,1786665342.370110,1786665342.390763,1786665342.394739,3.977,20,0
ALL,defended,447,1,1786665342.395077,1786665342.415729,1786665342.419733,4.004,20,0
ALL,defended,448,1,1786665342.420072,1786665342.440701,1786665342.444722,4.022,20,0
ALL,defended,449,1,1786665342.445061,1786665342.465711,1786665342.469713,4.002,20,0
ALL,defended,450,1,1786665342.470051,1786665342.490711,1786665342.494712,4.001,20,0
ALL,defended,451,1,1786665342.495047,1786665342.515686,1786665342.519705,4.019,20,0
ALL,defended,452,1,1786665342.520044,1786665342.540713,1786665342.544691,3.978,20,0
ALL,defended,453,1,1786665342.545029,1786665342.565700,1786665342.569767,4.066,20,0
ALL,defended,454,1,1786665342.570054,1786665342.590703,1786665342.594704,4.001,20,0
ALL,defended,455,1,1786665342.595037,1786665342.615709,1786665342.619709,4.000,20,0
ALL,defended,456,1,1786665342.620041,1786665342.640728,1786665342.644721,3.993,20,0
ALL,defended,457,1,1786665342.645060,1786665342.665733,1786665342.669741,4.008,20,0
ALL,defended,458,1,1786665342.670074,1786665342.690746,1786665342.694741,3.995,20,0
ALL,defended,459,1,1786665342.695075,1786665342.715743,1786665342.719742,3.999,20,0
ALL,defended,460,1,1786665342.720073,1786665342.740735,1786665342.744790,4.055,20,0
ALL,defended,461,1,1786665342.745074,1786665342.765919,1786665342.769923,4.004,20,0
ALL,defended,462,1,1786665342.770278,1786665342.790913,1786665342.794909,3.996,20,0
ALL,defended,463,1,1786665342.795257,1786665342.815905,1786665342.819906,4.001,20,0
ALL,defended,464,1,1786665342.820246,1786665342.840981,1786665342.844984,4.003,20,0
ALL,defended,465,1,1786665342.845346,1786665342.865975,1786665342.869975,4.000,20,0
ALL,defended,466,1,1786665342.870351,1786665342.890970,1786665342.894967,3.997,20,0
ALL,defended,467,1,1786665342.895330,1786665342.915956,1786665342.919953,3.997,20,0
ALL,defended,468,1,1786665342.920313,1786665342.940942,1786665342.944992,4.049,20,0
ALL,defended,469,1,1786665342.945294,1786665342.965919,1786665342.969923,4.003,20,0
ALL,defended,470,1,1786665342.970287,1786665342.990913,1786665342.994964,4.051,20,0
ALL,defended,471,1,1786665342.995246,1786665343.015885,1786665343.019881,3.997,20,0
ALL,defended,472,1,1786665343.020219,1786665343.040884,1786665343.044885,4.001,20,0
ALL,defended,473,1,1786665343.045218,1786665343.065892,1786665343.069884,3.992,20,0
ALL,defended,474,1,1786665343.070219,1786665343.090897,1786665343.094959,4.063,20,0
ALL,defended,475,1,1786665343.095241,1786665343.115900,1786665343.119898,3.998,20,0
ALL,defended,476,1,1786665343.120231,1786665343.140905,1786665343.144884,3.979,20,0
ALL,defended,477,1,1786665343.145212,1786665343.165884,1786665343.169889,4.005,20,0
ALL,defended,478,1,1786665343.170223,1786665343.190904,1786665343.194900,3.995,20,0
ALL,defended,479,1,1786665343.195230,1786665343.215908,1786665343.219901,3.993,20,0
ALL,defended,480,1,1786665343.220238,1786665343.240908,1786665343.244909,4.001,20,0
ALL,defended,481,1,1786665343.245245,1786665343.265919,1786665343.269916,3.997,20,0
ALL,defended,482,1,1786665343.270256,1786665343.290990,1786665343.294982,3.992,20,0
ALL,defended,483,1,1786665343.295359,1786665343.315981,1786665343.319988,4.007,20,0
ALL,defended,484,1,1786665343.320352,1786665343.340988,1786665343.344991,4.003,20,0
ALL,defended,485,1,1786665343.345354,1786665343.365988,1786665343.369987,3.999,20,0
ALL,defended,486,1,1786665343.370349,1786665343.390985,1786665343.395040,4.054,20,0
ALL,defended,487,1,1786665343.395355,1786665343.415977,1786665343.419984,4.006,20,0
ALL,defended,488,1,1786665343.420344,1786665343.440972,1786665343.444975,4.003,20,0
ALL,defended,489,1,1786665343.445343,1786665343.465971,1786665343.469972,4.001,20,0
ALL,defended,490,1,1786665343.470335,1786665343.490970,1786665343.494969,3.999,20,0
ALL,defended,491,1,1786665343.495349,1786665343.515965,1786665343.519962,3.998,20,0
ALL,defended,492,1,1786665343.520321,1786665343.540896,1786665343.544900,4.004,20,0
ALL,defended,493,1,1786665343.545232,1786665343.565866,1786665343.569867,4.000,20,0
ALL,defended,494,1,1786665343.570199,1786665343.590833,1786665343.594832,3.999,20,0
ALL,defended,495,1,1786665343.595167,1786665343.615803,1786665343.619863,4.060,20,0
ALL,defended,496,1,1786665343.620147,1786665343.640773,1786665343.644774,4.001,20,0
ALL,defended,497,1,1786665343.645107,1786665343.665751,1786665343.669753,4.002,20,0
ALL,defended,498,1,1786665343.670085,1786665343.690748,1786665343.694745,3.997,20,0
ALL,defended,499,1,1786665343.695075,1786665343.715748,1786665343.719744,3.996,20,0
ALL,defended,500,1,1786665343.720074,1786665343.740749,1786665343.744748,3.999,20,0
ALL,defended,501,1,1786665343.745085,1786665343.765744,1786665343.769745,4.001,20,0
ALL,defended,502,1,1786665343.770084,1786665343.790740,1786665343.794738,3.999,20,0
ALL,defended,503,1,1786665343.795076,1786665343.815957,1786665343.819961,4.004,20,0
ALL,defended,504,1,1786665343.820337,1786665343.840913,1786665343.844973,4.060,20,0
ALL,defended,505,1,1786665343.845256,1786665343.865875,1786665343.869881,4.006,20,0
ALL,defended,506,1,1786665343.870224,1786665343.890841,1786665343.894839,3.998,20,0
ALL,defended,507,1,1786665343.895182,1786665343.915814,1786665343.919816,4.002,20,0
ALL,defended,508,1,1786665343.920155,1786665343.940813,1786665343.944823,4.010,20,0
ALL,defended,509,1,1786665343.945159,1786665343.965828,1786665343.969828,4.001,20,0
ALL,defended,510,1,1786665343.970167,1786665343.990820,1786665343.994803,3.983,20,0
ALL,defended,511,1,1786665343.995137,1786665344.015800,1786665344.019801,4.000,20,0
ALL,defended,512,1,1786665344.020137,1786665344.040815,1786665344.044885,4.070,20,0
ALL,defended,513,1,1786665344.045167,1786665344.065820,1786665344.069820,4.000,20,0
ALL,defended,514,1,1786665344.070153,1786665344.090826,1786665344.094803,3.977,20,0
ALL,defended,515,1,1786665344.095136,1786665344.115818,1786665344.119817,4.000,20,0
ALL,defended,516,1,1786665344.120147,1786665344.140828,1786665344.144885,4.057,20,0
ALL,defended,517,1,1786665344.145168,1786665344.165839,1786665344.169836,3.997,20,0
ALL,defended,518,1,1786665344.170170,1786665344.190847,1786665344.194846,3.999,20,0
ALL,defended,519,1,1786665344.195179,1786665344.215852,1786665344.219847,3.995,20,0
ALL,defended,520,1,1786665344.220180,1786665344.240842,1786665344.244844,4.002,20,0
ALL,defended,521,1,1786665344.245185,1786665344.265846,1786665344.269848,4.002,20,0
ALL,defended,522,1,1786665344.270188,1786665344.290849,1786665344.294906,4.056,20,0
ALL,defended,523,1,1786665344.295187,1786665344.315854,1786665344.319858,4.003,20,0
ALL,defended,524,1,1786665344.320195,1786665344.340893,1786665344.344901,4.009,20,0
ALL,defended,525,1,1786665344.345243,1786665344.365993,1786665344.369994,4.002,20,0
ALL,defended,526,1,1786665344.370356,1786665344.390978,1786665344.394979,4.001,20,0
ALL,defended,527,1,1786665344.395343,1786665344.415977,1786665344.419975,3.998,20,0
ALL,defended,528,1,1786665344.420336,1786665344.440976,1786665344.444981,4.005,20,0
ALL,defended,529,1,1786665344.445356,1786665344.465977,1786665344.469979,4.001,20,0
ALL,defended,530,1,1786665344.470340,1786665344.490978,1786665344.494981,4.003,20,0
ALL,defended,531,1,1786665344.495339,1786665344.515979,1786665344.519980,4.002,20,0
ALL,defended,532,1,1786665344.520343,1786665344.540987,1786665344.544988,4.001,20,0
ALL,defended,533,1,1786665344.545358,1786665344.565999,1786665344.569995,3.996,20,0
ALL,defended,534,1,1786665344.570352,1786665344.591005,1786665344.594992,3.987,20,0
ALL,defended,535,1,1786665344.595349,1786665344.615996,1786665344.619987,3.991,20,0
ALL,defended,536,1,1786665344.620344,1786665344.640989,1786665344.644994,4.005,20,0
ALL,defended,537,1,1786665344.645363,1786665344.666007,1786665344.670070,4.063,20,0
ALL,defended,538,1,1786665344.670377,1786665344.691004,1786665344.695000,3.996,20,0
ALL,defended,539,1,1786665344.695354,1786665344.716000,1786665344.720006,4.006,20,0
ALL,defended,540,1,1786665344.720359,1786665344.741024,1786665344.745094,4.071,20,0
ALL,defended,541,1,1786665344.745416,1786665344.766035,1786665344.770038,4.003,20,0
ALL,defended,542,1,1786665344.770400,1786665344.791035,1786665344.795031,3.996,20,0
ALL,defended,543,1,1786665344.795394,1786665344.816026,1786665344.820028,4.002,20,0
ALL,defended,544,1,1786665344.820393,1786665344.841028,1786665344.845029,4.001,20,0
ALL,defended,545,1,1786665344.845406,1786665344.866082,1786665344.870081,3.999,20,0
ALL,defended,546,1,1786665344.870443,1786665344.891081,1786665344.895083,4.002,20,0
ALL,defended,547,1,1786665344.895449,1786665344.916080,1786665344.920083,4.003,20,0
ALL,defended,548,1,1786665344.920441,1786665344.941080,1786665344.945116,4.035,20,0
ALL,defended,549,1,1786665344.945436,1786665344.966085,1786665344.970083,3.998,20,0
ALL,defended,550,1,1786665344.970446,1786665344.991088,1786665344.995073,3.985,20,0
ALL,defended,551,1,1786665344.995432,1786665345.016086,1786665345.020095,4.009,20,0
ALL,defended,552,1,1786665345.020454,1786665345.041118,1786665345.045119,4.000,20,0
ALL,defended,553,1,1786665345.045481,1786665345.066137,1786665345.070139,4.002,20,0
ALL,defended,554,1,1786665345.070487,1786665345.091263,1786665345.095261,3.998,20,0
ALL,defended,555,1,1786665345.095592,1786665345.116241,1786665345.120240,4.000,20,0
ALL,defended,556,1,1786665345.120575,1786665345.141241,1786665345.145231,3.991,20,0
ALL,defended,557,1,1786665345.145561,1786665345.166281,1786665345.170281,3.999,20,0
ALL,defended,558,1,1786665345.170615,1786665345.191300,1786665345.195366,4.066,20,0
ALL,defended,559,1,1786665345.195647,1786665345.216272,1786665345.220275,4.003,20,0
ALL,defended,560,1,1786665345.220605,1786665345.241407,1786665345.245413,4.006,20,0
ALL,defended,561,1,1786665345.245752,1786665345.266429,1786665345.270433,4.004,20,0
ALL,defended,562,1,1786665345.270777,1786665345.291413,1786665345.295407,3.993,20,0
ALL,defended,563,1,1786665345.295742,1786665345.316408,1786665345.320414,4.006,20,0
ALL,defended,564,1,1786665345.320752,1786665345.341393,1786665345.345390,3.998,20,0
ALL,defended,565,1,1786665345.345729,1786665345.366418,1786665345.370419,4.001,20,0
ALL,defended,566,1,1786665345.370759,1786665345.391614,1786665345.395651,4.037,20,0
ALL,defended,567,1,1786665345.395937,1786665345.416604,1786665345.420603,3.999,20,0
ALL,defended,568,1,1786665345.420942,1786665345.441585,1786665345.445612,4.027,20,0
ALL,defended,569,1,1786665345.445953,1786665345.466658,1786665345.470661,4.003,20,0
ALL,defended,570,1,1786665345.470999,1786665345.495797,1786665345.499797,4.000,20,0
ALL,defended,571,1,1786665345.500179,1786665345.520796,1786665345.524873,4.077,20,0
ALL,defended,572,1,1786665345.525156,1786665345.545796,1786665345.549803,4.006,20,0
ALL,defended,573,1,1786665345.550137,1786665345.570769,1786665345.574770,4.001,20,0
ALL,defended,574,1,1786665345.575102,1786665345.595718,1786665345.599732,4.014,20,0
ALL,defended,575,1,1786665345.600062,1786665345.620698,1786665345.624699,4.001,20,0
ALL,defended,576,1,1786665345.625035,1786665345.645662,1786665345.649662,4.000,20,0
ALL,defended,577,1,1786665345.649993,1786665345.670615,1786665345.674635,4.020,20,0
ALL,defended,578,1,1786665345.674965,1786665345.695601,1786665345.699576,3.976,20,0
ALL,defended,579,1,1786665345.699904,1786665345.720577,1786665345.724658,4.081,20,0
ALL,defended,580,1,1786665345.724941,1786665345.745555,1786665345.749587,4.032,20,0
ALL,defended,581,1,1786665345.749928,1786665345.770586,1786665345.774585,3.999,20,0
ALL,defended,582,1,1786665345.774923,1786665345.795580,1786665345.799576,3.996,20,0
ALL,defended,583,1,1786665345.799914,1786665345.820583,1786665345.824579,3.997,20,0
ALL,defended,584,1,1786665345.824917,1786665345.845576,1786665345.849625,4.049,20,0
ALL,defended,585,1,1786665345.849909,1786665345.870574,1786665345.874580,4.006,20,0
ALL,defended,586,1,1786665345.874920,1786665345.895582,1786665345.899581,3.999,20,0
ALL,defended,587,1,1786665345.899919,1786665345.920594,1786665345.924594,3.999,20,0
ALL,defended,588,1,1786665345.924930,1786665345.945593,1786665345.949599,4.005,20,0
ALL,defended,589,1,1786665345.949938,1786665345.970598,1786665345.974599,4.001,20,0
ALL,defended,590,1,1786665345.974937,1786665345.995607,1786665345.999612,4.004,20,0
ALL,defended,591,1,1786665345.999950,1786665346.021016,1786665346.025013,3.997,20,0
ALL,defended,592,1,1786665346.025387,1786665346.046015,1786665346.050013,3.998,20,0
ALL,defended,593,1,1786665346.050375,1786665346.071028,1786665346.075027,3.999,20,0
ALL,defended,594,1,1786665346.075386,1786665346.096038,1786665346.100037,3.999,20,0
ALL,defended,595,1,1786665346.100393,1786665346.121020,1786665346.125047,4.028,20,0
ALL,defended,596,1,1786665346.125414,1786665346.146053,1786665346.150055,4.002,20,0
ALL,defended,597,1,1786665346.150412,1786665346.171059,1786665346.175060,4.001,20,0
ALL,defended,598,1,1786665346.175418,1786665346.196046,1786665346.200068,4.021,20,0
ALL,defended,599,1,1786665346.200421,1786665346.221065,1786665346.225066,4.000,20,0
ALL,defended,600,1,1786665346.225432,1786665346.246046,1786665346.250046,4.001,20,0
