txn_index,tcp_stream,read_frame,read_ts_epoch,read_tcp_seq,read_tcp_len,read_tcp_hdr_len,read_ip_len,read_frame_len,read_dnp3_func,read_dnp3_al_seq,read_dnp3_tr_seq,read_dnp3_src,read_dnp3_dst,read_dnp3_hdr_crc_ok,expected_ack,ack_frame,ack_ts_epoch,ack_tcp_seq,ack_tcp_ack,ack_tcp_len,ack_tcp_hdr_len,ack_ip_len,ack_frame_len,resp_frame,resp_ts_epoch,resp_tcp_seq,resp_tcp_ack,resp_tcp_len,resp_tcp_hdr_len,resp_ip_len,resp_frame_len,resp_dnp3_func,resp_dnp3_al_seq,resp_dnp3_tr_seq,resp_dnp3_src,resp_dnp3_dst,resp_dnp3_hdr_crc_ok,resp_dnp3_frame_total_len,clrt_ms,clrt_ns,read_to_ack_ms,read_to_read_ms,prev_resp_to_read_ms,retransmission_flags,tcp_analysis_flags,ws_malformed,protection_miss_candidate,ambiguity,validation_failure
0,0,4,1785028474.014689070,693520826,22,32,74,88,1,0,0,1,0,True,693520848,5,1785028474.016279396,4260086901,693520848,0,32,52,66,6,1785028474.034736683,4260086901,693520848,54,32,106,120,129,0,56,0,1,True,54,18.457287,18457287,1.590326,400.149274,,,,False,False,,
1,0,8,1785028474.414838344,693520848,22,32,74,88,1,1,0,1,0,True,693520870,9,1785028474.416259546,4260086955,693520870,0,32,52,66,10,1785028474.421740215,4260086955,693520870,54,32,106,120,129,1,57,0,1,True,54,5.480669,5480669,1.421202,399.985037,380.101661,,,False,False,,
2,0,12,1785028474.814823381,693520870,22,32,74,88,1,2,0,1,0,True,693520892,13,1785028474.816354642,4260087009,693520892,0,32,52,66,14,1785028474.817440718,4260087009,693520892,54,32,106,120,129,2,58,0,1,True,54,1.086076,1086076,1.531261,400.001350,393.083166,,,False,False,,
3,0,16,1785028475.214824731,693520892,22,32,74,88,1,3,0,1,0,True,693520914,17,1785028475.216348729,4260087063,693520914,0,32,52,66,18,1785028475.217418375,4260087063,693520914,54,32,106,120,129,3,59,0,1,True,54,1.069646,1069646,1.523998,399.999862,397.384013,,,False,False,,
4,0,20,1785028475.614824593,693520914,22,32,74,88,1,4,0,1,0,True,693520936,21,1785028475.615274970,4260087117,693520936,0,32,52,66,22,1785028475.617446563,4260087117,693520936,54,32,106,120,129,4,60,0,1,True,54,2.171593,2171593,0.450377,254.012939,397.406218,,,False,False,,
5,1,31,1785028475.868837532,1231525209,22,32,74,88,1,0,0,1,0,True,1231525231,32,1785028475.869431968,415445979,1231525231,0,32,52,66,33,1785028475.892871468,415445979,1231525231,54,32,106,120,129,0,61,0,1,True,54,23.439500,23439500,0.594436,400.169756,251.390969,,,False,False,,
6,1,35,1785028476.269007288,1231525231,22,32,74,88,1,1,0,1,0,True,1231525253,36,1785028476.269431786,415446033,1231525253,0,32,52,66,37,1785028476.271561454,415446033,1231525253,54,32,106,120,129,1,62,0,1,True,54,2.129668,2129668,0.424498,400.016701,376.135820,,,False,False,,
7,1,39,1785028476.669023989,1231525253,22,32,74,88,1,2,0,1,0,True,1231525275,40,1785028476.669521533,415446087,1231525275,0,32,52,66,41,1785028476.671734658,415446087,1231525275,54,32,106,120,129,2,63,0,1,True,54,2.213125,2213125,0.497544,400.003146,397.462535,,,False,False,,
8,1,43,1785028477.069027135,1231525275,22,32,74,88,1,3,0,1,0,True,1231525297,44,1785028477.069537165,415446141,1231525297,0,32,52,66,45,1785028477.076784703,415446141,1231525297,54,32,106,120,129,3,0,0,1,True,54,7.247538,7247538,0.510030,399.993822,397.292477,,,False,False,,
9,1,47,1785028477.469020957,1231525297,22,32,74,88,1,4,0,1,0,True,1231525319,48,1785028477.469428717,415446195,1231525319,0,32,52,66,49,1785028477.472060809,415446195,1231525319,54,32,106,120,129,4,1,0,1,True,54,2.632092,2632092,0.407760,254.579649,392.236254,,,False,False,,
10,2,58,1785028477.723600606,686401747,22,32,74,88,1,0,0,1,0,True,686401769,59,1785028477.724064296,2556866409,686401769,0,32,52,66,60,1785028477.826868979,2556866409,686401769,54,32,106,120,129,0,2,0,1,True,54,102.804683,102804683,0.463690,400.176227,251.539797,,,False,True,,
11,2,62,1785028478.123776833,686401769,22,32,74,88,1,1,0,1,0,True,686401791,63,1785028478.125766176,2556866463,686401791,0,32,52,66,64,1785028478.127136486,2556866463,686401791,54,32,106,120,129,1,3,0,1,True,54,1.370310,1370310,1.989343,400.004019,296.907854,,,False,False,,
12,2,66,1785028478.523780852,686401791,22,32,74,88,1,2,0,1,0,True,686401813,67,1785028478.524227815,2556866517,686401813,0,32,52,66,68,1785028478.526740344,2556866517,686401813,54,32,106,120,129,2,4,0,1,True,54,2.512529,2512529,0.446963,400.000553,396.644366,,,False,False,,
13,2,70,1785028478.923781405,686401813,22,32,74,88,1,3,0,1,0,True,686401835,71,1785028478.924291929,2556866571,686401835,0,32,52,66,72,1785028478.926801202,2556866571,686401835,54,32,106,120,129,3,5,0,1,True,54,2.509273,2509273,0.510524,399.997418,397.041061,,,False,False,,
14,2,74,1785028479.323778823,686401835,22,32,74,88,1,4,0,1,0,True,686401857,75,1785028479.324228151,2556866625,686401857,0,32,52,66,76,1785028479.326406473,2556866625,686401857,54,32,106,120,129,4,6,0,1,True,54,2.178322,2178322,0.449328,254.013517,396.977621,,,False,False,,
15,3,85,1785028479.577792340,1155316121,22,32,74,88,1,0,0,1,0,True,1155316143,86,1785028479.578246188,2268457994,1155316143,0,32,52,66,87,1785028479.582041869,2268457994,1155316143,54,32,106,120,129,0,7,0,1,True,54,3.795681,3795681,0.453848,400.175163,251.385867,,,False,False,,
16,3,89,1785028479.977967503,1155316143,22,32,74,88,1,1,0,1,0,True,1155316165,90,1785028479.978471653,2268458048,1155316165,0,32,52,66,91,1785028479.981700608,2268458048,1155316165,54,32,106,120,129,1,8,0,1,True,54,3.228955,3228955,0.504150,399.990843,395.925634,,,False,False,,
17,3,93,1785028480.377958346,1155316165,22,32,74,88,1,2,0,1,0,True,1155316187,94,1785028480.378449886,2268458102,1155316187,0,32,52,66,95,1785028480.380499315,2268458102,1155316187,54,32,106,120,129,2,9,0,1,True,54,2.049429,2049429,0.491540,400.011596,396.257738,,,False,False,,
18,3,97,1785028480.777969942,1155316187,22,32,74,88,1,3,0,1,0,True,1155316209,98,1785028480.778419448,2268458156,1155316209,0,32,52,66,99,1785028480.779439480,2268458156,1155316209,54,32,106,120,129,3,10,0,1,True,54,1.020032,1020032,0.449506,399.995932,397.470627,,,False,False,,
19,3,101,1785028481.177965874,1155316209,22,32,74,88,1,4,0,1,0,True,1155316231,102,1785028481.178415916,2268458210,1155316231,0,32,52,66,103,1785028481.179487016,2268458210,1155316231,54,32,106,120,129,4,11,0,1,True,54,1.071100,1071100,0.450042,253.556148,398.526394,,,False,False,,
20,4,112,1785028481.431522022,359343335,22,32,74,88,1,0,0,1,0,True,359343357,113,1785028481.431980535,1696935116,359343357,0,32,52,66,114,1785028481.457105767,1696935116,359343357,54,32,106,120,129,0,12,0,1,True,54,25.125232,25125232,0.458513,400.162778,252.035006,,,False,True,,
21,4,116,1785028481.831684800,359343357,22,32,74,88,1,1,0,1,0,True,359343379,117,1785028481.832105825,1696935170,359343379,0,32,52,66,118,1785028481.833238932,1696935170,359343379,54,32,106,120,129,1,13,0,1,True,54,1.133107,1133107,0.421025,400.007858,374.579033,,,False,False,,
22,4,120,1785028482.231692658,359343379,22,32,74,88,1,2,0,1,0,True,359343401,121,1785028482.232176893,1696935224,359343401,0,32,52,66,122,1785028482.233269089,1696935224,359343401,54,32,106,120,129,2,14,0,1,True,54,1.092196,1092196,0.484235,400.004370,398.453726,,,False,False,,
23,4,124,1785028482.631697028,359343401,22,32,74,88,1,3,0,1,0,True,359343423,125,1785028482.632159722,1696935278,359343423,0,32,52,66,126,1785028482.633227832,1696935278,359343423,54,32,106,120,129,3,15,0,1,True,54,1.068110,1068110,0.462694,399.995234,398.427939,,,False,False,,
24,4,128,1785028483.031692262,359343423,22,32,74,88,1,4,0,1,0,True,359343445,129,1785028483.032098445,1696935332,359343445,0,32,52,66,130,1785028483.037021861,1696935332,359343445,54,32,106,120,129,4,16,0,1,True,54,4.923416,4923416,0.406183,256.799303,398.464430,,,False,False,,
25,5,139,1785028483.288491565,2455573677,22,32,74,88,1,0,0,1,0,True,2455573699,140,1785028483.290014412,1262796605,2455573699,0,32,52,66,141,1785028483.327999984,1262796605,2455573699,54,32,106,120,129,0,17,0,1,True,54,37.985572,37985572,1.522847,400.157537,251.469704,,,False,True,,
26,5,143,1785028483.688649102,2455573699,22,32,74,88,1,1,0,1,0,True,2455573721,144,1785028483.690165787,1262796659,2455573721,0,32,52,66,145,1785028483.691553473,1262796659,2455573721,54,32,106,120,129,1,18,0,1,True,54,1.387686,1387686,1.516685,400.011705,360.649118,,,False,False,,
27,5,147,1785028484.088660807,2455573721,22,32,74,88,1,2,0,1,0,True,2455573743,148,1785028484.090135142,1262796713,2455573743,0,32,52,66,149,1785028484.091777768,1262796713,2455573743,54,32,106,120,129,2,19,0,1,True,54,1.642626,1642626,1.474335,399.992322,397.107334,,,False,False,,
28,5,151,1785028484.488653129,2455573743,22,32,74,88,1,3,0,1,0,True,2455573765,152,1785028484.490094922,1262796767,2455573765,0,32,52,66,153,1785028484.494756946,1262796767,2455573765,54,32,106,120,129,3,20,0,1,True,54,4.662024,4662024,1.441793,400.016058,396.875361,,,False,False,,
29,5,155,1785028484.888669187,2455573765,22,32,74,88,1,4,0,1,0,True,2455573787,156,1785028484.889135176,1262796821,2455573787,0,32,52,66,157,1785028484.891391245,1262796821,2455573787,54,32,106,120,129,4,21,0,1,True,54,2.256069,2256069,0.465989,254.116989,393.912241,,,False,False,,
30,6,166,1785028485.142786176,4012146151,22,32,74,88,1,0,0,1,0,True,4012146173,167,1785028485.143312376,2141716019,4012146173,0,32,52,66,168,1785028485.228054684,2141716019,4012146173,54,32,106,120,129,0,22,0,1,True,54,84.742308,84742308,0.526200,400.213453,251.394931,,,False,True,,
31,6,170,1785028485.542999629,4012146173,22,32,74,88,1,1,0,1,0,True,4012146195,171,1785028485.543459804,2141716073,4012146195,0,32,52,66,172,1785028485.546882232,2141716073,4012146195,54,32,106,120,129,1,23,0,1,True,54,3.422428,3422428,0.460175,399.964120,314.944945,,,False,False,,
32,6,174,1785028485.942963749,4012146195,22,32,74,88,1,2,0,1,0,True,4012146217,175,1785028485.943489655,2141716127,4012146217,0,32,52,66,176,1785028485.946845198,2141716127,4012146217,54,32,106,120,129,2,24,0,1,True,54,3.355543,3355543,0.525906,399.999155,396.081517,,,False,False,,
33,6,178,1785028486.342962904,4012146217,22,32,74,88,1,3,0,1,0,True,4012146239,179,1785028486.343406782,2141716181,4012146239,0,32,52,66,180,1785028486.345563405,2141716181,4012146239,54,32,106,120,129,3,25,0,1,True,54,2.156623,2156623,0.443878,399.998688,396.117706,,,False,False,,
34,6,182,1785028486.742961592,4012146239,22,32,74,88,1,4,0,1,0,True,4012146261,183,1785028486.743429242,2141716235,4012146261,0,32,52,66,184,1785028486.745515180,2141716235,4012146261,54,32,106,120,129,4,26,0,1,True,54,2.085938,2085938,0.467650,254.026358,397.398187,,,False,False,,
35,7,193,1785028486.996987950,2325121395,22,32,74,88,1,0,0,1,0,True,2325121417,194,1785028486.997465890,899651070,2325121417,0,32,52,66,195,1785028487.022173921,899651070,2325121417,54,32,106,120,129,0,27,0,1,True,54,24.708031,24708031,0.477940,400.156633,251.472770,,,False,False,,
