txn_index,tcp_stream,read_frame,read_ts_epoch,read_tcp_seq,read_tcp_len,read_tcp_hdr_len,read_ip_len,read_frame_len,read_dnp3_func,read_dnp3_al_seq,read_dnp3_tr_seq,read_dnp3_src,read_dnp3_dst,read_dnp3_hdr_crc_ok,expected_ack,ack_frame,ack_ts_epoch,ack_tcp_seq,ack_tcp_ack,ack_tcp_len,ack_tcp_hdr_len,ack_ip_len,ack_frame_len,resp_frame,resp_ts_epoch,resp_tcp_seq,resp_tcp_ack,resp_tcp_len,resp_tcp_hdr_len,resp_ip_len,resp_frame_len,resp_dnp3_func,resp_dnp3_al_seq,resp_dnp3_tr_seq,resp_dnp3_src,resp_dnp3_dst,resp_dnp3_hdr_crc_ok,resp_dnp3_frame_total_len,clrt_ms,clrt_ns,read_to_ack_ms,read_to_read_ms,prev_resp_to_read_ms,retransmission_flags,tcp_analysis_flags,ws_malformed,protection_miss_candidate,ambiguity,validation_failure
10,10,114,1785028421.377985266,2544278063,22,32,74,88,1,10,0,1,0,True,2544278085,115,1785028421.378461987,2563253079,2544278085,0,32,52,66,116,1785028421.425575504,2563253079,2544278085,54,32,106,120,129,10,36,0,1,True,54,47.113517,47113517,0.476721,300.044943,252.425220,,,False,True,,
11,11,125,1785028421.678030209,1020526552,22,32,74,88,1,11,0,1,0,True,1020526574,126,1785028421.678502535,489540668,1020526574,0,32,52,66,127,1785028421.730282566,489540668,1020526574,54,32,106,120,129,11,37,0,1,True,54,51.780031,51780031,0.472326,304.659218,252.454705,,,False,True,,
12,12,136,1785028421.982689427,3685967988,22,32,74,88,1,12,0,1,0,True,3685968010,137,1785028421.983153833,2470405360,3685968010,0,32,52,66,138,1785028422.025556006,2470405360,3685968010,54,32,106,120,129,12,38,0,1,True,54,42.402173,42402173,0.464406,294.333148,252.406861,,,False,True,,
13,13,147,1785028422.277022575,2338194622,22,32,74,88,1,13,0,1,0,True,2338194644,148,1785028422.278397140,2223545520,2338194644,0,32,52,66,149,1785028422.300511494,2223545520,2338194644,54,32,106,120,129,13,39,0,1,True,54,22.114354,22114354,1.374565,274.918394,251.466569,,,False,False,,
14,14,158,1785028422.551940969,3865009515,22,32,74,88,1,14,0,1,0,True,3865009537,159,1785028422.553463371,2007360763,3865009537,0,32,52,66,160,1785028422.561434625,2007360763,3865009537,54,32,106,120,129,14,40,0,1,True,54,7.971254,7971254,1.522402,260.912144,251.429475,,,False,False,,
15,15,169,1785028422.812853113,2847780368,22,32,74,88,1,15,0,1,0,True,2847780390,170,1785028422.813335396,2514681425,2847780390,0,32,52,66,171,1785028422.836370055,2514681425,2847780390,54,32,106,120,129,15,41,0,1,True,54,23.034659,23034659,0.482283,274.908156,251.418488,,,False,False,,
16,16,180,1785028423.087761269,3026200789,22,32,74,88,1,0,0,1,0,True,3026200811,181,1785028423.088232734,2361943491,3026200811,0,32,52,66,182,1785028423.125618716,2361943491,3026200811,54,32,106,120,129,0,42,0,1,True,54,37.385982,37385982,0.471465,289.277461,251.391214,,,False,True,,
17,17,191,1785028423.377038730,1643692729,22,32,74,88,1,1,0,1,0,True,1643692751,192,1785028423.378563146,3832936099,1643692751,0,32,52,66,193,1785028423.400585412,3832936099,1643692751,54,32,106,120,129,1,43,0,1,True,54,22.022266,22022266,1.524416,274.909731,251.420014,,,False,False,,
18,18,202,1785028423.651948461,1161247658,22,32,74,88,1,2,0,1,0,True,1161247680,203,1785028423.653478648,1451174533,1161247680,0,32,52,66,204,1785028423.660458237,1451174533,1161247680,54,32,106,120,129,2,44,0,1,True,54,6.979589,6979589,1.530187,260.507514,251.363049,,,False,False,,
19,19,213,1785028423.912455975,950170370,22,32,74,88,1,3,0,1,0,True,950170392,214,1785028423.912996353,3598223311,950170392,0,32,52,66,215,1785028423.925602399,3598223311,950170392,54,32,106,120,129,3,45,0,1,True,54,12.606046,12606046,0.540378,264.558843,251.997738,,,False,False,,
20,20,224,1785028424.177014818,2574459072,22,32,74,88,1,4,0,1,0,True,2574459094,225,1785028424.178571882,954603650,2574459094,0,32,52,66,226,1785028424.225634848,954603650,2574459094,54,32,106,120,129,4,46,0,1,True,54,47.062966,47062966,1.557064,300.088132,251.412419,,,False,True,,
21,21,235,1785028424.477102950,466723832,22,32,74,88,1,5,0,1,0,True,466723854,236,1785028424.478613964,310599727,466723854,0,32,52,66,237,1785028424.525673572,310599727,466723854,54,32,106,120,129,5,47,0,1,True,54,47.059608,47059608,1.511014,300.022138,251.468102,,,False,True,,
22,22,246,1785028424.777125088,546330144,22,32,74,88,1,6,0,1,0,True,546330166,247,1785028424.778659716,4059888658,546330166,0,32,52,66,248,1785028424.800870726,4059888658,546330166,54,32,106,120,129,6,48,0,1,True,54,22.211010,22211010,1.534628,275.251440,251.451516,,,False,False,,
23,23,257,1785028425.052376528,510313254,22,32,74,88,1,7,0,1,0,True,510313276,258,1785028425.053869363,2383301209,510313276,0,32,52,66,259,1785028425.125876578,2383301209,510313276,54,32,106,120,129,7,49,0,1,True,54,72.007215,72007215,1.492835,325.000533,251.505802,,,False,True,,
24,24,268,1785028425.377377061,1078203164,22,32,74,88,1,8,0,1,0,True,1078203186,269,1785028425.378874504,281551660,1078203186,0,32,52,66,270,1785028425.395740639,281551660,1078203186,54,32,106,120,129,8,50,0,1,True,54,16.866135,16866135,1.497443,269.776338,251.500483,,,False,False,,
25,25,279,1785028425.647153399,570033230,22,32,74,88,1,9,0,1,0,True,570033252,280,1785028425.647629800,81876448,570033252,0,32,52,66,281,1785028425.651017072,81876448,570033252,54,32,106,120,129,9,51,0,1,True,54,3.387272,3387272,0.476401,255.246918,251.412760,,,False,False,,
26,26,290,1785028425.902400317,2666030558,22,32,74,88,1,10,0,1,0,True,2666030580,291,1785028425.902891800,1552071240,2666030580,0,32,52,66,292,1785028425.926137566,1552071240,2666030580,54,32,106,120,129,10,52,0,1,True,54,23.245766,23245766,0.491483,275.168128,251.383245,,,False,False,,
27,27,301,1785028426.177568445,2739393315,22,32,74,88,1,11,0,1,0,True,2739393337,302,1785028426.178043987,3638051284,2739393337,0,32,52,66,303,1785028426.185656362,3638051284,2739393337,54,32,106,120,129,11,53,0,1,True,54,7.612375,7612375,0.475542,260.518776,251.430879,,,False,False,,
28,28,312,1785028426.438087221,3005797575,22,32,74,88,1,12,0,1,0,True,3005797597,313,1785028426.438596102,2213122330,3005797597,0,32,52,66,314,1785028426.526331059,2213122330,3005797597,54,32,106,120,129,12,54,0,1,True,54,87.734957,87734957,0.508881,342.212365,252.430859,,,False,True,,
29,29,323,1785028426.780299586,1591965554,22,32,74,88,1,13,0,1,0,True,1591965576,324,1785028426.780827013,2356375096,1591965576,0,32,52,66,325,1785028426.815657531,2356375096,1591965576,54,32,106,120,129,13,55,0,1,True,54,34.830518,34830518,0.527427,,253.968527,,,False,True,,
