txn_index,tcp_stream,read_frame,read_ts_epoch,read_tcp_seq,read_tcp_len,read_tcp_hdr_len,read_ip_len,read_frame_len,read_dnp3_func,read_dnp3_al_seq,read_dnp3_tr_seq,read_dnp3_src,read_dnp3_dst,read_dnp3_hdr_crc_ok,expected_ack,ack_frame,ack_ts_epoch,ack_tcp_seq,ack_tcp_ack,ack_tcp_len,ack_tcp_hdr_len,ack_ip_len,ack_frame_len,resp_frame,resp_ts_epoch,resp_tcp_seq,resp_tcp_ack,resp_tcp_len,resp_tcp_hdr_len,resp_ip_len,resp_frame_len,resp_dnp3_func,resp_dnp3_al_seq,resp_dnp3_tr_seq,resp_dnp3_src,resp_dnp3_dst,resp_dnp3_hdr_crc_ok,resp_dnp3_frame_total_len,clrt_ms,clrt_ns,read_to_ack_ms,read_to_read_ms,prev_resp_to_read_ms,retransmission_flags,tcp_analysis_flags,ws_malformed,protection_miss_candidate,ambiguity,validation_failure
0,0,4,1785028418.494551240,4186768250,22,32,74,88,1,0,0,1,0,True,4186768272,5,1785028418.495199849,4195689798,4186768272,0,32,52,66,6,1785028418.506516451,4195689798,4186768272,54,32,106,120,129,0,26,0,1,True,54,11.316602,11316602,0.648609,263.448756,,,,False,False,,
1,1,15,1785028418.757999996,263178010,22,32,74,88,1,1,0,1,0,True,263178032,16,1785028418.758517589,2209265581,263178032,0,32,52,66,17,1785028418.781422950,2209265581,263178032,54,32,106,120,129,1,27,0,1,True,54,22.905361,22905361,0.517593,274.883308,251.483545,,,False,False,,
2,2,26,1785028419.032883304,403836728,22,32,74,88,1,2,0,1,0,True,403836750,27,1785028419.033356521,2787112411,403836750,0,32,52,66,28,1785028419.036320249,2787112411,403836750,54,32,106,120,129,2,28,0,1,True,54,2.963728,2963728,0.473217,254.894095,251.460354,,,False,False,,
3,3,37,1785028419.287777399,788282787,22,32,74,88,1,3,0,1,0,True,788282809,38,1785028419.288255470,945382606,788282809,0,32,52,66,39,1785028419.315577344,945382606,788282809,54,32,106,120,129,3,29,0,1,True,54,27.321874,27321874,0.478071,279.232507,251.457150,,,False,True,,
4,4,48,1785028419.567009906,278326160,22,32,74,88,1,4,0,1,0,True,278326182,49,1785028419.567476692,1058193489,278326182,0,32,52,66,50,1785028419.645169010,1058193489,278326182,54,32,106,120,129,4,30,0,1,True,54,77.692318,77692318,0.466786,329.655291,251.432562,,,False,True,,
5,5,59,1785028419.896665197,3037920096,22,32,74,88,1,5,0,1,0,True,3037920118,60,1785028419.898246315,4269052742,3037920118,0,32,52,66,61,1785028419.925505098,4269052742,3037920118,54,32,106,120,129,5,31,0,1,True,54,27.258783,27258783,1.581118,281.221682,251.496187,,,False,True,,
6,6,70,1785028420.177886879,1155946000,22,32,74,88,1,6,0,1,0,True,1155946022,71,1785028420.178419593,1188694710,1155946022,0,32,52,66,72,1785028420.230290195,1188694710,1155946022,54,32,106,120,129,6,32,0,1,True,54,51.870602,51870602,0.532714,304.410043,252.381781,,,False,True,,
7,7,81,1785028420.482296922,65046425,22,32,74,88,1,7,0,1,0,True,65046447,82,1785028420.482748666,4088639186,65046447,0,32,52,66,83,1785028420.525509476,4088639186,65046447,54,32,106,120,129,7,33,0,1,True,54,42.760810,42760810,0.451744,295.650377,252.006727,,,False,True,,
8,8,92,1785028420.777947299,3209817817,22,32,74,88,1,8,0,1,0,True,3209817839,93,1785028420.778465029,228648949,3209817839,0,32,52,66,94,1785028420.800516236,228648949,3209817839,54,32,106,120,129,8,34,0,1,True,54,22.051207,22051207,0.517730,274.976599,252.437823,,,False,False,,
9,9,103,1785028421.052923898,2306403217,22,32,74,88,1,9,0,1,0,True,2306403239,104,1785028421.053397785,3046280799,2306403239,0,32,52,66,105,1785028421.125560046,3046280799,2306403239,54,32,106,120,129,9,35,0,1,True,54,72.162261,72162261,0.473887,325.061368,252.407662,,,False,True,,
