capture_epoch_index,case_id,status,primary_rn_l,protected_inner_length,exact_recovery,input_sha256,decoded_sha256,request_bundle_bytes,ack_bundle_bytes,response_bundle_bytes,tail_bundle_bytes,slot_status,source_kind,source_ref
78,rn-l-0049-05,success,1,49,1,70a5cf3550b83b9b68f19f7b021a11b7a9eba459287bcb651ec0ab1c6537c719,70a5cf3550b83b9b68f19f7b021a11b7a9eba459287bcb651ec0ab1c6537c719,78,58,107,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
79,rn-l-0058-01,success,1,58,1,5d203166453c870c6358ea769208111e38e40ed1a016019c8551d819f856e416,5d203166453c870c6358ea769208111e38e40ed1a016019c8551d819f856e416,78,58,116,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
80,rn-l-0243-18,success,1,243,1,14a29ae3896e60df12a6b4dfcc62c88cadafe7d483c3c9e9e9873391590ef63b,14a29ae3896e60df12a6b4dfcc62c88cadafe7d483c3c9e9e9873391590ef63b,78,58,301,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
81,rn-l-0243-13,success,1,243,1,7e615427f17bc6dcaa0adf57cd27201cfa5bdb1c5b1cc265e0cf2675cee887f5,7e615427f17bc6dcaa0adf57cd27201cfa5bdb1c5b1cc265e0cf2675cee887f5,78,58,301,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
82,rn-l-0017-07,success,1,17,1,5b87139131587a8fb55f71eadcbf8d2bdce90e210d6291627d5da04ed6fdbff3,5b87139131587a8fb55f71eadcbf8d2bdce90e210d6291627d5da04ed6fdbff3,78,58,75,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
83,rn-l-1574-12,success,1,1574,1,43fdb993fdc7fb954817fd7672aeaafa279f974c11655d528e3064fd3e0e917e,43fdb993fdc7fb954817fd7672aeaafa279f974c11655d528e3064fd3e0e917e,78,58,1922,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
84,rn-l-0017-12,success,1,17,1,114cf3b4454b5581998e929103e8f5a135433fe149f104160945bb67a17f39b8,114cf3b4454b5581998e929103e8f5a135433fe149f104160945bb67a17f39b8,78,58,75,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
85,rn-l-0243-06,success,1,243,1,a91683902df60a363ba981a6d993e906e198508fdf8d329d959226a57552ea02,a91683902df60a363ba981a6d993e906e198508fdf8d329d959226a57552ea02,78,58,301,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
86,rn-l-1574-03,success,1,1574,1,bbce4dd68803b25eb1ea68980df8addd4635d1526e0b77601fa351a26434f0d4,bbce4dd68803b25eb1ea68980df8addd4635d1526e0b77601fa351a26434f0d4,78,58,1922,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
87,rn-l-0243-05,success,1,243,1,8a8b4068402d389dcff75a57cbfbc6d07a2275f5d3288941abaea57d99c28854,8a8b4068402d389dcff75a57cbfbc6d07a2275f5d3288941abaea57d99c28854,78,58,301,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
88,rn-l-0049-16,success,1,49,1,5c08d67d0d9d1bac199a9e17e13be6e44b849362766d54a218abd1d5f0814783,5c08d67d0d9d1bac199a9e17e13be6e44b849362766d54a218abd1d5f0814783,78,58,107,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
89,rn-l-1574-07,success,1,1574,1,b4f3e2c435a5ac1e3353d2aee617b1f7063513d8e3c4c2b6a7ad0b47beed9a50,b4f3e2c435a5ac1e3353d2aee617b1f7063513d8e3c4c2b6a7ad0b47beed9a50,78,58,1922,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
90,rn-l-0049-00,success,1,49,1,d16f14fa1362fa6e6872254b784b2b77c5b7a094c52accaea44086ad4b9fc2b5,d16f14fa1362fa6e6872254b784b2b77c5b7a094c52accaea44086ad4b9fc2b5,78,58,107,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
91,rn-l-0049-04,success,1,49,1,c3c8fd28a9f319ea7f06d757ef72bb3b299a44ed1180826bb8f31d90d41aaf2d,c3c8fd28a9f319ea7f06d757ef72bb3b299a44ed1180826bb8f31d90d41aaf2d,78,58,107,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
92,rn-l-0049-09,success,1,49,1,8bc1029ab16cb07fbc86f275e4b84904bcd220b2f8186b56a465e294f0f91142,8bc1029ab16cb07fbc86f275e4b84904bcd220b2f8186b56a465e294f0f91142,78,58,107,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
93,rn-l-0058-10,success,1,58,1,c3456eda9d2be66c59b76f135176365e777c143163a79ff50965ed9eee621780,c3456eda9d2be66c59b76f135176365e777c143163a79ff50965ed9eee621780,78,58,116,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
94,rn-l-0017-18,success,1,17,1,ddc624d57e2caff184e76158457a800f07cd7eb883f7d2a22a1943d7edbcf921,ddc624d57e2caff184e76158457a800f07cd7eb883f7d2a22a1943d7edbcf921,78,58,75,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
95,rn-l-0049-19,success,1,49,1,4d4c40d0cd531a32815c80433babf3db222fcfb3eb99eac92cde14264b0ffe28,4d4c40d0cd531a32815c80433babf3db222fcfb3eb99eac92cde14264b0ffe28,78,58,107,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
96,rn-l-0243-08,success,1,243,1,ce9c0bdca0fa988c39fd2d29e8cecc3cd9421e5e164643b3097bf70b33e33bde,ce9c0bdca0fa988c39fd2d29e8cecc3cd9421e5e164643b3097bf70b33e33bde,78,58,301,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
97,rn-l-0049-14,success,1,49,1,352c89af272bb0bf00351fc0c320a56bd68593c120678aea324fbd6c889b09ab,352c89af272bb0bf00351fc0c320a56bd68593c120678aea324fbd6c889b09ab,78,58,107,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
98,rn-l-0243-15,success,1,243,1,568de4f1f44e8b6a43cdaa744b6cd2dfdef9dbef34a337894516345957f4e73b,568de4f1f44e8b6a43cdaa744b6cd2dfdef9dbef34a337894516345957f4e73b,78,58,301,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
99,rn-l-0243-10,success,1,243,1,9d14a2a55b07acf7a31f4470b24608e2c4b69e52fc79e07ea2b5cff8a98e1b73,9d14a2a55b07acf7a31f4470b24608e2c4b69e52fc79e07ea2b5cff8a98e1b73,78,58,301,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
100,boundary-0000,success,0,0,1,0ac1c185271b0f879744ef4645289b5ec89066ff1ff7c370f73bffe7ec62c677,0ac1c185271b0f879744ef4645289b5ec89066ff1ff7c370f73bffe7ec62c677,78,58,0,58,request:data|ack:data|response:cover|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
101,boundary-0001,success,0,1,1,6f4f550729fc0a7aeb78206538ca6f8241e58e5ec7ab5f83cb4fad55aa3b88b7,6f4f550729fc0a7aeb78206538ca6f8241e58e5ec7ab5f83cb4fad55aa3b88b7,78,58,59,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
102,boundary-0002,success,0,2,1,768ad49b78fff327105a92a4e1731a87ab8e15a411aa4a7a0fd8ef2b3eeea5d9,768ad49b78fff327105a92a4e1731a87ab8e15a411aa4a7a0fd8ef2b3eeea5d9,78,58,60,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
103,boundary-0007,success,0,7,1,aa4a3e43bff5e4865798baf21aad963746c5c510bc995e4363e7ab2ca61cc55e,aa4a3e43bff5e4865798baf21aad963746c5c510bc995e4363e7ab2ca61cc55e,78,58,65,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
104,boundary-0015,success,0,15,1,a4d27117c9dfc4f2a74e366e58818fb371797ad239563747c291520e3ec3a85c,a4d27117c9dfc4f2a74e366e58818fb371797ad239563747c291520e3ec3a85c,78,58,73,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
105,boundary-0016,success,0,16,1,fb170cfe8231a292c07314b5f6d08e6b9e6fc62c744b84015a1fe6d2d5915c42,fb170cfe8231a292c07314b5f6d08e6b9e6fc62c744b84015a1fe6d2d5915c42,78,58,74,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
106,boundary-0031,success,0,31,1,1927fb89a74a43a25767814d59a853b1abd519381f70033b5fe3445573f4982c,1927fb89a74a43a25767814d59a853b1abd519381f70033b5fe3445573f4982c,78,58,89,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
107,boundary-0063,success,0,63,1,2b32b9d7dcc8d8ca327520b777a8ff54e3d8dea1ef0249c4640c909c879dbe1f,2b32b9d7dcc8d8ca327520b777a8ff54e3d8dea1ef0249c4640c909c879dbe1f,78,58,121,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
108,boundary-0179,success,0,179,1,86f7d898758b96b1210c6f961c7d7d48f0907a8bdf7a4999a45d91c794119fca,86f7d898758b96b1210c6f961c7d7d48f0907a8bdf7a4999a45d91c794119fca,78,58,237,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
109,boundary-0180,success,0,180,1,e3f353afdaa7e9d555c437d6db396d5431f218173b9225797be8e23b3b3c3e75,e3f353afdaa7e9d555c437d6db396d5431f218173b9225797be8e23b3b3c3e75,78,58,238,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
110,boundary-0181,success,0,181,1,a43dc786eadf526d00f8b752735d048148d3107d51c4b534e7d80c6ccfda7090,a43dc786eadf526d00f8b752735d048148d3107d51c4b534e7d80c6ccfda7090,78,58,239,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
111,boundary-0359,success,0,359,1,6333d0d705fc0fa7d7ad666cf16766b03c55e57613fda3e654aef6b270be0d60,6333d0d705fc0fa7d7ad666cf16766b03c55e57613fda3e654aef6b270be0d60,78,58,475,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
112,boundary-0360,success,0,360,1,a83e180ccc0de4f5997f60b5bb494ab36d53b0aeec336fccbc5ffd9c302398a7,a83e180ccc0de4f5997f60b5bb494ab36d53b0aeec336fccbc5ffd9c302398a7,78,58,476,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
113,boundary-0361,success,0,361,1,00d6bcf81818c29bab0cc3c1aec3ecfac420fad9c79218a54687b3a1ba4849a1,00d6bcf81818c29bab0cc3c1aec3ecfac420fad9c79218a54687b3a1ba4849a1,78,58,477,58,request:data|ack:data|response:data|tail:data,synthetic,deterministic Ethernet/IPv4/TCP fixture
114,control-arp,success,0,60,1,9ab7fa24c0b49cbda7692295f9fed7bbb4ab99d9938832940b023a104191843a,9ab7fa24c0b49cbda7692295f9fed7bbb4ab99d9938832940b023a104191843a,64,0,0,0,request:data|ack:cover|response:cover|tail:cover,synthetic-control,arp
115,control-syn,success,0,54,1,07d553dcd115a1835beff7761f4170a7c112bf95bcae862e0c5dc16334d5d975,07d553dcd115a1835beff7761f4170a7c112bf95bcae862e0c5dc16334d5d975,58,0,0,0,request:data|ack:cover|response:cover|tail:cover,synthetic-control,syn
116,control-fin,success,0,54,1,63ac67bf2c04ffccc68327996cecff9e91d7d52279ffeeabd75e9b233b882f55,63ac67bf2c04ffccc68327996cecff9e91d7d52279ffeeabd75e9b233b882f55,58,0,0,0,request:data|ack:cover|response:cover|tail:cover,synthetic-control,fin
117,control-rst,success,0,54,1,784eaa6fe812c61ea5143713be9d9dddb7ed0ac17549408424617278180eacb3,784eaa6fe812c61ea5143713be9d9dddb7ed0ac17549408424617278180eacb3,58,0,0,0,request:data|ack:cover|response:cover|tail:cover,synthetic-control,rst
118,control-ack-only,success,0,54,1,f887f2aff9fdaa590d6f2a2e7715fd18e8d5c2c38228d776508f3ab8d57c6f8b,f887f2aff9fdaa590d6f2a2e7715fd18e8d5c2c38228d776508f3ab8d57c6f8b,58,0,0,0,request:data|ack:cover|response:cover|tail:cover,synthetic-control,ack-only
119,control-idle,success,0,0,1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,0,request:cover|ack:cover|response:cover|tail:cover,synthetic-control,cover-only idle epoch
120,sel_read-000,success,0,49,1,2120b9cd6fc85c08cbfa0bee2533b31087b1835e036425637f62473cef3d9a4d,2120b9cd6fc85c08cbfa0bee2533b31087b1835e036425637f62473cef3d9a4d,90,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap
121,sel_read-001,success,0,49,1,5b88f83cf9884f22e94f9925909b8ecc03978846a7a3e91023b471dde73ec0b2,5b88f83cf9884f22e94f9925909b8ecc03978846a7a3e91023b471dde73ec0b2,90,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap
122,sel_read-002,success,0,49,1,777ae2751c716f60034b1c06b5f13e49b12e6a307878a4edab1e742309d0abe3,777ae2751c716f60034b1c06b5f13e49b12e6a307878a4edab1e742309d0abe3,90,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap
123,sel_read-003,success,0,49,1,e9cb329c4ad374cc372b039b1980e3b8858a11b64f4dbc5858c09dcd8bdb1be2,e9cb329c4ad374cc372b039b1980e3b8858a11b64f4dbc5858c09dcd8bdb1be2,90,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap
124,sel_read-004,success,0,49,1,1477b636fde053e1fcf75d0d981bfc323ba847f898d895bd83dcf1b4f40d35bc,1477b636fde053e1fcf75d0d981bfc323ba847f898d895bd83dcf1b4f40d35bc,90,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap
125,sel_sbo-000,success,0,58,1,f852ee3739b0931afa6a08875704c6d260746eacc5b59fb1683c4250dacfff81,f852ee3739b0931afa6a08875704c6d260746eacc5b59fb1683c4250dacfff81,88,70,128,70,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap
126,sel_sbo-001,success,0,49,1,999a17b275d5dac0ba6be8bebab949a9807664d7500f3c2d320c729285d2f1b9,999a17b275d5dac0ba6be8bebab949a9807664d7500f3c2d320c729285d2f1b9,115,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap
127,sel_sbo-002,success,0,49,1,1ddc19b5bb908c1aad70cfc340ecd845862e4c2704c5a15223e91c08160071fc,1ddc19b5bb908c1aad70cfc340ecd845862e4c2704c5a15223e91c08160071fc,115,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap
128,sel_sbo-003,success,0,49,1,983ff5f6c798289ed326d8bcab864859980c2df563ee03683922b7fe15cdc1c3,983ff5f6c798289ed326d8bcab864859980c2df563ee03683922b7fe15cdc1c3,115,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap
129,sel_sbo-004,success,0,49,1,c6b3f244bf25b5cc57bca55f5943b67ffb91bffb80c848f15a593999701aef48,c6b3f244bf25b5cc57bca55f5943b67ffb91bffb80c848f15a593999701aef48,115,70,189,152,request:data|ack:data|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap
130,ion-000,success,0,17,1,9cefc58e14f48d9e94f2cd8b4947e1b35034fd0b86fb4735c4a9ead10c121ca7,9cefc58e14f48d9e94f2cd8b4947e1b35034fd0b86fb4735c4a9ead10c121ca7,78,0,75,58,request:data|ack:cover|response:data|tail:data,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap
131,ion-001,success,0,17,1,29aae3d9e0b231daef32e9105d92457a4047688eb6d6c377ae8185a81febd178,29aae3d9e0b231daef32e9105d92457a4047688eb6d6c377ae8185a81febd178,78,0,75,0,request:data|ack:cover|response:data|tail:cover,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap
132,ion-002,success,0,17,1,fed6ac86ad034281c6451b2a62c562a2674ce6c1e88b84781dfb4dd816af60b1,fed6ac86ad034281c6451b2a62c562a2674ce6c1e88b84781dfb4dd816af60b1,78,0,75,0,request:data|ack:cover|response:data|tail:cover,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap
133,ion-003,success,0,17,1,f9b5807c4f5d7b23738a1293345aea15708816e2ef51a43be8340df57c967e7b,f9b5807c4f5d7b23738a1293345aea15708816e2ef51a43be8340df57c967e7b,78,0,75,0,request:data|ack:cover|response:data|tail:cover,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap
134,ion-004,success,0,17,1,8bedf3db8ec89cd2d384e4ba73cb29e7a61ba2b526fac5be28d07d22ff80a416,8bedf3db8ec89cd2d384e4ba73cb29e7a61ba2b526fac5be28d07d22ff80a416,78,0,75,0,request:data|ack:cover|response:data|tail:cover,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap
135,open-response-projected-000,success,0,1855,1,8e5caaee84b2a7f4c21014128b50f2d13f4fc147b6fb2c1918b5e82209831c3e,8e5caaee84b2a7f4c21014128b50f2d13f4fc147b6fb2c1918b5e82209831c3e,0,0,2345,0,request:cover|ack:cover|response:data|tail:cover,captured-projection,/home/philip/Projects/DNP3-size-probe/defense4/size/evidence/cover_frame_gate/real_channel/evidence/cap_frag.pcapng response slot only; full transaction retained as overflow case
136,open-full-overflow-000,overflow,0,1855,0,607748fd227c388870551db2b4c1b039b0de78fd7a4b0a6f67e6cf9ef8be54c3,eeb19bf5cb95e5c7bc3b780aba4cb8dbb148b5d1d469c965bd67eb957d35cd55,97,70,2345,490,request:data|ack:data|response:data|tail:overflow,captured-overflow,/home/philip/Projects/DNP3-size-probe/defense4/size/evidence/cover_frame_gate/real_channel/evidence/cap_frag.pcapng full transaction; tail bundle exceeds S3 tail capacity
