txn_index,tcp_stream,read_frame,read_ts_epoch,read_tcp_seq,read_tcp_len,read_tcp_hdr_len,read_ip_len,read_frame_len,read_dnp3_func,read_dnp3_al_seq,read_dnp3_tr_seq,read_dnp3_src,read_dnp3_dst,read_dnp3_hdr_crc_ok,expected_ack,ack_frame,ack_ts_epoch,ack_tcp_seq,ack_tcp_ack,ack_tcp_len,ack_tcp_hdr_len,ack_ip_len,ack_frame_len,resp_frame,resp_ts_epoch,resp_tcp_seq,resp_tcp_ack,resp_tcp_len,resp_tcp_hdr_len,resp_ip_len,resp_frame_len,resp_dnp3_func,resp_dnp3_al_seq,resp_dnp3_tr_seq,resp_dnp3_src,resp_dnp3_dst,resp_dnp3_hdr_crc_ok,resp_dnp3_frame_total_len,clrt_ms,clrt_ns,read_to_ack_ms,read_to_read_ms,prev_resp_to_read_ms,retransmission_flags,tcp_analysis_flags,ws_malformed,protection_miss_candidate,ambiguity,validation_failure
0,0,4,1785028900.008247393,432049151,22,32,74,88,1,0,0,1,0,True,432049173,5,1785028900.008741243,2214473908,432049173,0,32,52,66,6,1785028900.011997236,2214473908,432049173,54,32,106,120,129,0,46,0,1,True,54,3.255993,3255993,0.493850,404.127772,,,,False,False,,
1,0,8,1785028900.412375165,432049173,22,32,74,88,1,1,0,1,0,True,432049195,9,1785028900.412844498,2214473962,432049195,0,32,52,66,10,1785028900.416658480,2214473962,432049195,54,32,106,120,129,1,47,0,1,True,54,3.813982,3813982,0.469333,404.713470,400.377929,,,False,False,,
2,0,12,1785028900.817088635,432049195,22,32,74,88,1,2,0,1,0,True,432049217,13,1785028900.817577613,2214474016,432049217,0,32,52,66,14,1785028900.819615871,2214474016,432049217,54,32,106,120,129,2,48,0,1,True,54,2.038258,2038258,0.488978,15403.151065,400.430155,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 13,16",
3,0,18,1785028916.220239700,432049217,22,32,74,88,1,0,0,1,0,True,432049239,19,1785028916.220735055,2214474070,432049239,0,32,52,66,20,1785028916.221881388,2214474070,432049239,54,32,106,120,129,0,49,0,1,True,54,1.146333,1146333,0.495355,15002.207795,15400.623829,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 19,22",
4,0,24,1785028931.222447495,432049239,22,32,74,88,1,1,0,1,0,True,432049261,25,1785028931.222943400,2214474124,432049261,0,32,52,66,26,1785028931.224020022,2214474124,432049261,54,32,106,120,129,1,50,0,1,True,54,1.076622,1076622,0.495905,15002.057057,15000.566107,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 25,28",
5,0,30,1785028946.224504552,432049261,22,32,74,88,1,2,0,1,0,True,432049283,31,1785028946.226239639,2214474178,432049283,0,32,52,66,32,1785028946.227322033,2214474178,432049283,54,32,106,120,129,2,51,0,1,True,54,1.082394,1082394,1.735087,15003.323955,15000.484530,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 31,34",
6,0,36,1785028961.227828507,432049283,22,32,74,88,1,3,0,1,0,True,432049305,37,1785028961.228235625,2214474232,432049305,0,32,52,66,38,1785028961.229386784,2214474232,432049305,54,32,106,120,129,3,52,0,1,True,54,1.151159,1151159,0.407118,15002.029626,15000.506474,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 37,40",
7,0,42,1785028976.229858133,432049305,22,32,74,88,1,4,0,1,0,True,432049327,43,1785028976.230304538,2214474286,432049327,0,32,52,66,44,1785028976.232492183,2214474286,432049327,54,32,106,120,129,4,53,0,1,True,54,2.187645,2187645,0.446405,15003.144018,15000.471349,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 43,46",
8,0,48,1785028991.233002151,432049327,22,32,74,88,1,5,0,1,0,True,432049349,49,1785028991.233412142,2214474340,432049349,0,32,52,66,50,1785028991.234555117,2214474340,432049349,54,32,106,120,129,5,54,0,1,True,54,1.142975,1142975,0.409991,15002.031753,15000.509968,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 49,52",
9,0,54,1785029006.235033904,432049349,22,32,74,88,1,6,0,1,0,True,432049371,55,1785029006.235472629,2214474394,432049371,0,32,52,66,56,1785029006.237594419,2214474394,432049371,54,32,106,120,129,6,55,0,1,True,54,2.121790,2121790,0.438725,15003.049164,15000.478787,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 55,58",
10,0,60,1785029021.238083068,432049371,22,32,74,88,1,7,0,1,0,True,432049393,61,1785029021.238647669,2214474448,432049393,0,32,52,66,62,1785029021.239850604,2214474448,432049393,54,32,106,120,129,7,56,0,1,True,54,1.202935,1202935,0.564601,15002.326177,15000.488649,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 61,64",
11,0,66,1785029036.240409245,432049393,22,32,74,88,1,8,0,1,0,True,432049415,67,1785029036.240912169,2214474502,432049415,0,32,52,66,68,1785029036.245056525,2214474502,432049415,54,32,106,120,129,8,57,0,1,True,54,4.144356,4144356,0.502924,15005.150316,15000.558641,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 67,70",
12,0,72,1785029051.245559561,432049415,22,32,74,88,1,9,0,1,0,True,432049437,73,1785029051.246023899,2214474556,432049437,0,32,52,66,74,1785029051.250194928,2214474556,432049437,54,32,106,120,129,9,58,0,1,True,54,4.171029,4171029,0.464338,15005.115607,15000.503036,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 73,76",
13,0,78,1785029066.250675168,432049437,22,32,74,88,1,10,0,1,0,True,432049459,79,1785029066.251172820,2214474610,432049459,0,32,52,66,80,1785029066.255543193,2214474610,432049459,54,32,106,120,129,10,59,0,1,True,54,4.370373,4370373,0.497652,15005.394848,15000.480240,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 79,82",
14,0,84,1785029081.256070016,432049459,22,32,74,88,1,11,0,1,0,True,432049481,85,1785029081.259339491,2214474664,432049481,0,32,52,66,86,1785029081.260939646,2214474664,432049481,54,32,106,120,129,11,60,0,1,True,54,1.600155,1600155,3.269475,15005.357283,15000.526823,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 85,88",
15,0,90,1785029096.261427299,432049481,22,32,74,88,1,12,0,1,0,True,432049503,91,1785029096.261877231,2214474718,432049503,0,32,52,66,92,1785029096.267170791,2214474718,432049503,54,32,106,120,129,12,61,0,1,True,54,5.293560,5293560,0.449932,15006.296289,15000.487653,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 91,94",
16,0,96,1785029111.267723588,432049503,22,32,74,88,1,13,0,1,0,True,432049525,97,1785029111.268325424,2214474772,432049525,0,32,52,66,98,1785029111.272562322,2214474772,432049525,54,32,106,120,129,13,62,0,1,True,54,4.236898,4236898,0.601836,15005.303687,15000.552797,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 97,100",
17,0,102,1785029126.273027275,432049525,22,32,74,88,1,14,0,1,0,True,432049547,103,1785029126.273481036,2214474826,432049547,0,32,52,66,104,1785029126.274622034,2214474826,432049547,54,32,106,120,129,14,63,0,1,True,54,1.140998,1140998,0.453761,15002.074468,15000.464953,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 103,106",
18,0,108,1785029141.275101743,432049547,22,32,74,88,1,15,0,1,0,True,432049569,109,1785029141.275605630,2214474880,432049569,0,32,52,66,110,1785029141.278602335,2214474880,432049569,54,32,106,120,129,15,0,0,1,True,54,2.996705,2996705,0.503887,15003.986470,15000.479709,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 109,112",
19,0,114,1785029156.279088213,432049569,22,32,74,88,1,0,0,1,0,True,432049591,115,1785029156.279535015,2214474934,432049591,0,32,52,66,116,1785029156.280679627,2214474934,432049591,54,32,106,120,129,0,1,0,1,True,54,1.144612,1144612,0.446802,15002.098423,15000.485878,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 115,118",
20,0,120,1785029171.281186636,432049591,22,32,74,88,1,1,0,1,0,True,432049613,121,1785029171.281683852,2214474988,432049613,0,32,52,66,122,1785029171.283796293,2214474988,432049613,54,32,106,120,129,1,2,0,1,True,54,2.112441,2112441,0.497216,15003.107008,15000.507009,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 121,124",
21,0,126,1785029186.284293644,432049613,22,32,74,88,1,2,0,1,0,True,432049635,127,1785029186.284812236,2214475042,432049635,0,32,52,66,128,1785029186.285884686,2214475042,432049635,54,32,106,120,129,2,3,0,1,True,54,1.072450,1072450,0.518592,15002.162317,15000.497351,,,False,False,"multiple qualifying pure ACKs before the next READ: frames 127,130",
22,0,132,1785029201.286455961,432049635,22,32,74,88,1,3,0,1,0,True,432049657,133,1785029201.286906578,2214475096,432049657,0,32,52,66,134,1785029201.288097010,2214475096,432049657,54,32,106,120,129,3,4,0,1,True,54,1.190432,1190432,0.450617,,15000.571275,,,False,False,,
