arm,class,request_to_ack_ms,clrt_ms
timing_off,READ,0.5593,2.2460
timing_off,READ,0.5469,1.2390
timing_off,READ,1.5390,1.3550
timing_off,READ,0.5798,2.1850
timing_off,READ,0.5846,2.2910
timing_off,READ,0.5734,1.2210
timing_off,READ,4.6740,2.4010
timing_off,READ,0.6220,2.1260
timing_off,READ,0.7064,1.1560
timing_off,READ,1.6608,1.1470
timing_off,READ,0.5846,2.1460
timing_off,READ,0.6731,1.1820
timing_off,READ,1.6682,1.1970
timing_off,READ,0.5851,2.1930
timing_off,READ,0.5429,1.2450
timing_off,READ,1.7226,1.1550
timing_off,READ,0.5887,2.2090
timing_off,READ,0.7446,1.2310
timing_off,READ,1.6131,1.1860
timing_off,READ,0.6120,2.2880
timing_off,READ,0.6087,1.2000
timing_off,READ,1.6079,1.1060
timing_off,READ,0.6170,2.2530
timing_off,READ,0.6115,1.1650
timing_off,READ,1.6086,1.1640
timing_off,READ,0.6182,2.1380
timing_off,READ,0.6390,1.2110
timing_off,READ,1.5624,1.2910
timing_off,READ,0.5870,2.1840
timing_off,READ,0.5283,2.3320
timing_off,READ,0.5872,1.2340
timing_off,READ,0.5231,2.2910
timing_off,READ,0.5248,2.2580
timing_off,READ,0.5167,1.3420
timing_off,READ,1.5643,1.3290
timing_off,READ,0.7317,2.1930
timing_off,READ,0.5329,1.4610
timing_off,READ,1.5485,1.1900
timing_off,READ,0.4978,2.4520
timing_off,READ,0.6270,1.1840
timing_off,READ,1.6251,1.1830
timing_off,READ,0.6039,6.4230
timing_off,READ,0.7865,1.1980
timing_off,READ,1.5759,1.3660
timing_off,READ,1.5812,1.2170
timing_off,READ,0.6225,2.2180
timing_off,READ,0.6440,1.1360
timing_off,READ,1.7517,1.1410
timing_off,READ,0.6225,6.7420
timing_off,READ,0.5734,1.2290
timing_off,READ,1.6422,1.1080
timing_off,READ,0.5434,2.2630
timing_off,READ,0.6461,1.1780
timing_off,READ,1.6592,1.1630
timing_off,READ,0.6437,2.2990
timing_off,READ,0.5231,1.2790
timing_off,READ,1.6828,1.3300
timing_off,READ,1.6055,1.1820
timing_off,READ,0.6280,2.1490
timing_off,READ,0.6409,1.1710
timing_off,READ,1.6222,1.1130
timing_off,READ,0.6576,2.2190
timing_off,READ,0.6008,1.1710
timing_off,READ,1.5936,1.1370
timing_off,READ,0.6294,2.1550
timing_off,READ,0.6173,1.1700
timing_off,READ,1.6284,1.2920
timing_off,READ,0.5822,2.2320
timing_off,READ,0.5758,1.2570
timing_off,READ,1.5759,1.1890
timing_off,READ,0.5748,2.2470
timing_off,READ,0.5121,1.3250
timing_off,READ,1.5891,1.0990
timing_off,READ,0.5145,2.3700
timing_off,READ,0.5198,1.3170
timing_off,READ,1.5700,5.3390
timing_off,READ,0.7377,2.2280
timing_off,READ,0.5572,1.2410
timing_off,READ,1.6265,1.1070
timing_off,READ,0.6299,2.1760
timing_off,READ,0.6137,1.2630
timing_off,READ,1.6899,1.1470
timing_off,READ,0.5567,2.1710
timing_off,READ,0.5763,1.2040
timing_off,READ,1.5380,1.2990
timing_off,READ,0.5713,2.1800
timing_off,READ,0.5956,2.3470
timing_off,READ,0.5927,1.2510
timing_off,READ,0.5922,2.2340
timing_off,READ,0.5114,2.2620
timing_off,READ,0.5610,1.2700
timing_off,READ,1.6005,1.3030
timing_off,READ,0.6280,2.2080
timing_off,READ,0.6280,1.1900
timing_off,READ,1.5917,1.1670
timing_off,READ,0.5748,2.2950
timing_off,READ,0.5105,1.2760
timing_off,READ,1.7231,1.2410
timing_off,READ,0.5286,2.3090
timing_off,READ,0.6225,1.1550
timing_off,READ,1.5810,1.2050
timing_off,READ,0.5982,2.1660
timing_off,READ,0.5977,1.2340
timing_off,READ,1.6003,1.1430
timing_off,READ,0.6371,2.1640
timing_off,READ,0.6237,1.1710
timing_off,READ,1.6456,1.1910
timing_off,READ,0.5958,2.3110
timing_off,READ,0.5953,1.2200
timing_off,READ,1.4791,1.2920
timing_off,READ,0.5915,2.2540
timing_off,READ,4.7052,1.2870
timing_off,READ,1.5619,1.2790
timing_off,READ,0.5319,2.2440
timing_off,READ,0.5083,2.2630
timing_off,READ,0.5128,1.3410
timing_off,READ,0.5851,2.3400
timing_off,READ,0.5767,2.2480
timing_off,READ,0.6273,1.2610
timing_off,READ,1.6241,1.1430
timing_off,READ,0.6180,2.2590
timing_off,READ,0.5834,1.1650
timing_off,READ,1.6565,1.1480
timing_off,READ,0.5844,2.2440
timing_off,READ,0.6292,1.2010
timing_off,READ,1.5914,1.2110
timing_off,READ,0.5674,2.2330
timing_off,READ,0.5803,1.4130
timing_off,READ,1.5485,1.2590
timing_off,READ,0.6785,2.1570
timing_off,READ,0.6270,1.1510
timing_off,READ,1.6146,1.0650
timing_off,READ,0.5112,2.5540
timing_off,READ,0.5045,1.2530
timing_off,READ,1.4999,1.2900
timing_off,READ,0.5288,2.2770
timing_off,READ,0.6568,1.2390
timing_off,READ,1.4923,1.2460
timing_off,READ,0.7570,2.2300
timing_off,READ,0.5965,2.1380
timing_off,READ,0.6099,1.1700
timing_off,READ,1.6644,1.1400
timing_off,READ,0.6428,2.0990
timing_off,READ,0.7102,1.1390
timing_off,READ,1.7006,1.1640
timing_off,READ,0.6270,2.1220
timing_off,READ,0.6249,1.1630
timing_off,READ,5.8811,1.1310
timing_off,READ,0.6258,2.2780
timing_off,READ,0.5283,1.2590
timing_off,READ,1.5690,1.2550
timing_off,READ,0.5147,2.2720
timing_off,READ,0.5705,1.3260
timing_off,READ,1.5562,1.1390
timing_off,READ,0.5634,2.2820
timing_off,READ,0.5865,1.2310
timing_off,READ,1.6649,1.2260
timing_off,READ,0.5238,2.4510
timing_off,READ,0.6270,1.1590
timing_off,READ,1.5616,1.1900
timing_off,READ,0.6034,2.2440
timing_off,READ,0.6166,1.1730
timing_off,READ,1.5528,1.1750
timing_off,READ,0.6771,2.1670
timing_off,READ,0.6013,1.2430
timing_off,READ,1.5323,1.1820
timing_off,READ,0.6194,2.2120
timing_off,READ,0.5896,1.1630
timing_off,READ,1.5240,1.3150
timing_off,READ,0.5276,2.2700
timing_off,READ,0.6459,2.1620
timing_off,READ,0.5276,1.1960
timing_off,READ,0.5383,2.4390
timing_off,READ,0.5174,2.3930
timing_off,READ,0.5579,1.2100
timing_off,READ,1.6494,1.1480
timing_off,READ,0.6216,2.1180
timing_off,READ,0.7308,1.1470
timing_off,READ,1.6534,1.1460
timing_off,READ,0.7811,2.1080
timing_off,READ,0.5429,1.2150
timing_off,READ,1.6108,1.2650
timing_off,READ,0.5081,6.4000
timing_off,READ,0.6084,1.2400
timing_off,READ,1.5864,1.2250
timing_off,READ,0.5641,2.2190
timing_off,READ,0.6125,1.2340
timing_off,READ,1.5776,1.1850
timing_off,READ,0.8111,2.1550
timing_off,READ,0.5720,1.2120
timing_off,READ,1.6325,1.1900
timing_off,READ,0.6070,2.2580
timing_off,READ,0.4916,1.2640
timing_off,READ,1.4963,2.1220
timing_off,READ,1.6284,1.1770
timing_off,READ,0.6268,2.1070
timing_off,READ,0.5660,1.2910
timing_off,READ,1.6222,1.1380
timing_off,READ,0.6266,2.3210
timing_off,READ,0.6006,1.2070
timing_off,READ,1.5275,1.2730
timing_off,READ,0.5434,2.2110
timing_off,READ,0.5829,1.1890
timing_off,READ,1.6177,1.2640
timing_off,READ,0.5944,2.1710
timing_off,READ,0.5782,1.2690
timing_off,READ,1.5500,1.2320
timing_off,READ,0.6168,2.2140
timing_off,READ,0.5634,2.2740
timing_off,READ,0.7679,1.1710
timing_off,READ,1.5905,1.4590
timing_off,READ,0.5929,2.2150
timing_off,READ,0.4861,1.4240
timing_off,READ,1.5681,1.1790
timing_off,READ,0.6704,2.1600
timing_off,READ,0.5147,1.2560
timing_off,READ,1.5731,1.2370
timing_off,READ,0.5126,6.5420
timing_off,READ,0.7503,5.1590
timing_off,READ,1.6401,1.1310
timing_off,READ,0.6313,2.1620
timing_off,READ,0.6454,1.1450
timing_off,READ,1.6589,1.1410
timing_off,READ,0.6173,6.1060
timing_off,READ,0.6125,1.2620
timing_off,READ,1.5798,6.2350
timing_off,READ,1.6408,1.1950
timing_off,READ,0.5786,6.4630
timing_off,READ,0.5891,1.2130
timing_off,READ,1.5833,6.2100
timing_off,SBO,0.9015,9.0080
timing_off,SBO,0.4854,8.1790
timing_off,SBO,0.4420,8.8470
timing_off,SBO,0.5107,7.8300
timing_off,SBO,1.1511,1.0940
timing_off,SBO,1.0231,1.4800
timing_off,SBO,1.2424,4.1440
timing_off,SBO,0.4864,2.8830
timing_off,SBO,0.4947,3.9150
timing_off,SBO,0.4520,4.7190
timing_off,SBO,0.4907,3.1530
timing_off,SBO,1.1678,4.1260
timing_off,SBO,0.4792,3.0520
timing_off,SBO,0.4702,3.8460
timing_off,SBO,2.8369,2.4550
timing_off,SBO,0.4888,4.1230
timing_off,SBO,0.4954,3.9730
timing_off,SBO,0.4799,7.7010
timing_off,SBO,1.3032,1.3950
timing_off,SBO,1.3034,1.0590
timing_off,SBO,1.4169,1.1360
timing_off,SBO,0.4544,1.9820
timing_off,SBO,0.4823,2.0900
timing_off,SBO,0.3815,2.0540
timing_off,SBO,0.4199,2.0440
timing_off,SBO,0.4385,1.0180
timing_off,SBO,0.5147,1.1420
timing_off,SBO,0.9930,1.0650
timing_off,SBO,1.4925,1.0130
timing_off,SBO,0.4334,2.0880
timing_off,SBO,0.4742,2.0380
timing_off,SBO,0.5276,6.8140
timing_off,SBO,0.4504,3.0090
timing_off,SBO,1.0729,4.3100
timing_off,SBO,0.4804,7.6780
timing_off,SBO,1.3223,4.1630
timing_off,SBO,0.4818,12.0560
timing_off,SBO,1.2960,13.7750
timing_off,SBO,1.4036,18.1780
timing_off,SBO,1.2345,8.9680
timing_off,SBO,0.4749,7.9510
timing_off,SBO,0.5565,8.9400
timing_off,SBO,2.7385,7.5520
timing_off,SBO,0.3788,7.9360
timing_off,SBO,1.4226,8.9130
timing_off,SBO,0.4904,3.9030
timing_off,SBO,0.4833,3.9460
timing_off,SBO,0.3788,3.1980
timing_off,SBO,0.4911,6.6330
timing_off,SBO,1.4729,5.2980
timing_off,SBO,0.4404,7.6360
timing_off,SBO,0.7765,1.1370
timing_off,SBO,1.4853,1.6540
timing_off,SBO,1.1849,3.9030
timing_off,SBO,0.4408,3.2070
timing_off,SBO,0.4864,3.8820
timing_off,SBO,0.4604,2.6930
timing_off,SBO,0.4716,1.0290
timing_off,SBO,1.1873,0.9870
timing_off,SBO,1.4575,1.0070
timing_off,SBO,0.4580,2.0810
timing_off,SBO,0.4857,2.0530
timing_off,SBO,4.5638,2.1670
timing_off,SBO,0.3846,2.0940
timing_off,SBO,0.4749,1.9500
timing_off,SBO,0.4497,1.0290
timing_off,SBO,0.4749,1.0280
timing_off,SBO,1.2960,1.0100
timing_off,SBO,1.4889,1.0130
timing_off,SBO,0.4368,2.0700
timing_off,SBO,0.4785,2.0360
timing_off,SBO,0.4475,2.0370
timing_off,SBO,0.4671,2.0640
timing_off,SBO,0.5035,2.0120
timing_off,SBO,0.4411,1.0890
timing_off,SBO,3.9744,1.1030
timing_off,SBO,1.4584,1.0180
timing_off,SBO,0.4816,6.3010
timing_off,SBO,0.4964,2.8720
timing_off,SBO,1.4513,2.8660
timing_off,SBO,0.4632,4.2390
timing_off,SBO,0.4973,3.6940
timing_off,SBO,0.6950,4.6860
timing_off,SBO,0.4981,2.9140
timing_off,SBO,1.4682,3.9000
timing_off,SBO,0.4582,12.3310
timing_off,SBO,1.3099,4.6100
timing_off,SBO,0.4897,3.1580
timing_off,SBO,1.2891,2.8180
timing_off,SBO,0.4442,4.5010
timing_off,SBO,0.4404,3.4920
timing_off,SBO,0.6626,4.5950
timing_off,SBO,0.4904,2.8920
timing_off,SBO,1.4582,2.8960
timing_off,SBO,0.4489,4.2050
timing_off,SBO,2.6004,1.5870
timing_off,SBO,0.7212,4.6510
timing_off,SBO,0.4818,3.0070
timing_off,SBO,1.4567,1.8120
timing_off,SBO,0.8876,1.0500
timing_off,SBO,1.4348,1.2020
timing_off,SBO,0.3858,2.0690
timing_off,SBO,0.4776,2.0550
timing_off,SBO,0.5045,1.9440
timing_off,SBO,0.4628,1.9860
timing_off,SBO,0.4838,1.9650
timing_off,SBO,0.4647,1.0290
timing_off,SBO,0.4828,5.1580
timing_off,SBO,1.3659,1.0060
timing_off,SBO,1.4131,1.1930
timing_off,SBO,0.4268,1.9970
timing_off,SBO,0.4840,2.1620
timing_off,SBO,0.5226,1.9450
timing_off,SBO,0.4418,2.0010
timing_off,SBO,0.4823,2.0310
timing_off,SBO,0.4339,1.0330
timing_off,SBO,0.4797,1.0830
timing_off,SBO,1.1909,1.0660
timing_off,SBO,1.5013,1.0130
timing_off,SBO,0.4385,2.0360
timing_off,SBO,4.1122,2.0300
timing_off,SBO,0.4475,1.0160
timing_off,SBO,0.4227,1.2370
timing_off,SBO,0.9918,0.9820
timing_off,SBO,1.5633,1.0160
timing_off,SBO,0.4430,2.0870
timing_off,SBO,0.4709,2.0220
timing_off,SBO,0.4609,2.0310
timing_off,SBO,0.4568,2.0270
timing_off,SBO,0.5560,2.0090
timing_off,SBO,0.4468,1.0040
timing_off,SBO,0.4797,1.0320
timing_off,SBO,1.1737,2.7400
timing_off,SBO,2.8253,6.6140
timing_off,SBO,1.4758,2.8560
timing_off,SBO,0.4928,4.3530
timing_off,SBO,0.4916,3.4310
timing_off,SBO,0.8619,4.5350
timing_off,SBO,0.4404,2.8870
timing_off,SBO,1.4646,2.9520
timing_off,SBO,0.4404,8.9220
timing_off,SBO,1.4651,8.8740
timing_off,SBO,2.3856,11.0680
timing_off,SBO,0.4849,4.3700
timing_off,SBO,0.5057,3.4220
timing_off,SBO,0.8719,4.5170
timing_off,SBO,0.4480,8.0070
timing_off,SBO,0.8061,4.5500
timing_off,SBO,0.4914,2.9240
timing_off,SBO,1.4791,2.7640
timing_off,SBO,0.4871,4.3450
timing_off,SBO,2.4893,1.6970
timing_off,SBO,0.6905,4.4110
timing_off,SBO,0.4487,3.0270
timing_off,SBO,1.4269,3.0720
timing_off,SBO,0.4933,1.9370
timing_off,SBO,0.4549,1.0310
timing_off,SBO,1.4229,1.0340
timing_off,SBO,1.5879,0.9810
timing_off,SBO,0.4392,1.9460
timing_off,SBO,0.4935,1.9480
timing_off,SBO,0.4635,2.0630
timing_off,SBO,0.4687,1.9520
timing_off,SBO,4.0255,1.0380
timing_off,SBO,0.6287,1.0290
timing_off,SBO,1.4253,1.2100
timing_off,SBO,1.4129,1.0270
timing_off,SBO,0.5503,2.0350
timing_off,SBO,0.4811,2.0190
timing_off,SBO,0.4230,1.9970
timing_off,SBO,0.5035,1.9250
timing_off,SBO,0.4520,1.0340
timing_off,SBO,0.4866,1.1580
timing_off,SBO,1.1847,1.0150
timing_off,SBO,1.5097,0.9870
timing_off,SBO,0.4303,2.0470
timing_off,SBO,4.0457,2.1580
timing_off,SBO,0.4723,0.9990
timing_off,SBO,0.4504,1.0810
timing_off,SBO,1.0593,1.0510
timing_off,SBO,1.6534,1.0050
timing_off,SBO,1.4560,1.0150
timing_off,SBO,0.4663,2.0130
timing_off,SBO,0.4909,2.0130
timing_off,SBO,0.4494,2.0200
timing_off,SBO,0.4828,6.5670
timing_off,SBO,0.4518,2.9620
timing_off,SBO,1.4379,2.9110
timing_off,SBO,2.8074,2.2100
timing_off,SBO,0.4988,3.2250
timing_off,SBO,1.0130,4.3400
timing_off,SBO,0.4716,2.9680
timing_off,SBO,0.4406,4.0850
timing_off,SBO,0.4940,4.4150
timing_off,SBO,0.5102,3.2600
timing_off,SBO,1.0159,4.3000
timing_off,SBO,0.5057,2.9700
timing_off,SBO,0.4456,3.8790
timing_off,SBO,0.4382,13.7120
timing_off,SBO,1.2627,4.2920
timing_off,SBO,0.4804,2.9450
timing_off,SBO,0.4508,3.9340
timing_off,SBO,0.4847,4.6730
timing_off,SBO,0.4470,3.2760
timing_off,SBO,0.9251,4.1910
timing_off,SBO,0.4842,3.0770
timing_off,SBO,0.4351,2.0020
timing_off,SBO,0.6378,1.9860
timing_off,SBO,0.4802,6.1030
timing_off,SBO,0.4389,2.0270
timing_off,SBO,0.4981,2.2250
timing_off,SBO,0.4771,1.9910
timing_off,SBO,0.5140,1.0060
timing_off,SBO,0.5014,1.0080
timing_off,SBO,1.3216,1.0690
timing_off,SBO,1.4629,1.0120
timing_off,SBO,0.4332,1.9750
timing_off,SBO,0.5045,2.0680
timing_off,SBO,0.4716,1.9620
timing_off,SBO,0.4630,2.0050
timing_off,SBO,0.4740,0.9880
timing_off,SBO,0.4387,5.2120
timing_off,SBO,1.0519,1.0140
timing_off,SBO,1.4195,1.1130
timing_off,SBO,0.4375,2.0150
timing_off,SBO,0.6270,1.9900
timing_off,SBO,0.4463,2.0040
timing_off,SBO,0.4637,1.9160
timing_off,SBO,0.4380,1.0360
timing_off,SBO,0.4699,1.0320
timing_off,SBO,1.1599,1.0420
timing_off,SBO,1.4789,1.0340
timing_off,SBO,0.4320,2.0940
timing_off,SBO,0.4706,2.0430
timing_off,SBO,3.9749,1.0770
timing_off,SBO,0.4718,1.0950
timing_off,SBO,1.1468,1.1650
timing_off,SBO,1.4882,1.0150
timing_off,SBO,1.5116,0.9690
timing_off,SBO,0.4394,2.0580
timing_off,SBO,0.4845,6.0230
timing_off,SBO,0.4859,2.8860
timing_off,SBO,0.4451,4.0700
timing_off,SBO,0.4392,4.5230
timing_off,SBO,0.5100,3.1000
timing_off,SBO,1.1759,12.4940
timing_off,SBO,0.4861,4.6400
timing_off,SBO,0.4442,4.6260
timing_off,SBO,0.5109,13.8880
timing_off,SBO,0.4482,3.3120
timing_off,SBO,0.4487,3.6870
timing_off,SBO,0.4418,4.7210
timing_off,SBO,0.4950,3.1100
timing_off,SBO,1.2205,4.1870
timing_off,SBO,2.6543,5.7610
timing_off,SBO,1.2350,4.2640
timing_off,SBO,0.4797,2.8890
timing_off,SBO,0.5004,3.9400
timing_off,SBO,0.4530,5.0400
timing_off,SBO,1.5075,6.8640
timing_off,SBO,0.4988,2.0210
timing_off,SBO,0.6573,1.0340
timing_off,SBO,1.4479,0.9900
timing_off,SBO,1.4260,1.0200
timing_off,SBO,0.4671,6.1750
timing_off,SBO,0.4821,2.0000
timing_off,SBO,0.4482,2.0360
timing_off,SBO,0.4802,2.0180
timing_off,SBO,0.5639,1.0350
timing_off,SBO,0.4582,1.0970
timing_off,SBO,1.1125,1.0840
timing_off,SBO,1.4310,1.0330
timing_off,SBO,0.4294,2.0040
timing_off,SBO,0.4718,2.0390
timing_off,SBO,0.4365,2.0090
timing_off,SBO,0.4764,2.0560
timing_off,SBO,0.4842,1.9500
timing_off,SBO,3.7892,1.1720
timing_off,SBO,0.7949,1.0160
timing_off,SBO,1.6186,1.0020
timing_off,SBO,0.4494,1.9740
timing_off,SBO,0.4900,1.9140
timing_off,SBO,0.3946,2.1200
timing_off,SBO,0.4628,1.9900
timing_off,SBO,0.4957,0.9880
timing_off,SBO,0.4482,1.0690
timing_off,SBO,1.1284,1.0160
timing_off,SBO,1.4894,0.9980
timing_off,SBO,0.4380,2.0600
timing_off,SBO,0.4840,2.0430
timing_off,SBO,3.8788,1.1680
timing_off,SBO,0.4652,1.0330
timing_off,SBO,1.1263,1.0780
timing_off,SBO,1.5051,4.1970
timing_off,SBO,0.4923,2.9610
timing_off,SBO,0.5081,3.8550
timing_off,SBO,0.4508,4.8030
timing_off,SBO,0.4885,2.9810
timing_off,SBO,1.3144,4.0520
timing_off,SBO,0.3908,3.0710
timing_off,SBO,0.5088,3.8460
timing_off,SBO,2.7184,2.5600
timing_off,SBO,0.4792,2.9870
timing_off,SBO,1.2693,4.0430
timing_off,SBO,0.4456,3.0680
timing_off,SBO,0.5033,3.8350
timing_off,SBO,0.5035,4.8000
timing_off,SBO,0.4740,2.8920
timing_off,SBO,1.3642,4.0170
timing_off,SBO,0.4454,3.0490
timing_off,SBO,0.4873,3.8520
timing_off,SBO,0.4990,13.8140
timing_off,SBO,1.3928,3.9820
timing_off,SBO,0.4513,3.0850
timing_off,SBO,0.5040,2.1390
timing_off,SBO,0.4988,1.9720
timing_off,SBO,0.4735,2.1420
timing_off,SBO,0.4494,1.9700
timing_off,SBO,0.4802,2.0590
timing_off,SBO,0.3829,1.0920
timing_off,SBO,0.4411,1.0790
timing_off,SBO,1.2650,1.0460
timing_off,SBO,1.5149,1.0070
timing_off,SBO,1.8232,1.0090
timing_off,SBO,1.4641,1.0150
timing_off,SBO,0.4590,2.1900
timing_off,SBO,0.4666,2.0860
timing_off,SBO,0.4828,1.9940
timing_off,SBO,0.4497,2.1290
timing_off,SBO,0.4656,2.0150
timing_off,SBO,0.4327,1.0330
timing_off,SBO,0.4718,1.0380
timing_off,SBO,1.1346,1.0860
timing_off,SBO,1.3921,1.0470
timing_off,SBO,0.4501,1.9950
timing_off,SBO,0.4802,1.9730
timing_off,SBO,3.0248,1.3930
timing_off,SBO,0.7579,1.0160
timing_off,SBO,1.5383,1.0020
timing_off,SBO,0.4389,1.9810
timing_off,SBO,0.5763,2.0200
timing_off,SBO,0.3865,2.0650
timing_off,SBO,0.4170,2.0430
timing_off,SBO,0.4451,1.0820
timing_off,SBO,0.4354,1.0220
timing_off,SBO,1.1344,1.0240
timing_off,SBO,1.4911,1.0090
timing_off,SBO,0.4437,2.1490
timing_off,SBO,0.4618,2.0840
timing_off,SBO,3.7098,2.4900
timing_off,SBO,0.4494,3.1100
timing_off,SBO,0.5171,3.6360
timing_off,SBO,0.5748,4.8700
timing_off,SBO,0.5052,2.8910
timing_off,SBO,1.4672,3.9110
timing_off,SBO,0.4411,3.1220
timing_off,SBO,0.4966,3.7390
timing_off,SBO,0.6108,4.8650
timing_off,SBO,0.4389,2.9020
timing_off,SBO,1.4963,9.0970
timing_off,SBO,0.4394,2.7570
timing_off,SBO,1.4932,3.7860
timing_off,SBO,0.4356,3.4570
timing_off,SBO,0.4790,3.4540
timing_off,SBO,0.6542,4.7720
timing_off,SBO,0.4923,3.0430
timing_off,SBO,1.3566,2.8310
timing_off,SBO,0.3850,4.2730
timing_off,SBO,0.4866,3.7920
timing_off,SBO,0.5062,13.5800
timing_off,SBO,1.4760,4.2420
timing_off,SBO,0.4351,1.0160
timing_off,SBO,0.5302,5.4180
timing_off,SBO,0.9518,0.9890
timing_off,SBO,1.4746,1.0240
timing_off,SBO,0.4587,2.0100
timing_off,SBO,0.4838,1.9310
timing_off,SBO,0.4683,2.1310
timing_off,SBO,0.4745,1.9990
timing_off,SBO,0.3853,1.1310
timing_off,SBO,0.4625,1.0230
timing_off,SBO,1.1604,1.2040
timing_off,SBO,1.4796,0.9820
timing_off,SBO,1.5535,0.9920
timing_off,SBO,0.4358,2.0470
timing_off,SBO,0.4730,2.0240
timing_off,SBO,0.4437,2.0260
timing_off,SBO,0.4716,2.0290
timing_off,SBO,0.4508,1.0240
timing_off,SBO,0.4680,1.0270
timing_off,SBO,1.1046,1.0110
timing_off,SBO,1.4107,1.0100
timing_off,SBO,0.4742,1.9990
timing_off,SBO,0.5085,2.0470
timing_off,SBO,2.8157,1.0630
timing_off,SBO,1.1625,1.1050
timing_off,SBO,1.6048,1.0320
timing_off,SBO,1.4331,2.2950
timing_off,SBO,0.7637,4.6450
timing_off,SBO,0.4892,3.0310
timing_off,SBO,1.4789,2.7420
timing_off,SBO,0.4270,4.3380
timing_off,SBO,0.5045,8.5610
timing_off,SBO,0.4897,9.0390
timing_off,SBO,2.7311,7.5450
timing_off,SBO,0.4880,7.8670
timing_off,SBO,0.7243,8.9900
timing_off,SBO,0.4854,8.5460
timing_off,SBO,0.4969,8.9290
timing_off,SBO,1.4775,2.9040
timing_off,SBO,0.5071,4.2320
timing_off,SBO,0.5081,3.5250
timing_off,SBO,2.7835,2.6280
timing_off,SBO,0.5152,2.7960
timing_off,SBO,1.5118,2.9080
timing_off,SBO,0.4847,4.2350
timing_off,SBO,0.5062,3.6040
timing_off,SBO,0.7560,4.6250
timing_off,SBO,0.4377,2.9720
timing_off,SBO,1.4799,2.9160
timing_off,SBO,0.5143,4.3950
timing_off,SBO,0.3903,5.6310
timing_off,SBO,0.4966,15.6630
timing_off,SBO,0.4370,1.9450
timing_off,SBO,0.4981,3.0700
timing_off,SBO,1.3690,2.4910
timing_off,SBO,0.4411,4.3490
timing_off,SBO,0.5090,2.0860
timing_off,SBO,0.4380,2.0270
timing_off,SBO,0.4740,2.0220
timing_off,SBO,0.4373,1.0220
timing_off,SBO,0.4921,1.0480
timing_off,SBO,1.2019,1.0140
timing_off,SBO,4.4787,2.1340
timing_off,SBO,0.4508,2.0440
timing_off,SBO,0.4992,2.1640
timing_off,SBO,0.4976,2.0030
timing_off,SBO,0.4470,2.0750
timing_off,SBO,0.4778,2.0060
timing_off,SBO,0.4358,5.1660
timing_off,SBO,0.4854,2.1320
timing_off,SBO,0.4883,4.4490
timing_off,SBO,0.4687,2.1600
timing_off,SBO,0.4814,6.2190
timing_off,SBO,0.4387,12.0250
timing_off,SBO,0.9384,1.6620
timing_off,SBO,1.0924,2.6060
timing_off,SBO,0.4869,2.1980
timing_off,SBO,0.5100,1.0110
timing_off,SBO,1.2915,1.0700
timing_off,SBO,1.5018,2.8110
timing_off,SBO,0.4923,4.3790
timing_off,SBO,0.4866,3.3590
timing_off,SBO,0.9367,4.5410
timing_off,SBO,0.4389,2.9090
timing_off,SBO,2.8718,1.5480
timing_off,SBO,0.4964,4.3730
timing_off,SBO,0.4916,3.3330
timing_off,SBO,0.9642,4.5090
timing_off,SBO,0.4425,2.9300
timing_off,SBO,1.5070,2.8120
timing_off,SBO,0.4687,8.8840
timing_off,SBO,0.4539,10.0010
timing_off,SBO,0.4482,7.8760
timing_off,SBO,2.9118,7.0510
timing_off,SBO,0.4382,3.3750
timing_off,SBO,0.8881,4.4540
timing_off,SBO,0.4189,3.0420
timing_off,SBO,1.4784,2.8150
timing_off,SBO,0.4911,4.4420
timing_off,SBO,0.4876,3.3330
timing_off,SBO,0.9849,4.4790
timing_off,SBO,0.4604,2.9480
timing_off,SBO,0.4375,2.0380
timing_off,SBO,4.6418,2.0450
timing_off,SBO,0.4981,1.9440
timing_off,SBO,0.5052,3.9600
timing_off,SBO,0.7780,1.0470
timing_off,SBO,1.4508,0.9680
timing_off,SBO,0.4463,2.0060
timing_off,SBO,0.4838,2.0060
timing_off,SBO,0.4392,2.0490
timing_off,SBO,0.4315,2.0090
timing_off,SBO,0.4473,1.0310
timing_off,SBO,0.4838,1.0330
timing_off,SBO,1.2560,1.0080
timing_off,SBO,1.5054,1.0060
timing_off,SBO,1.9348,1.0000
timing_on,READ,20.5317,3.9990
timing_on,READ,20.5774,3.9990
timing_on,READ,20.5905,4.0030
timing_on,READ,20.6172,4.0030
timing_on,READ,20.6187,4.0560
timing_on,READ,20.6139,4.0070
timing_on,READ,20.6013,4.0050
timing_on,READ,20.6490,3.9880
timing_on,READ,20.6356,3.9950
timing_on,READ,20.6306,3.9740
timing_on,READ,20.6711,3.9790
timing_on,READ,20.6695,3.9960
timing_on,READ,20.6385,4.0260
timing_on,READ,20.6554,4.0620
timing_on,READ,20.6223,4.0300
timing_on,READ,23.4020,4.0000
timing_on,READ,20.7124,3.9990
timing_on,READ,20.7553,3.9990
timing_on,READ,20.7076,4.0050
timing_on,READ,24.6608,3.9980
timing_on,READ,20.7884,4.0010
timing_on,READ,20.6337,3.9990
timing_on,READ,20.6847,4.0750
timing_on,READ,24.6847,4.0040
timing_on,READ,20.6335,4.0010
timing_on,READ,20.6363,3.9990
timing_on,READ,20.6513,4.0000
timing_on,READ,20.6378,3.9960
timing_on,READ,20.6614,3.9980
timing_on,READ,20.6318,3.9980
timing_on,READ,20.6575,4.0930
