condition,class,request_to_ack_ms,clrt_ms
native,READ,0.5634,2.2820
native,READ,0.5865,1.2310
native,READ,1.6649,1.2260
native,READ,0.5238,2.4510
native,READ,0.6270,1.1590
native,READ,1.5616,1.1900
native,READ,0.6034,2.2440
native,READ,0.6166,1.1730
native,READ,1.5528,1.1750
native,READ,0.6771,2.1670
native,READ,0.6013,1.2430
native,READ,1.5323,1.1820
native,READ,0.6194,2.2120
native,READ,0.5896,1.1630
native,READ,1.5240,1.3150
native,READ,0.5276,2.2700
native,READ,0.6459,2.1620
native,READ,0.5276,1.1960
native,READ,0.5383,2.4390
native,READ,0.5174,2.3930
native,READ,0.5579,1.2100
native,READ,1.6494,1.1480
native,READ,0.6216,2.1180
native,READ,0.7308,1.1470
native,READ,1.6534,1.1460
native,READ,0.7811,2.1080
native,READ,0.5429,1.2150
native,READ,1.6108,1.2650
native,READ,0.5081,6.4000
native,READ,0.6084,1.2400
native,READ,1.5864,1.2250
native,READ,0.5641,2.2190
native,READ,0.6125,1.2340
native,READ,1.5776,1.1850
native,READ,0.8111,2.1550
native,READ,0.5720,1.2120
native,READ,1.6325,1.1900
native,READ,0.6070,2.2580
native,READ,0.4916,1.2640
native,READ,1.4963,2.1220
native,READ,1.6284,1.1770
native,READ,0.6268,2.1070
native,READ,0.5660,1.2910
native,READ,1.6222,1.1380
native,READ,0.6266,2.3210
native,READ,0.6006,1.2070
native,READ,1.5275,1.2730
native,READ,0.5434,2.2110
native,READ,0.5829,1.1890
native,READ,1.6177,1.2640
native,READ,0.5944,2.1710
native,READ,0.5782,1.2690
native,READ,1.5500,1.2320
native,READ,0.6168,2.2140
native,READ,0.5634,2.2740
native,READ,0.7679,1.1710
native,READ,1.5905,1.4590
native,READ,0.5929,2.2150
native,READ,0.4861,1.4240
native,READ,1.5681,1.1790
native,READ,0.6704,2.1600
native,READ,0.5147,1.2560
native,READ,1.5731,1.2370
native,READ,0.5126,6.5420
native,READ,0.7503,5.1590
native,READ,1.6401,1.1310
native,READ,0.6313,2.1620
native,READ,0.6454,1.1450
native,READ,1.6589,1.1410
native,READ,0.6173,6.1060
native,READ,0.6125,1.2620
native,READ,1.5798,6.2350
native,READ,1.6408,1.1950
native,READ,0.5786,6.4630
native,READ,0.5891,1.2130
native,READ,1.5833,6.2100
native,SELECT phase of SBO,0.9015,9.0080
native,SELECT phase of SBO,0.4854,8.1790
native,SELECT phase of SBO,0.4420,8.8470
native,SELECT phase of SBO,0.5107,7.8300
native,SELECT phase of SBO,1.1511,1.0940
native,SELECT phase of SBO,1.0231,1.4800
native,SELECT phase of SBO,1.2424,4.1440
native,SELECT phase of SBO,0.4864,2.8830
native,SELECT phase of SBO,0.4947,3.9150
native,SELECT phase of SBO,0.4520,4.7190
native,SELECT phase of SBO,0.4907,3.1530
native,SELECT phase of SBO,1.1678,4.1260
native,SELECT phase of SBO,0.4792,3.0520
native,SELECT phase of SBO,0.4702,3.8460
native,SELECT phase of SBO,2.8369,2.4550
native,SELECT phase of SBO,0.4888,4.1230
native,SELECT phase of SBO,0.4954,3.9730
native,SELECT phase of SBO,0.4799,7.7010
native,SELECT phase of SBO,1.3032,1.3950
native,SELECT phase of SBO,1.3034,1.0590
native,SELECT phase of SBO,1.4169,1.1360
native,SELECT phase of SBO,0.4544,1.9820
native,SELECT phase of SBO,0.4823,2.0900
native,SELECT phase of SBO,0.3815,2.0540
native,SELECT phase of SBO,0.4199,2.0440
native,SELECT phase of SBO,0.4385,1.0180
native,SELECT phase of SBO,0.5147,1.1420
native,SELECT phase of SBO,0.9930,1.0650
native,SELECT phase of SBO,1.4925,1.0130
native,SELECT phase of SBO,0.4334,2.0880
native,SELECT phase of SBO,0.4742,2.0380
native,SELECT phase of SBO,0.5276,6.8140
native,SELECT phase of SBO,0.4504,3.0090
native,SELECT phase of SBO,1.0729,4.3100
native,SELECT phase of SBO,0.4804,7.6780
native,SELECT phase of SBO,1.3223,4.1630
native,SELECT phase of SBO,0.4818,12.0560
native,SELECT phase of SBO,1.2960,13.7750
native,SELECT phase of SBO,1.4036,18.1780
native,SELECT phase of SBO,1.2345,8.9680
native,SELECT phase of SBO,0.4749,7.9510
native,SELECT phase of SBO,0.5565,8.9400
native,SELECT phase of SBO,2.7385,7.5520
native,SELECT phase of SBO,0.3788,7.9360
native,SELECT phase of SBO,1.4226,8.9130
native,SELECT phase of SBO,0.4904,3.9030
native,SELECT phase of SBO,0.4833,3.9460
native,SELECT phase of SBO,0.3788,3.1980
native,SELECT phase of SBO,0.4911,6.6330
native,SELECT phase of SBO,1.4729,5.2980
native,SELECT phase of SBO,0.4404,7.6360
native,SELECT phase of SBO,0.7765,1.1370
native,SELECT phase of SBO,1.4853,1.6540
native,SELECT phase of SBO,1.1849,3.9030
native,SELECT phase of SBO,0.4408,3.2070
native,SELECT phase of SBO,0.4864,3.8820
native,SELECT phase of SBO,0.4604,2.6930
native,SELECT phase of SBO,0.4716,1.0290
native,SELECT phase of SBO,1.1873,0.9870
native,SELECT phase of SBO,1.4575,1.0070
native,SELECT phase of SBO,0.4580,2.0810
native,SELECT phase of SBO,0.4857,2.0530
native,SELECT phase of SBO,4.5638,2.1670
native,SELECT phase of SBO,0.3846,2.0940
native,SELECT phase of SBO,0.4749,1.9500
native,SELECT phase of SBO,0.4497,1.0290
native,SELECT phase of SBO,0.4749,1.0280
native,SELECT phase of SBO,1.2960,1.0100
native,SELECT phase of SBO,1.4889,1.0130
native,SELECT phase of SBO,0.4368,2.0700
native,SELECT phase of SBO,0.4785,2.0360
native,SELECT phase of SBO,0.4475,2.0370
native,SELECT phase of SBO,0.4671,2.0640
native,SELECT phase of SBO,0.5035,2.0120
native,SELECT phase of SBO,0.4411,1.0890
native,SELECT phase of SBO,3.9744,1.1030
native,SELECT phase of SBO,1.4584,1.0180
native,SELECT phase of SBO,0.4816,6.3010
native,SELECT phase of SBO,0.4964,2.8720
native,SELECT phase of SBO,1.4513,2.8660
native,SELECT phase of SBO,0.4632,4.2390
native,SELECT phase of SBO,0.4973,3.6940
native,SELECT phase of SBO,0.6950,4.6860
native,SELECT phase of SBO,0.4981,2.9140
native,SELECT phase of SBO,1.4682,3.9000
native,SELECT phase of SBO,0.4582,12.3310
native,SELECT phase of SBO,1.3099,4.6100
native,SELECT phase of SBO,0.4897,3.1580
native,SELECT phase of SBO,1.2891,2.8180
native,SELECT phase of SBO,0.4442,4.5010
native,SELECT phase of SBO,0.4404,3.4920
native,SELECT phase of SBO,0.6626,4.5950
native,SELECT phase of SBO,0.4904,2.8920
native,SELECT phase of SBO,1.4582,2.8960
native,SELECT phase of SBO,0.4489,4.2050
native,SELECT phase of SBO,2.6004,1.5870
native,SELECT phase of SBO,0.7212,4.6510
native,SELECT phase of SBO,0.4818,3.0070
native,SELECT phase of SBO,1.4567,1.8120
native,SELECT phase of SBO,0.8876,1.0500
native,SELECT phase of SBO,1.4348,1.2020
native,SELECT phase of SBO,0.3858,2.0690
native,SELECT phase of SBO,0.4776,2.0550
native,SELECT phase of SBO,0.5045,1.9440
native,SELECT phase of SBO,0.4628,1.9860
native,SELECT phase of SBO,0.4838,1.9650
native,SELECT phase of SBO,0.4647,1.0290
native,SELECT phase of SBO,0.4828,5.1580
native,SELECT phase of SBO,1.3659,1.0060
native,SELECT phase of SBO,1.4131,1.1930
native,SELECT phase of SBO,0.4268,1.9970
native,SELECT phase of SBO,0.4840,2.1620
native,SELECT phase of SBO,0.5226,1.9450
native,SELECT phase of SBO,0.4418,2.0010
native,SELECT phase of SBO,0.4823,2.0310
native,SELECT phase of SBO,0.4339,1.0330
native,SELECT phase of SBO,0.4797,1.0830
native,SELECT phase of SBO,1.1909,1.0660
native,SELECT phase of SBO,1.5013,1.0130
native,SELECT phase of SBO,0.4385,2.0360
native,SELECT phase of SBO,4.1122,2.0300
native,SELECT phase of SBO,0.4475,1.0160
native,SELECT phase of SBO,0.4227,1.2370
native,SELECT phase of SBO,0.9918,0.9820
native,SELECT phase of SBO,1.5633,1.0160
native,SELECT phase of SBO,0.4430,2.0870
native,SELECT phase of SBO,0.4709,2.0220
native,SELECT phase of SBO,0.4609,2.0310
native,SELECT phase of SBO,0.4568,2.0270
native,SELECT phase of SBO,0.5560,2.0090
native,SELECT phase of SBO,0.4468,1.0040
native,SELECT phase of SBO,0.4797,1.0320
native,SELECT phase of SBO,1.1737,2.7400
native,SELECT phase of SBO,2.8253,6.6140
native,SELECT phase of SBO,1.4758,2.8560
native,SELECT phase of SBO,0.4928,4.3530
native,SELECT phase of SBO,0.4916,3.4310
native,SELECT phase of SBO,0.8619,4.5350
native,SELECT phase of SBO,0.4404,2.8870
native,SELECT phase of SBO,1.4646,2.9520
native,SELECT phase of SBO,0.4404,8.9220
native,SELECT phase of SBO,1.4651,8.8740
native,SELECT phase of SBO,2.3856,11.0680
native,SELECT phase of SBO,0.4849,4.3700
native,SELECT phase of SBO,0.5057,3.4220
native,SELECT phase of SBO,0.8719,4.5170
native,SELECT phase of SBO,0.4480,8.0070
native,SELECT phase of SBO,0.8061,4.5500
native,SELECT phase of SBO,0.4914,2.9240
native,SELECT phase of SBO,1.4791,2.7640
native,SELECT phase of SBO,0.4871,4.3450
native,SELECT phase of SBO,2.4893,1.6970
native,SELECT phase of SBO,0.6905,4.4110
native,SELECT phase of SBO,0.4487,3.0270
native,SELECT phase of SBO,1.4269,3.0720
native,SELECT phase of SBO,0.4933,1.9370
native,SELECT phase of SBO,0.4549,1.0310
native,SELECT phase of SBO,1.4229,1.0340
native,SELECT phase of SBO,1.5879,0.9810
native,SELECT phase of SBO,0.4392,1.9460
native,SELECT phase of SBO,0.4935,1.9480
native,SELECT phase of SBO,0.4635,2.0630
native,SELECT phase of SBO,0.4687,1.9520
native,SELECT phase of SBO,4.0255,1.0380
native,SELECT phase of SBO,0.6287,1.0290
native,SELECT phase of SBO,1.4253,1.2100
native,SELECT phase of SBO,1.4129,1.0270
native,SELECT phase of SBO,0.5503,2.0350
native,SELECT phase of SBO,0.4811,2.0190
native,SELECT phase of SBO,0.4230,1.9970
native,SELECT phase of SBO,0.5035,1.9250
native,SELECT phase of SBO,0.4520,1.0340
native,SELECT phase of SBO,0.4866,1.1580
native,SELECT phase of SBO,1.1847,1.0150
native,SELECT phase of SBO,1.5097,0.9870
native,SELECT phase of SBO,0.4303,2.0470
native,SELECT phase of SBO,4.0457,2.1580
native,SELECT phase of SBO,0.4723,0.9990
native,SELECT phase of SBO,0.4504,1.0810
native,SELECT phase of SBO,1.0593,1.0510
native,SELECT phase of SBO,1.6534,1.0050
native,SELECT phase of SBO,1.4560,1.0150
native,SELECT phase of SBO,0.4663,2.0130
native,SELECT phase of SBO,0.4909,2.0130
native,SELECT phase of SBO,0.4494,2.0200
native,SELECT phase of SBO,0.4828,6.5670
native,SELECT phase of SBO,0.4518,2.9620
native,SELECT phase of SBO,1.4379,2.9110
native,SELECT phase of SBO,2.8074,2.2100
native,SELECT phase of SBO,0.4988,3.2250
native,SELECT phase of SBO,1.0130,4.3400
native,SELECT phase of SBO,0.4716,2.9680
native,SELECT phase of SBO,0.4406,4.0850
native,SELECT phase of SBO,0.4940,4.4150
native,SELECT phase of SBO,0.5102,3.2600
native,SELECT phase of SBO,1.0159,4.3000
native,SELECT phase of SBO,0.5057,2.9700
native,SELECT phase of SBO,0.4456,3.8790
native,SELECT phase of SBO,0.4382,13.7120
native,SELECT phase of SBO,1.2627,4.2920
native,SELECT phase of SBO,0.4804,2.9450
native,SELECT phase of SBO,0.4508,3.9340
native,SELECT phase of SBO,0.4847,4.6730
native,SELECT phase of SBO,0.4470,3.2760
native,SELECT phase of SBO,0.9251,4.1910
native,SELECT phase of SBO,0.4842,3.0770
native,SELECT phase of SBO,0.4351,2.0020
native,SELECT phase of SBO,0.6378,1.9860
native,SELECT phase of SBO,0.4802,6.1030
native,SELECT phase of SBO,0.4389,2.0270
native,SELECT phase of SBO,0.4981,2.2250
native,SELECT phase of SBO,0.4771,1.9910
native,SELECT phase of SBO,0.5140,1.0060
native,SELECT phase of SBO,0.5014,1.0080
native,SELECT phase of SBO,1.3216,1.0690
native,SELECT phase of SBO,1.4629,1.0120
native,SELECT phase of SBO,0.4332,1.9750
native,SELECT phase of SBO,0.5045,2.0680
native,SELECT phase of SBO,0.4716,1.9620
native,SELECT phase of SBO,0.4630,2.0050
native,SELECT phase of SBO,0.4740,0.9880
native,SELECT phase of SBO,0.4387,5.2120
native,SELECT phase of SBO,1.0519,1.0140
native,SELECT phase of SBO,1.4195,1.1130
native,SELECT phase of SBO,0.4375,2.0150
native,SELECT phase of SBO,0.6270,1.9900
native,SELECT phase of SBO,0.4463,2.0040
native,SELECT phase of SBO,0.4637,1.9160
native,SELECT phase of SBO,0.4380,1.0360
native,SELECT phase of SBO,0.4699,1.0320
native,SELECT phase of SBO,1.1599,1.0420
native,SELECT phase of SBO,1.4789,1.0340
native,SELECT phase of SBO,0.4320,2.0940
native,SELECT phase of SBO,0.4706,2.0430
native,SELECT phase of SBO,3.9749,1.0770
native,SELECT phase of SBO,0.4718,1.0950
native,SELECT phase of SBO,1.1468,1.1650
native,SELECT phase of SBO,1.4882,1.0150
native,SELECT phase of SBO,1.5116,0.9690
native,SELECT phase of SBO,0.4394,2.0580
native,SELECT phase of SBO,0.4845,6.0230
native,SELECT phase of SBO,0.4859,2.8860
native,SELECT phase of SBO,0.4451,4.0700
native,SELECT phase of SBO,0.4392,4.5230
native,SELECT phase of SBO,0.5100,3.1000
native,SELECT phase of SBO,1.1759,12.4940
native,SELECT phase of SBO,0.4861,4.6400
native,SELECT phase of SBO,0.4442,4.6260
native,SELECT phase of SBO,0.5109,13.8880
native,SELECT phase of SBO,0.4482,3.3120
native,SELECT phase of SBO,0.4487,3.6870
native,SELECT phase of SBO,0.4418,4.7210
native,SELECT phase of SBO,0.4950,3.1100
native,SELECT phase of SBO,1.2205,4.1870
native,SELECT phase of SBO,2.6543,5.7610
native,SELECT phase of SBO,1.2350,4.2640
native,SELECT phase of SBO,0.4797,2.8890
native,SELECT phase of SBO,0.5004,3.9400
native,SELECT phase of SBO,0.4530,5.0400
native,SELECT phase of SBO,1.5075,6.8640
native,SELECT phase of SBO,0.4988,2.0210
native,SELECT phase of SBO,0.6573,1.0340
native,SELECT phase of SBO,1.4479,0.9900
native,SELECT phase of SBO,1.4260,1.0200
native,SELECT phase of SBO,0.4671,6.1750
native,SELECT phase of SBO,0.4821,2.0000
native,SELECT phase of SBO,0.4482,2.0360
native,SELECT phase of SBO,0.4802,2.0180
native,SELECT phase of SBO,0.5639,1.0350
native,SELECT phase of SBO,0.4582,1.0970
native,SELECT phase of SBO,1.1125,1.0840
native,SELECT phase of SBO,1.4310,1.0330
native,SELECT phase of SBO,0.4294,2.0040
native,SELECT phase of SBO,0.4718,2.0390
native,SELECT phase of SBO,0.4365,2.0090
native,SELECT phase of SBO,0.4764,2.0560
native,SELECT phase of SBO,0.4842,1.9500
native,SELECT phase of SBO,3.7892,1.1720
native,SELECT phase of SBO,0.7949,1.0160
native,SELECT phase of SBO,1.6186,1.0020
native,SELECT phase of SBO,0.4494,1.9740
native,SELECT phase of SBO,0.4900,1.9140
native,SELECT phase of SBO,0.3946,2.1200
native,SELECT phase of SBO,0.4628,1.9900
native,SELECT phase of SBO,0.4957,0.9880
native,SELECT phase of SBO,0.4482,1.0690
native,SELECT phase of SBO,1.1284,1.0160
native,SELECT phase of SBO,1.4894,0.9980
native,SELECT phase of SBO,0.4380,2.0600
native,SELECT phase of SBO,0.4840,2.0430
native,SELECT phase of SBO,3.8788,1.1680
native,SELECT phase of SBO,0.4652,1.0330
native,SELECT phase of SBO,1.1263,1.0780
native,SELECT phase of SBO,1.5051,4.1970
native,SELECT phase of SBO,0.4923,2.9610
native,SELECT phase of SBO,0.5081,3.8550
native,SELECT phase of SBO,0.4508,4.8030
native,SELECT phase of SBO,0.4885,2.9810
native,SELECT phase of SBO,1.3144,4.0520
native,SELECT phase of SBO,0.3908,3.0710
native,SELECT phase of SBO,0.5088,3.8460
native,SELECT phase of SBO,2.7184,2.5600
native,SELECT phase of SBO,0.4792,2.9870
native,SELECT phase of SBO,1.2693,4.0430
native,SELECT phase of SBO,0.4456,3.0680
native,SELECT phase of SBO,0.5033,3.8350
native,SELECT phase of SBO,0.5035,4.8000
native,SELECT phase of SBO,0.4740,2.8920
native,SELECT phase of SBO,1.3642,4.0170
native,SELECT phase of SBO,0.4454,3.0490
native,SELECT phase of SBO,0.4873,3.8520
native,SELECT phase of SBO,0.4990,13.8140
native,SELECT phase of SBO,1.3928,3.9820
native,SELECT phase of SBO,0.4513,3.0850
native,SELECT phase of SBO,0.5040,2.1390
native,SELECT phase of SBO,0.4988,1.9720
native,SELECT phase of SBO,0.4735,2.1420
native,SELECT phase of SBO,0.4494,1.9700
native,SELECT phase of SBO,0.4802,2.0590
native,SELECT phase of SBO,0.3829,1.0920
native,SELECT phase of SBO,0.4411,1.0790
native,SELECT phase of SBO,1.2650,1.0460
native,SELECT phase of SBO,1.5149,1.0070
native,SELECT phase of SBO,1.8232,1.0090
native,SELECT phase of SBO,1.4641,1.0150
native,SELECT phase of SBO,0.4590,2.1900
native,SELECT phase of SBO,0.4666,2.0860
native,SELECT phase of SBO,0.4828,1.9940
native,SELECT phase of SBO,0.4497,2.1290
native,SELECT phase of SBO,0.4656,2.0150
native,SELECT phase of SBO,0.4327,1.0330
native,SELECT phase of SBO,0.4718,1.0380
native,SELECT phase of SBO,1.1346,1.0860
native,SELECT phase of SBO,1.3921,1.0470
native,SELECT phase of SBO,0.4501,1.9950
native,SELECT phase of SBO,0.4802,1.9730
native,SELECT phase of SBO,3.0248,1.3930
native,SELECT phase of SBO,0.7579,1.0160
native,SELECT phase of SBO,1.5383,1.0020
native,SELECT phase of SBO,0.4389,1.9810
native,SELECT phase of SBO,0.5763,2.0200
native,SELECT phase of SBO,0.3865,2.0650
native,SELECT phase of SBO,0.4170,2.0430
native,SELECT phase of SBO,0.4451,1.0820
native,SELECT phase of SBO,0.4354,1.0220
native,SELECT phase of SBO,1.1344,1.0240
native,SELECT phase of SBO,1.4911,1.0090
native,SELECT phase of SBO,0.4437,2.1490
native,SELECT phase of SBO,0.4618,2.0840
native,SELECT phase of SBO,3.7098,2.4900
native,SELECT phase of SBO,0.4494,3.1100
native,SELECT phase of SBO,0.5171,3.6360
native,SELECT phase of SBO,0.5748,4.8700
native,SELECT phase of SBO,0.5052,2.8910
native,SELECT phase of SBO,1.4672,3.9110
native,SELECT phase of SBO,0.4411,3.1220
native,SELECT phase of SBO,0.4966,3.7390
native,SELECT phase of SBO,0.6108,4.8650
native,SELECT phase of SBO,0.4389,2.9020
native,SELECT phase of SBO,1.4963,9.0970
native,SELECT phase of SBO,0.4394,2.7570
native,SELECT phase of SBO,1.4932,3.7860
native,SELECT phase of SBO,0.4356,3.4570
native,SELECT phase of SBO,0.4790,3.4540
native,SELECT phase of SBO,0.6542,4.7720
native,SELECT phase of SBO,0.4923,3.0430
native,SELECT phase of SBO,1.3566,2.8310
native,SELECT phase of SBO,0.3850,4.2730
native,SELECT phase of SBO,0.4866,3.7920
native,SELECT phase of SBO,0.5062,13.5800
native,SELECT phase of SBO,1.4760,4.2420
native,SELECT phase of SBO,0.4351,1.0160
native,SELECT phase of SBO,0.5302,5.4180
native,SELECT phase of SBO,0.9518,0.9890
native,SELECT phase of SBO,1.4746,1.0240
native,SELECT phase of SBO,0.4587,2.0100
native,SELECT phase of SBO,0.4838,1.9310
native,SELECT phase of SBO,0.4683,2.1310
native,SELECT phase of SBO,0.4745,1.9990
native,SELECT phase of SBO,0.3853,1.1310
native,SELECT phase of SBO,0.4625,1.0230
native,SELECT phase of SBO,1.1604,1.2040
native,SELECT phase of SBO,1.4796,0.9820
native,SELECT phase of SBO,1.5535,0.9920
native,SELECT phase of SBO,0.4358,2.0470
native,SELECT phase of SBO,0.4730,2.0240
native,SELECT phase of SBO,0.4437,2.0260
native,SELECT phase of SBO,0.4716,2.0290
native,SELECT phase of SBO,0.4508,1.0240
native,SELECT phase of SBO,0.4680,1.0270
native,SELECT phase of SBO,1.1046,1.0110
native,SELECT phase of SBO,1.4107,1.0100
native,SELECT phase of SBO,0.4742,1.9990
native,SELECT phase of SBO,0.5085,2.0470
native,SELECT phase of SBO,2.8157,1.0630
native,SELECT phase of SBO,1.1625,1.1050
native,SELECT phase of SBO,1.6048,1.0320
native,SELECT phase of SBO,1.4331,2.2950
native,SELECT phase of SBO,0.7637,4.6450
native,SELECT phase of SBO,0.4892,3.0310
native,SELECT phase of SBO,1.4789,2.7420
native,SELECT phase of SBO,0.4270,4.3380
native,SELECT phase of SBO,0.5045,8.5610
native,SELECT phase of SBO,0.4897,9.0390
native,SELECT phase of SBO,2.7311,7.5450
native,SELECT phase of SBO,0.4880,7.8670
native,SELECT phase of SBO,0.7243,8.9900
native,SELECT phase of SBO,0.4854,8.5460
native,SELECT phase of SBO,0.4969,8.9290
native,SELECT phase of SBO,1.4775,2.9040
native,SELECT phase of SBO,0.5071,4.2320
native,SELECT phase of SBO,0.5081,3.5250
native,SELECT phase of SBO,2.7835,2.6280
native,SELECT phase of SBO,0.5152,2.7960
native,SELECT phase of SBO,1.5118,2.9080
native,SELECT phase of SBO,0.4847,4.2350
native,SELECT phase of SBO,0.5062,3.6040
native,SELECT phase of SBO,0.7560,4.6250
native,SELECT phase of SBO,0.4377,2.9720
native,SELECT phase of SBO,1.4799,2.9160
native,SELECT phase of SBO,0.5143,4.3950
native,SELECT phase of SBO,0.3903,5.6310
native,SELECT phase of SBO,0.4966,15.6630
native,SELECT phase of SBO,0.4370,1.9450
native,SELECT phase of SBO,0.4981,3.0700
native,SELECT phase of SBO,1.3690,2.4910
native,SELECT phase of SBO,0.4411,4.3490
native,SELECT phase of SBO,0.5090,2.0860
native,SELECT phase of SBO,0.4380,2.0270
native,SELECT phase of SBO,0.4740,2.0220
native,SELECT phase of SBO,0.4373,1.0220
native,SELECT phase of SBO,0.4921,1.0480
native,SELECT phase of SBO,1.2019,1.0140
native,SELECT phase of SBO,4.4787,2.1340
native,SELECT phase of SBO,0.4508,2.0440
native,SELECT phase of SBO,0.4992,2.1640
native,SELECT phase of SBO,0.4976,2.0030
native,SELECT phase of SBO,0.4470,2.0750
native,SELECT phase of SBO,0.4778,2.0060
native,SELECT phase of SBO,0.4358,5.1660
native,SELECT phase of SBO,0.4854,2.1320
native,SELECT phase of SBO,0.4883,4.4490
native,SELECT phase of SBO,0.4687,2.1600
native,SELECT phase of SBO,0.4814,6.2190
native,SELECT phase of SBO,0.4387,12.0250
native,SELECT phase of SBO,0.9384,1.6620
native,SELECT phase of SBO,1.0924,2.6060
native,SELECT phase of SBO,0.4869,2.1980
native,SELECT phase of SBO,0.5100,1.0110
native,SELECT phase of SBO,1.2915,1.0700
native,SELECT phase of SBO,1.5018,2.8110
native,SELECT phase of SBO,0.4923,4.3790
native,SELECT phase of SBO,0.4866,3.3590
native,SELECT phase of SBO,0.9367,4.5410
native,SELECT phase of SBO,0.4389,2.9090
native,SELECT phase of SBO,2.8718,1.5480
native,SELECT phase of SBO,0.4964,4.3730
native,SELECT phase of SBO,0.4916,3.3330
native,SELECT phase of SBO,0.9642,4.5090
native,SELECT phase of SBO,0.4425,2.9300
native,SELECT phase of SBO,1.5070,2.8120
native,SELECT phase of SBO,0.4687,8.8840
native,SELECT phase of SBO,0.4539,10.0010
native,SELECT phase of SBO,0.4482,7.8760
native,SELECT phase of SBO,2.9118,7.0510
native,SELECT phase of SBO,0.4382,3.3750
native,SELECT phase of SBO,0.8881,4.4540
native,SELECT phase of SBO,0.4189,3.0420
native,SELECT phase of SBO,1.4784,2.8150
native,SELECT phase of SBO,0.4911,4.4420
native,SELECT phase of SBO,0.4876,3.3330
native,SELECT phase of SBO,0.9849,4.4790
native,SELECT phase of SBO,0.4604,2.9480
native,SELECT phase of SBO,0.4375,2.0380
native,SELECT phase of SBO,4.6418,2.0450
native,SELECT phase of SBO,0.4981,1.9440
native,SELECT phase of SBO,0.5052,3.9600
native,SELECT phase of SBO,0.7780,1.0470
native,SELECT phase of SBO,1.4508,0.9680
native,SELECT phase of SBO,0.4463,2.0060
native,SELECT phase of SBO,0.4838,2.0060
native,SELECT phase of SBO,0.4392,2.0490
native,SELECT phase of SBO,0.4315,2.0090
native,SELECT phase of SBO,0.4473,1.0310
native,SELECT phase of SBO,0.4838,1.0330
native,SELECT phase of SBO,1.2560,1.0080
native,SELECT phase of SBO,1.5054,1.0060
native,SELECT phase of SBO,1.9348,1.0000
defended,READ,20.5317,3.9990
defended,READ,20.5774,3.9990
defended,READ,20.5905,4.0030
defended,READ,20.6172,4.0030
defended,READ,20.6187,4.0560
defended,READ,20.6139,4.0070
defended,READ,20.6013,4.0050
defended,READ,20.6490,3.9880
defended,READ,20.6356,3.9950
defended,READ,20.6306,3.9740
defended,READ,20.6711,3.9790
defended,READ,20.6695,3.9960
defended,READ,20.6385,4.0260
defended,READ,20.6554,4.0620
defended,READ,20.6223,4.0300
defended,READ,23.4020,4.0000
defended,READ,20.7124,3.9990
defended,READ,20.7553,3.9990
defended,READ,20.7076,4.0050
defended,READ,24.6608,3.9980
defended,READ,20.7884,4.0010
defended,READ,20.6337,3.9990
defended,READ,20.6847,4.0750
defended,READ,24.6847,4.0040
defended,READ,20.6335,4.0010
defended,READ,20.6363,3.9990
defended,READ,20.6513,4.0000
defended,READ,20.6378,3.9960
defended,READ,20.6614,3.9980
defended,READ,20.6318,3.9980
defended,READ,20.6575,4.0930
defended,READ,20.6473,4.0000
defended,READ,20.6752,4.0020
defended,READ,20.6752,3.9970
defended,READ,20.6716,4.0610
defended,READ,20.6504,4.0050
defended,READ,20.6790,3.9970
defended,READ,20.6618,3.9980
defended,READ,20.6723,3.9920
defended,READ,20.6668,3.9920
defended,READ,20.6659,4.0550
defended,READ,20.6692,4.0010
defended,READ,20.6730,3.9670
defended,READ,20.6838,4.0020
defended,READ,21.1127,3.9980
defended,READ,20.6571,3.9950
defended,READ,20.6447,4.0000
defended,READ,20.6666,4.0030
defended,READ,20.6640,4.0040
defended,READ,20.6378,4.0140
defended,READ,20.6723,4.0010
defended,READ,20.6771,3.9970
defended,READ,20.6761,3.9950
defended,READ,20.6728,3.9980
defended,READ,20.6330,4.0000
defended,READ,20.6177,4.0590
defended,READ,20.6056,4.0050
defended,READ,20.6258,4.0000
defended,READ,20.6287,4.0590
defended,READ,20.6211,4.0050
defended,READ,20.6528,3.9980
defended,READ,20.6630,3.9960
defended,READ,20.6563,4.0030
defended,READ,20.6616,4.0040
defended,READ,20.6549,3.9980
defended,READ,20.8900,4.0030
defended,READ,20.6065,4.0540
defended,READ,20.6151,4.0040
defended,READ,20.6161,3.9730
defended,READ,20.6685,4.0000
defended,READ,20.6728,3.9990
defended,READ,20.6764,3.9990
defended,READ,20.6695,3.9990
defended,READ,20.6666,4.0030
defended,READ,20.6783,3.9990
defended,READ,20.6804,3.9980
defended,READ,20.6831,4.0580
defended,READ,20.6203,4.0240
defended,READ,20.6714,4.0050
defended,READ,20.6575,4.0050
defended,READ,20.6609,3.9990
defended,READ,20.6604,3.9790
defended,READ,20.6623,3.9790
defended,READ,20.6697,4.0080
defended,READ,20.6623,4.0550
defended,READ,20.6664,3.9930
defended,READ,20.7210,3.9780
defended,READ,20.6046,4.0270
defended,READ,20.6535,4.0030
defended,READ,20.6482,4.0920
defended,READ,20.6704,4.0000
defended,READ,20.6873,4.0040
defended,READ,20.6785,3.9970
defended,READ,20.6771,4.0060
defended,READ,20.6707,4.0180
defended,READ,20.6747,4.0040
defended,READ,20.6785,4.0060
defended,READ,20.6492,4.0640
defended,READ,20.6513,4.0040
defended,READ,20.6695,3.9940
