txn_index,tcp_stream,read_frame,read_ts_epoch,read_tcp_seq,read_tcp_len,read_tcp_hdr_len,read_ip_len,read_frame_len,read_dnp3_func,read_dnp3_al_seq,read_dnp3_tr_seq,read_dnp3_src,read_dnp3_dst,read_dnp3_hdr_crc_ok,expected_ack,ack_frame,ack_ts_epoch,ack_tcp_seq,ack_tcp_ack,ack_tcp_len,ack_tcp_hdr_len,ack_ip_len,ack_frame_len,resp_frame,resp_ts_epoch,resp_tcp_seq,resp_tcp_ack,resp_tcp_len,resp_tcp_hdr_len,resp_ip_len,resp_frame_len,resp_dnp3_func,resp_dnp3_al_seq,resp_dnp3_tr_seq,resp_dnp3_src,resp_dnp3_dst,resp_dnp3_hdr_crc_ok,resp_dnp3_frame_total_len,clrt_ms,clrt_ns,read_to_ack_ms,read_to_read_ms,prev_resp_to_read_ms,retransmission_flags,tcp_analysis_flags,ws_malformed,protection_miss_candidate,ambiguity,validation_failure
76,0,308,1785028620.022217620,2334820816,22,32,74,88,1,12,0,1,0,True,2334820838,309,1785028620.022654258,2052941101,2334820838,0,32,52,66,310,1785028620.023771793,2052941101,2334820838,54,32,106,120,129,12,40,0,1,True,54,1.117535,1117535,0.436638,400.122903,398.488870,,,False,False,,
77,0,312,1785028620.422340523,2334820838,22,32,74,88,1,13,0,1,0,True,2334820860,313,1785028620.422849661,2052941155,2334820860,0,32,52,66,314,1785028620.423922281,2052941155,2334820860,54,32,106,120,129,13,41,0,1,True,54,1.072620,1072620,0.509138,399.910501,398.568730,,,False,False,,
78,0,316,1785028620.822251024,2334820860,22,32,74,88,1,14,0,1,0,True,2334820882,317,1785028620.823409274,2052941209,2334820882,0,32,52,66,318,1785028620.831077843,2052941209,2334820882,54,32,106,120,129,14,42,0,1,True,54,7.668569,7668569,1.158250,399.978121,398.328743,,,False,False,,
79,0,320,1785028621.222229145,2334820882,22,32,74,88,1,15,0,1,0,True,2334820904,321,1785028621.223104623,2052941263,2334820904,0,32,52,66,322,1785028621.225031591,2052941263,2334820904,54,32,106,120,129,15,43,0,1,True,54,1.926968,1926968,0.875478,400.027981,391.151302,,,False,False,,
80,0,324,1785028621.622257126,2334820904,22,32,74,88,1,0,0,1,0,True,2334820926,325,1785028621.623216163,2052941317,2334820926,0,32,52,66,326,1785028621.624323927,2052941317,2334820926,54,32,106,120,129,0,44,0,1,True,54,1.107764,1107764,0.959037,399.980165,397.225535,,,False,False,,
81,0,328,1785028622.022237291,2334820926,22,32,74,88,1,1,0,1,0,True,2334820948,329,1785028622.023366577,2052941371,2334820948,0,32,52,66,330,1785028622.024556480,2052941371,2334820948,54,32,106,120,129,1,45,0,1,True,54,1.189903,1189903,1.129286,400.008231,397.913364,,,False,False,,
82,0,332,1785028622.422245522,2334820948,22,32,74,88,1,2,0,1,0,True,2334820970,333,1785028622.423481932,2052941425,2334820970,0,32,52,66,334,1785028622.424571406,2052941425,2334820970,54,32,106,120,129,2,46,0,1,True,54,1.089474,1089474,1.236410,400.003845,397.689042,,,False,False,,
83,0,336,1785028622.822249367,2334820970,22,32,74,88,1,3,0,1,0,True,2334820992,337,1785028622.823624575,2052941479,2334820992,0,32,52,66,338,1785028622.825070270,2052941479,2334820992,54,32,106,120,129,3,47,0,1,True,54,1.445695,1445695,1.375208,400.001891,397.677961,,,False,False,,
84,0,340,1785028623.222251258,2334820992,22,32,74,88,1,4,0,1,0,True,2334821014,341,1785028623.223746514,2052941533,2334821014,0,32,52,66,342,1785028623.225202011,2052941533,2334821014,54,32,106,120,129,4,48,0,1,True,54,1.455497,1455497,1.495256,399.991731,397.180988,,,False,False,,
85,0,344,1785028623.622242989,2334821014,22,32,74,88,1,5,0,1,0,True,2334821036,345,1785028623.623761691,2052941587,2334821036,0,32,52,66,346,1785028623.624843501,2052941587,2334821036,54,32,106,120,129,5,49,0,1,True,54,1.081810,1081810,1.518702,400.008220,397.040978,,,False,False,,
86,0,348,1785028624.022251209,2334821036,22,32,74,88,1,6,0,1,0,True,2334821058,349,1785028624.023776865,2052941641,2334821058,0,32,52,66,350,1785028624.024858433,2052941641,2334821058,54,32,106,120,129,6,50,0,1,True,54,1.081568,1081568,1.525656,400.003074,397.407708,,,False,False,,
87,0,352,1785028624.422254283,2334821058,22,32,74,88,1,7,0,1,0,True,2334821080,353,1785028624.422732333,2052941695,2334821080,0,32,52,66,354,1785028624.425347495,2052941695,2334821080,54,32,106,120,129,7,51,0,1,True,54,2.615162,2615162,0.478050,399.992366,397.395850,,,False,False,,
88,0,356,1785028624.822246649,2334821080,22,32,74,88,1,8,0,1,0,True,2334821102,357,1785028624.822762604,2052941749,2334821102,0,32,52,66,358,1785028624.825122962,2052941749,2334821102,54,32,106,120,129,8,52,0,1,True,54,2.360358,2360358,0.515955,400.003408,396.899154,,,False,False,,
89,0,360,1785028625.222250057,2334821102,22,32,74,88,1,9,0,1,0,True,2334821124,361,1785028625.222776630,2052941803,2334821124,0,32,52,66,362,1785028625.225118293,2052941803,2334821124,54,32,106,120,129,9,53,0,1,True,54,2.341663,2341663,0.526573,399.988433,397.127095,,,False,False,,
90,0,364,1785028625.622238490,2334821124,22,32,74,88,1,10,0,1,0,True,2334821146,365,1785028625.622727400,2052941857,2334821146,0,32,52,66,366,1785028625.624967960,2052941857,2334821146,54,32,106,120,129,10,54,0,1,True,54,2.240560,2240560,0.488910,400.000933,397.120197,,,False,False,,
91,0,368,1785028626.022239423,2334821146,22,32,74,88,1,11,0,1,0,True,2334821168,369,1785028626.022689021,2052941911,2334821168,0,32,52,66,370,1785028626.024809269,2052941911,2334821168,54,32,106,120,129,11,55,0,1,True,54,2.120248,2120248,0.449598,400.002182,397.271463,,,False,False,,
92,0,372,1785028626.422241605,2334821168,22,32,74,88,1,12,0,1,0,True,2334821190,373,1785028626.422732303,2052941965,2334821190,0,32,52,66,374,1785028626.424795096,2052941965,2334821190,54,32,106,120,129,12,56,0,1,True,54,2.062793,2062793,0.490698,400.005268,397.432336,,,False,False,,
93,0,376,1785028626.822246873,2334821190,22,32,74,88,1,13,0,1,0,True,2334821212,377,1785028626.822761294,2052942019,2334821212,0,32,52,66,378,1785028626.825768377,2052942019,2334821212,54,32,106,120,129,13,57,0,1,True,54,3.007083,3007083,0.514421,400.007463,397.451777,,,False,False,,
94,0,380,1785028627.222254336,2334821212,22,32,74,88,1,14,0,1,0,True,2334821234,381,1785028627.222771768,2052942073,2334821234,0,32,52,66,382,1785028627.234861231,2052942073,2334821234,54,32,106,120,129,14,58,0,1,True,54,12.089463,12089463,0.517432,399.997222,396.485959,,,False,False,,
95,0,384,1785028627.622251558,2334821234,22,32,74,88,1,15,0,1,0,True,2334821256,385,1785028627.622734420,2052942127,2334821256,0,32,52,66,386,1785028627.623806495,2052942127,2334821256,54,32,106,120,129,15,59,0,1,True,54,1.072075,1072075,0.482862,399.978601,387.390327,,,False,False,,
96,0,388,1785028628.022230159,2334821256,22,32,74,88,1,0,0,1,0,True,2334821278,389,1785028628.022710519,2052942181,2334821278,0,32,52,66,390,1785028628.023731335,2052942181,2334821278,54,32,106,120,129,0,60,0,1,True,54,1.020816,1020816,0.480360,400.018492,398.423664,,,False,False,,
97,0,392,1785028628.422248651,2334821278,22,32,74,88,1,1,0,1,0,True,2334821300,393,1785028628.422763542,2052942235,2334821300,0,32,52,66,394,1785028628.423845349,2052942235,2334821300,54,32,106,120,129,1,61,0,1,True,54,1.081807,1081807,0.514891,399.982727,398.517316,,,False,False,,
98,0,396,1785028628.822231378,2334821300,22,32,74,88,1,2,0,1,0,True,2334821322,397,1785028628.822740867,2052942289,2334821322,0,32,52,66,398,1785028628.826389402,2052942289,2334821322,54,32,106,120,129,2,62,0,1,True,54,3.648535,3648535,0.509489,400.005273,398.386029,,,False,False,,
99,0,400,1785028629.222236651,2334821322,22,32,74,88,1,3,0,1,0,True,2334821344,401,1785028629.223574981,2052942343,2334821344,0,32,52,66,402,1785028629.226389520,2052942343,2334821344,54,32,106,120,129,3,63,0,1,True,54,2.814539,2814539,1.338330,,395.847249,,,False,False,,
