Table allocation done 1 time(s), state = INITIAL
Number of stages in table allocation: 14
  Number of stages for ingress table allocation: 14
  Number of stages for egress table allocation: 4
Critical path length through the table dependency graph: 11
Invoking table placement without container conflicts because first round of table placement required 14 stages.
Number of tables allocated: 139
+-------+-----------------+--------------------------------------------------------------+
| Stage | Min / Max Stage |                          Table Name                          |
|  12   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3150         |
|  13   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3293         |
|  13   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3302         |
|  13   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3549         |
|  13   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3550         |
|  13   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3233         |
|  13   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3234         |
|  13   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3529         |
|  13   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3531         |
|  13   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3371         |
|  13   |   [ 8, 11 ]*    |                       tbl_arm_clone_1                        |
|  13   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3373         |
|  13   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3381         |
|  13   |   [ 10, 11 ]*   |                   Ingress.tbl_tm_dispatch                    |
+-------+-----------------+--------------------------------------------------------------+

NOTES:  - A '*' next to the min / max stage column indicates the table is placed outside its allowed scope

Table allocation done 2 time(s), state = NOCC_TRY1
Number of stages in table allocation: 13
  Number of stages for ingress table allocation: 13
  Number of stages for egress table allocation: 3
Critical path length through the table dependency graph: 11
