config,capture,device_label,is_reference,master_ip,master_port,outstation_ip,outstation_port,tcp_stream,connection_id,req_frame,req_time_epoch,req_seq,req_ack,req_flags,req_tcp_len,req_ip_len,req_func,first_rev_frame,first_rev_time_epoch,first_rev_tcp_len,first_rev_flags,pure_ack_present,pure_ack_frame,pure_ack_time_epoch,pure_ack_seq,pure_ack_ack,resp_frame,resp_time_epoch,resp_tcp_len,resp_ip_len,resp_flags,resp_func,req_to_first_rev_ms,req_to_pure_ack_ms,pure_ack_to_resp_ms,req_to_resp_ms,retransmission_count,duplicate_ack_count,out_of_order,reset,missing_response,packet_count,transaction_ip_bytes,classification,classification_confidence,ambiguity_reason,ack_mode,response_delivery,is_first_in_connection
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54634,127.0.0.1,20000,21,127.0.0.1:54634<->127.0.0.1:20000#s21,224,1784212231.8268864,70,52,0x0018,18,84,1,225,1784212231.863135,2407,0x0018,False,,,,,225,1784212231.863135,2407,2473,0x0018,129,36.248684,,,36.248684,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54634,127.0.0.1,20000,21,127.0.0.1:54634<->127.0.0.1:20000#s21,226,1784212231.8632138,88,2459,0x0018,15,81,0,227,1784212231.8995495,1657,0x0018,False,,,,,227,1784212231.8995495,1657,1723,0x0018,129,36.335707,,,36.335707,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54660,127.0.0.1,20000,23,127.0.0.1:54660<->127.0.0.1:20000#s23,237,1784212233.1172736,1,1,0x0018,24,90,20,238,1784212233.1172853,0,0x0010,True,238,1784212233.1172853,1,25,239,1784212233.153393,17,83,0x0018,129,0.011683,0.011683,36.107779,36.119461,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54660,127.0.0.1,20000,23,127.0.0.1:54660<->127.0.0.1:20000#s23,241,1784212233.1534595,25,18,0x0018,21,87,2,242,1784212233.1897924,17,0x0018,False,,,,,242,1784212233.1897924,17,83,0x0018,129,36.332846,,,36.332846,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54660,127.0.0.1,20000,23,127.0.0.1:54660<->127.0.0.1:20000#s23,243,1784212233.18985,46,35,0x0018,24,90,20,244,1784212233.22609,17,0x0018,False,,,,,244,1784212233.22609,17,83,0x0018,129,36.239862,,,36.239862,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54660,127.0.0.1,20000,23,127.0.0.1:54660<->127.0.0.1:20000#s23,245,1784212233.226129,70,52,0x0018,18,84,1,246,1784212233.262417,2407,0x0018,False,,,,,246,1784212233.262417,2407,2473,0x0018,129,36.288023,,,36.288023,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54660,127.0.0.1,20000,23,127.0.0.1:54660<->127.0.0.1:20000#s23,247,1784212233.2624574,88,2459,0x0018,15,81,0,248,1784212233.2987583,1657,0x0018,False,,,,,248,1784212233.2987583,1657,1723,0x0018,129,36.300898,,,36.300898,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54678,127.0.0.1,20000,25,127.0.0.1:54678<->127.0.0.1:20000#s25,258,1784212234.5163805,1,1,0x0018,24,90,20,259,1784212234.5163922,0,0x0010,True,259,1784212234.5163922,1,25,260,1784212234.5525057,17,83,0x0018,129,0.011683,0.011683,36.113501,36.125183,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54678,127.0.0.1,20000,25,127.0.0.1:54678<->127.0.0.1:20000#s25,262,1784212234.5525734,25,18,0x0018,21,87,2,263,1784212234.5888999,17,0x0018,False,,,,,263,1784212234.5888999,17,83,0x0018,129,36.326408,,,36.326408,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54678,127.0.0.1,20000,25,127.0.0.1:54678<->127.0.0.1:20000#s25,264,1784212234.5889652,46,35,0x0018,24,90,20,265,1784212234.6252475,17,0x0018,False,,,,,265,1784212234.6252475,17,83,0x0018,129,36.282301,,,36.282301,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54678,127.0.0.1,20000,25,127.0.0.1:54678<->127.0.0.1:20000#s25,266,1784212234.6253242,70,52,0x0018,18,84,1,267,1784212234.6615982,2407,0x0018,False,,,,,267,1784212234.6615982,2407,2473,0x0018,129,36.273956,,,36.273956,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54678,127.0.0.1,20000,25,127.0.0.1:54678<->127.0.0.1:20000#s25,268,1784212234.6616669,88,2459,0x0018,15,81,0,269,1784212234.6980085,1657,0x0018,False,,,,,269,1784212234.6980085,1657,1723,0x0018,129,36.341667,,,36.341667,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54696,127.0.0.1,20000,27,127.0.0.1:54696<->127.0.0.1:20000#s27,279,1784212235.9155746,1,1,0x0018,24,90,20,280,1784212235.915586,0,0x0010,True,280,1784212235.915586,1,25,281,1784212235.9516928,17,83,0x0018,129,0.011444,0.011444,36.106825,36.118269,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54696,127.0.0.1,20000,27,127.0.0.1:54696<->127.0.0.1:20000#s27,283,1784212235.9517703,25,18,0x0018,21,87,2,284,1784212235.9880948,17,0x0018,False,,,,,284,1784212235.9880948,17,83,0x0018,129,36.324501,,,36.324501,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54696,127.0.0.1,20000,27,127.0.0.1:54696<->127.0.0.1:20000#s27,285,1784212235.9881692,46,35,0x0018,24,90,20,286,1784212236.0244255,17,0x0018,False,,,,,286,1784212236.0244255,17,83,0x0018,129,36.256313,,,36.256313,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54696,127.0.0.1,20000,27,127.0.0.1:54696<->127.0.0.1:20000#s27,287,1784212236.0244992,70,52,0x0018,18,84,1,288,1784212236.0607846,2407,0x0018,False,,,,,288,1784212236.0607846,2407,2473,0x0018,129,36.2854,,,36.2854,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,54696,127.0.0.1,20000,27,127.0.0.1:54696<->127.0.0.1:20000#s27,289,1784212236.0608644,88,2459,0x0018,15,81,0,290,1784212236.0972478,1657,0x0018,False,,,,,290,1784212236.0972478,1657,1723,0x0018,129,36.38339,,,36.38339,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50584,127.0.0.1,20000,29,127.0.0.1:50584<->127.0.0.1:20000#s29,300,1784212237.3150797,1,1,0x0018,24,90,20,301,1784212237.3150914,0,0x0010,True,301,1784212237.3150914,1,25,302,1784212237.351202,17,83,0x0018,129,0.011683,0.011683,36.11064,36.122322,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50584,127.0.0.1,20000,29,127.0.0.1:50584<->127.0.0.1:20000#s29,304,1784212237.3512454,25,18,0x0018,21,87,2,305,1784212237.3876066,17,0x0018,False,,,,,305,1784212237.3876066,17,83,0x0018,129,36.361217,,,36.361217,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50584,127.0.0.1,20000,29,127.0.0.1:50584<->127.0.0.1:20000#s29,306,1784212237.3876812,46,35,0x0018,24,90,20,307,1784212237.4239566,17,0x0018,False,,,,,307,1784212237.4239566,17,83,0x0018,129,36.275387,,,36.275387,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50584,127.0.0.1,20000,29,127.0.0.1:50584<->127.0.0.1:20000#s29,308,1784212237.4240305,70,52,0x0018,18,84,1,309,1784212237.46031,2407,0x0018,False,,,,,309,1784212237.46031,2407,2473,0x0018,129,36.27944,,,36.27944,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50584,127.0.0.1,20000,29,127.0.0.1:50584<->127.0.0.1:20000#s29,310,1784212237.4603715,88,2459,0x0018,15,81,0,311,1784212237.4967241,1657,0x0018,False,,,,,311,1784212237.4967241,1657,1723,0x0018,129,36.352634,,,36.352634,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50596,127.0.0.1,20000,31,127.0.0.1:50596<->127.0.0.1:20000#s31,321,1784212238.7146494,1,1,0x0018,24,90,20,322,1784212238.7146611,0,0x0010,True,322,1784212238.7146611,1,25,323,1784212238.750813,17,83,0x0018,129,0.011683,0.011683,36.151886,36.163568,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50596,127.0.0.1,20000,31,127.0.0.1:50596<->127.0.0.1:20000#s31,325,1784212238.750892,25,18,0x0018,21,87,2,326,1784212238.7873127,17,0x0018,False,,,,,326,1784212238.7873127,17,83,0x0018,129,36.420822,,,36.420822,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50596,127.0.0.1,20000,31,127.0.0.1:50596<->127.0.0.1:20000#s31,327,1784212238.787388,46,35,0x0018,24,90,20,328,1784212238.8237617,17,0x0018,False,,,,,328,1784212238.8237617,17,83,0x0018,129,36.373615,,,36.373615,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50596,127.0.0.1,20000,31,127.0.0.1:50596<->127.0.0.1:20000#s31,329,1784212238.8238804,70,52,0x0018,18,84,1,330,1784212238.8607898,2407,0x0018,False,,,,,330,1784212238.8607898,2407,2473,0x0018,129,36.909342,,,36.909342,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50596,127.0.0.1,20000,31,127.0.0.1:50596<->127.0.0.1:20000#s31,331,1784212238.8610413,88,2459,0x0018,15,81,0,332,1784212238.8977365,1657,0x0018,False,,,,,332,1784212238.8977365,1657,1723,0x0018,129,36.695242,,,36.695242,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50610,127.0.0.1,20000,33,127.0.0.1:50610<->127.0.0.1:20000#s33,342,1784212240.1167934,1,1,0x0018,24,90,20,343,1784212240.1168056,0,0x0010,True,343,1784212240.1168056,1,25,344,1784212240.1529577,17,83,0x0018,129,0.012159,0.012159,36.152124,36.164284,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50610,127.0.0.1,20000,33,127.0.0.1:50610<->127.0.0.1:20000#s33,346,1784212240.1530356,25,18,0x0018,21,87,2,347,1784212240.189464,17,0x0018,False,,,,,347,1784212240.189464,17,83,0x0018,129,36.428452,,,36.428452,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50610,127.0.0.1,20000,33,127.0.0.1:50610<->127.0.0.1:20000#s33,348,1784212240.1897254,46,35,0x0018,24,90,20,349,1784212240.226299,17,0x0018,False,,,,,349,1784212240.226299,17,83,0x0018,129,36.573648,,,36.573648,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50610,127.0.0.1,20000,33,127.0.0.1:50610<->127.0.0.1:20000#s33,350,1784212240.2264297,70,52,0x0018,18,84,1,351,1784212240.263069,2407,0x0018,False,,,,,351,1784212240.263069,2407,2473,0x0018,129,36.639214,,,36.639214,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50610,127.0.0.1,20000,33,127.0.0.1:50610<->127.0.0.1:20000#s33,352,1784212240.26317,88,2459,0x0018,15,81,0,353,1784212240.299861,1657,0x0018,False,,,,,353,1784212240.299861,1657,1723,0x0018,129,36.69095,,,36.69095,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50620,127.0.0.1,20000,35,127.0.0.1:50620<->127.0.0.1:20000#s35,363,1784212241.5186806,1,1,0x0018,24,90,20,364,1784212241.5186923,0,0x0010,True,364,1784212241.5186923,1,25,365,1784212241.5548434,17,83,0x0018,129,0.011683,0.011683,36.151171,36.162853,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50620,127.0.0.1,20000,35,127.0.0.1:50620<->127.0.0.1:20000#s35,367,1784212241.5549216,25,18,0x0018,21,87,2,368,1784212241.5913353,17,0x0018,False,,,,,368,1784212241.5913353,17,83,0x0018,129,36.41367,,,36.41367,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50620,127.0.0.1,20000,35,127.0.0.1:50620<->127.0.0.1:20000#s35,369,1784212241.5914023,46,35,0x0018,24,90,20,370,1784212241.6277146,17,0x0018,False,,,,,370,1784212241.6277146,17,83,0x0018,129,36.312342,,,36.312342,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50620,127.0.0.1,20000,35,127.0.0.1:50620<->127.0.0.1:20000#s35,371,1784212241.627761,70,52,0x0018,18,84,1,372,1784212241.664285,2407,0x0018,False,,,,,372,1784212241.664285,2407,2473,0x0018,129,36.524057,,,36.524057,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50620,127.0.0.1,20000,35,127.0.0.1:50620<->127.0.0.1:20000#s35,373,1784212241.6644168,88,2459,0x0018,15,81,0,374,1784212241.7009852,1657,0x0018,False,,,,,374,1784212241.7009852,1657,1723,0x0018,129,36.568403,,,36.568403,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50640,127.0.0.1,20000,37,127.0.0.1:50640<->127.0.0.1:20000#s37,384,1784212242.9191742,1,1,0x0018,24,90,20,385,1784212242.9191856,0,0x0010,True,385,1784212242.9191856,1,25,386,1784212242.9553235,17,83,0x0018,129,0.011444,0.011444,36.137819,36.149263,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50640,127.0.0.1,20000,37,127.0.0.1:50640<->127.0.0.1:20000#s37,388,1784212242.9554017,25,18,0x0018,21,87,2,389,1784212242.9918144,17,0x0018,False,,,,,389,1784212242.9918144,17,83,0x0018,129,36.412716,,,36.412716,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50640,127.0.0.1,20000,37,127.0.0.1:50640<->127.0.0.1:20000#s37,390,1784212242.9918907,46,35,0x0018,24,90,20,391,1784212243.0286567,17,0x0018,False,,,,,391,1784212243.0286567,17,83,0x0018,129,36.766052,,,36.766052,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50640,127.0.0.1,20000,37,127.0.0.1:50640<->127.0.0.1:20000#s37,392,1784212243.0288935,70,52,0x0018,18,84,1,393,1784212243.0655713,2407,0x0018,False,,,,,393,1784212243.0655713,2407,2473,0x0018,129,36.677837,,,36.677837,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50640,127.0.0.1,20000,37,127.0.0.1:50640<->127.0.0.1:20000#s37,394,1784212243.065705,88,2459,0x0018,15,81,0,395,1784212243.1027515,1657,0x0018,False,,,,,395,1784212243.1027515,1657,1723,0x0018,129,37.046432,,,37.046432,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50658,127.0.0.1,20000,39,127.0.0.1:50658<->127.0.0.1:20000#s39,405,1784212244.321297,1,1,0x0018,24,90,20,406,1784212244.3213089,0,0x0010,True,406,1784212244.3213089,1,25,407,1784212244.3574271,17,83,0x0018,129,0.011921,0.011921,36.118269,36.13019,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50658,127.0.0.1,20000,39,127.0.0.1:50658<->127.0.0.1:20000#s39,409,1784212244.3575056,25,18,0x0018,21,87,2,410,1784212244.357516,0,0x0010,True,410,1784212244.357516,18,46,411,1784212244.393834,17,83,0x0018,129,0.01049,0.01049,36.318064,36.328554,0,0,False,False,False,3,236,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50658,127.0.0.1,20000,39,127.0.0.1:50658<->127.0.0.1:20000#s39,412,1784212244.3939073,46,35,0x0018,24,90,20,413,1784212244.4302945,17,0x0018,False,,,,,413,1784212244.4302945,17,83,0x0018,129,36.387205,,,36.387205,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50658,127.0.0.1,20000,39,127.0.0.1:50658<->127.0.0.1:20000#s39,414,1784212244.4303694,70,52,0x0018,18,84,1,415,1784212244.4671056,2407,0x0018,False,,,,,415,1784212244.4671056,2407,2473,0x0018,129,36.73625,,,36.73625,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_036ms,delay_036ms.pcap,delay_036ms,False,127.0.0.1,50658,127.0.0.1,20000,39,127.0.0.1:50658<->127.0.0.1:20000#s39,416,1784212244.4672496,88,2459,0x0018,15,81,0,417,1784212244.5043416,1657,0x0018,False,,,,,417,1784212244.5043416,1657,1723,0x0018,129,37.09197,,,37.09197,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33476,127.0.0.1,20000,1,127.0.0.1:33476<->127.0.0.1:20000#s1,6,1784212247.3923452,1,1,0x0018,24,90,20,7,1784212247.3923566,0,0x0010,True,7,1784212247.3923566,1,25,8,1784212247.4295325,17,83,0x0018,129,0.011444,0.011444,37.175894,37.187338,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33476,127.0.0.1,20000,1,127.0.0.1:33476<->127.0.0.1:20000#s1,10,1784212247.4298754,25,18,0x0018,21,87,2,11,1784212247.4298859,0,0x0010,True,11,1784212247.4298859,18,46,12,1784212247.4670248,17,83,0x0018,129,0.01049,0.01049,37.138939,37.149429,0,0,False,False,False,3,236,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33476,127.0.0.1,20000,1,127.0.0.1:33476<->127.0.0.1:20000#s1,13,1784212247.4670973,46,35,0x0018,24,90,20,14,1784212247.5044215,17,0x0018,False,,,,,14,1784212247.5044215,17,83,0x0018,129,37.32419,,,37.32419,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33476,127.0.0.1,20000,1,127.0.0.1:33476<->127.0.0.1:20000#s1,15,1784212247.5044963,70,52,0x0018,18,84,1,16,1784212247.542403,2407,0x0018,False,,,,,16,1784212247.542403,2407,2473,0x0018,129,37.906647,,,37.906647,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33476,127.0.0.1,20000,1,127.0.0.1:33476<->127.0.0.1:20000#s1,17,1784212247.542534,88,2459,0x0018,15,81,0,18,1784212247.5804904,1657,0x0018,False,,,,,18,1784212247.5804904,1657,1723,0x0018,129,37.956238,,,37.956238,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33488,127.0.0.1,20000,3,127.0.0.1:33488<->127.0.0.1:20000#s3,28,1784212248.798607,1,1,0x0018,24,90,20,29,1784212248.7986188,0,0x0010,True,29,1784212248.7986188,1,25,30,1784212248.8357673,17,83,0x0018,129,0.011683,0.011683,37.148476,37.160158,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33488,127.0.0.1,20000,3,127.0.0.1:33488<->127.0.0.1:20000#s3,32,1784212248.8361042,25,18,0x0018,21,87,2,33,1784212248.8732436,17,0x0018,False,,,,,33,1784212248.8732436,17,83,0x0018,129,37.139416,,,37.139416,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33488,127.0.0.1,20000,3,127.0.0.1:33488<->127.0.0.1:20000#s3,34,1784212248.8735893,46,35,0x0018,24,90,20,35,1784212248.9107354,17,0x0018,False,,,,,35,1784212248.9107354,17,83,0x0018,129,37.146091,,,37.146091,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33488,127.0.0.1,20000,3,127.0.0.1:33488<->127.0.0.1:20000#s3,36,1784212248.910802,70,52,0x0018,18,84,1,37,1784212248.948144,2407,0x0018,False,,,,,37,1784212248.948144,2407,2473,0x0018,129,37.342072,,,37.342072,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33488,127.0.0.1,20000,3,127.0.0.1:33488<->127.0.0.1:20000#s3,38,1784212248.9482236,88,2459,0x0018,15,81,0,39,1784212248.9860349,1657,0x0018,False,,,,,39,1784212248.9860349,1657,1723,0x0018,129,37.811279,,,37.811279,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33494,127.0.0.1,20000,5,127.0.0.1:33494<->127.0.0.1:20000#s5,49,1784212250.2048054,1,1,0x0018,24,90,20,50,1784212250.204817,0,0x0010,True,50,1784212250.204817,1,25,51,1784212250.241962,17,83,0x0018,129,0.011683,0.011683,37.144899,37.156582,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33494,127.0.0.1,20000,5,127.0.0.1:33494<->127.0.0.1:20000#s5,53,1784212250.2420204,25,18,0x0018,21,87,2,54,1784212250.2420309,0,0x0010,True,54,1784212250.2420309,18,46,55,1784212250.2794251,17,83,0x0018,129,0.01049,0.01049,37.394285,37.404776,0,0,False,False,False,3,236,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33494,127.0.0.1,20000,5,127.0.0.1:33494<->127.0.0.1:20000#s5,56,1784212250.2794976,46,35,0x0018,24,90,20,57,1784212250.3168223,17,0x0018,False,,,,,57,1784212250.3168223,17,83,0x0018,129,37.324667,,,37.324667,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33494,127.0.0.1,20000,5,127.0.0.1:33494<->127.0.0.1:20000#s5,58,1784212250.3168974,70,52,0x0018,18,84,1,59,1784212250.3546681,2407,0x0018,False,,,,,59,1784212250.3546681,2407,2473,0x0018,129,37.770748,,,37.770748,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33494,127.0.0.1,20000,5,127.0.0.1:33494<->127.0.0.1:20000#s5,60,1784212250.3548,88,2459,0x0018,15,81,0,61,1784212250.3927562,1657,0x0018,False,,,,,61,1784212250.3927562,1657,1723,0x0018,129,37.956238,,,37.956238,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,COMBINED,FULL,False
delay_037ms,delay_037ms.pcap,delay_037ms,False,127.0.0.1,33514,127.0.0.1,20000,7,127.0.0.1:33514<->127.0.0.1:20000#s7,71,1784212251.6110396,1,1,0x0018,24,90,20,72,1784212251.611051,0,0x0010,True,72,1784212251.611051,1,25,73,1784212251.6482263,17,83,0x0018,129,0.011444,0.011444,37.175179,37.186623,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,SEPARATE,FULL,True
