config,capture,device_label,is_reference,master_ip,master_port,outstation_ip,outstation_port,tcp_stream,connection_id,req_frame,req_time_epoch,req_seq,req_ack,req_flags,req_tcp_len,req_ip_len,req_func,first_rev_frame,first_rev_time_epoch,first_rev_tcp_len,first_rev_flags,pure_ack_present,pure_ack_frame,pure_ack_time_epoch,pure_ack_seq,pure_ack_ack,resp_frame,resp_time_epoch,resp_tcp_len,resp_ip_len,resp_flags,resp_func,req_to_first_rev_ms,req_to_pure_ack_ms,pure_ack_to_resp_ms,req_to_resp_ms,retransmission_count,duplicate_ack_count,out_of_order,reset,missing_response,packet_count,transaction_ip_bytes,classification,classification_confidence,ambiguity_reason,is_first_in_connection
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57884,127.0.0.1,20000,19,127.0.0.1:57884<->127.0.0.1:20000#s19,195,1784213767.4367054,1,1,0x0018,24,90,20,196,1784213767.436717,0,0x0010,True,196,1784213767.436717,1,25,197,1784213767.4618301,17,83,0x0018,129,0.011683,0.011683,25.113106,25.124788,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,True
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57884,127.0.0.1,20000,19,127.0.0.1:57884<->127.0.0.1:20000#s19,199,1784213767.4618814,25,18,0x0018,21,87,2,200,1784213767.4872744,17,0x0018,False,,,,,200,1784213767.4872744,17,83,0x0018,129,25.393009,,,25.393009,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,False
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57884,127.0.0.1,20000,19,127.0.0.1:57884<->127.0.0.1:20000#s19,201,1784213767.4873254,46,35,0x0018,24,90,20,202,1784213767.5126553,17,0x0018,False,,,,,202,1784213767.5126553,17,83,0x0018,129,25.329828,,,25.329828,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,False
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57884,127.0.0.1,20000,19,127.0.0.1:57884<->127.0.0.1:20000#s19,203,1784213767.5127053,70,52,0x0018,18,84,1,204,1784213767.538032,2407,0x0018,False,,,,,204,1784213767.538032,2407,2473,0x0018,129,25.326729,,,25.326729,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,False
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57884,127.0.0.1,20000,19,127.0.0.1:57884<->127.0.0.1:20000#s19,205,1784213767.5380785,88,2459,0x0018,15,81,0,206,1784213767.5634735,1657,0x0018,False,,,,,206,1784213767.5634735,1657,1723,0x0018,129,25.394917,,,25.394917,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,False
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57892,127.0.0.1,20000,21,127.0.0.1:57892<->127.0.0.1:20000#s21,216,1784213768.7812092,1,1,0x0018,24,90,20,217,1784213768.7812183,0,0x0010,True,217,1784213768.7812183,1,25,218,1784213768.8063257,17,83,0x0018,129,0.00906,0.00906,25.107384,25.116444,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,True
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57892,127.0.0.1,20000,21,127.0.0.1:57892<->127.0.0.1:20000#s21,220,1784213768.8063717,25,18,0x0018,21,87,2,221,1784213768.8317506,17,0x0018,False,,,,,221,1784213768.8317506,17,83,0x0018,129,25.378942,,,25.378942,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,False
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57892,127.0.0.1,20000,21,127.0.0.1:57892<->127.0.0.1:20000#s21,222,1784213768.8318079,46,35,0x0018,24,90,20,223,1784213768.8571284,17,0x0018,False,,,,,223,1784213768.8571284,17,83,0x0018,129,25.32053,,,25.32053,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,False
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57892,127.0.0.1,20000,21,127.0.0.1:57892<->127.0.0.1:20000#s21,224,1784213768.8571732,70,52,0x0018,18,84,1,225,1784213768.8826368,2407,0x0018,False,,,,,225,1784213768.8826368,2407,2473,0x0018,129,25.463581,,,25.463581,0,0,False,False,False,2,2557,COMBINED_ACK_RESPONSE,high,,False
sock_nodelay_off_delay025ms,sock_nodelay_off_delay025ms.pcap,sock_nodelay_off_delay025ms,False,127.0.0.1,57892,127.0.0.1,20000,21,127.0.0.1:57892<->127.0.0.1:20000#s21,226,1784213768.8827746,88,2459,0x0018,15,81,0,227,1784213768.9085927,1657,0x0018,False,,,,,227,1784213768.9085927,1657,1723,0x0018,129,25.81811,,,25.81811,0,0,False,False,False,2,1804,COMBINED_ACK_RESPONSE,high,,False
