config,capture,device_label,is_reference,master_ip,master_port,outstation_ip,outstation_port,tcp_stream,connection_id,req_frame,req_time_epoch,req_seq,req_ack,req_flags,req_tcp_len,req_ip_len,req_func,first_rev_frame,first_rev_time_epoch,first_rev_tcp_len,first_rev_flags,pure_ack_present,pure_ack_frame,pure_ack_time_epoch,pure_ack_seq,pure_ack_ack,resp_frame,resp_time_epoch,resp_tcp_len,resp_ip_len,resp_flags,resp_func,req_to_first_rev_ms,req_to_pure_ack_ms,pure_ack_to_resp_ms,req_to_resp_ms,retransmission_count,duplicate_ack_count,out_of_order,reset,missing_response,packet_count,transaction_ip_bytes,classification,classification_confidence,ambiguity_reason,is_first_in_connection
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52936,127.0.0.1,20000,13,127.0.0.1:52936<->127.0.0.1:20000#s13,2262,1784209957.541764,46,35,0x0018,24,90,20,2263,1784209957.5647633,17,0x0018,False,,,,,2263,1784209957.5647633,17,83,0x0018,129,22.999287,,,22.999287,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52936,127.0.0.1,20000,13,127.0.0.1:52936<->127.0.0.1:20000#s13,2264,1784209957.56483,70,52,0x0018,18,84,1,2265,1784209957.5893598,10,0x0018,False,,,,,2289,1784209957.7597344,12,78,0x0018,,24.529696,,,194.904327,0,0,False,False,False,26,2026,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52936,127.0.0.1,20000,13,127.0.0.1:52936<->127.0.0.1:20000#s13,2476,1784209959.0351815,88,2459,0x0018,15,81,0,2477,1784209959.0567806,10,0x0018,False,,,,,2501,1784209959.2194707,12,78,0x0018,,21.599054,,,184.289217,0,0,False,False,False,26,2023,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52956,127.0.0.1,20000,15,127.0.0.1:52956<->127.0.0.1:20000#s15,2631,1784209961.2482207,1,1,0x0018,24,90,20,2632,1784209961.2482276,0,0x0010,True,2632,1784209961.2482276,1,25,2633,1784209961.2712152,17,83,0x0018,129,0.006914,0.006914,22.987604,22.994518,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,True
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52956,127.0.0.1,20000,15,127.0.0.1:52956<->127.0.0.1:20000#s15,2635,1784209961.2712607,25,18,0x0018,21,87,2,2636,1784209961.2926624,17,0x0018,False,,,,,2636,1784209961.2926624,17,83,0x0018,129,21.401644,,,21.401644,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52956,127.0.0.1,20000,15,127.0.0.1:52956<->127.0.0.1:20000#s15,2637,1784209961.2927098,46,35,0x0018,24,90,20,2638,1784209961.3156233,17,0x0018,False,,,,,2638,1784209961.3156233,17,83,0x0018,129,22.913456,,,22.913456,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52956,127.0.0.1,20000,15,127.0.0.1:52956<->127.0.0.1:20000#s15,2639,1784209961.315653,70,52,0x0018,18,84,1,2640,1784209961.340087,10,0x0018,False,,,,,2664,1784209961.5023265,12,78,0x0018,,24.433851,,,186.673403,0,0,False,False,False,26,2026,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52956,127.0.0.1,20000,15,127.0.0.1:52956<->127.0.0.1:20000#s15,2851,1784209962.7612998,88,2459,0x0018,15,81,0,2852,1784209962.783025,10,0x0018,False,,,,,2876,1784209962.9461107,12,78,0x0018,,21.725178,,,184.810877,0,0,False,False,False,26,2023,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52972,127.0.0.1,20000,17,127.0.0.1:52972<->127.0.0.1:20000#s17,3006,1784209964.9761274,1,1,0x0018,24,90,20,3007,1784209964.9761395,0,0x0010,True,3007,1784209964.9761395,1,25,3008,1784209964.9991426,17,83,0x0018,129,0.012159,0.012159,23.003101,23.015261,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,True
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52972,127.0.0.1,20000,17,127.0.0.1:52972<->127.0.0.1:20000#s17,3010,1784209964.9991872,25,18,0x0018,21,87,2,3011,1784209965.0206704,17,0x0018,False,,,,,3011,1784209965.0206704,17,83,0x0018,129,21.483183,,,21.483183,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52972,127.0.0.1,20000,17,127.0.0.1:52972<->127.0.0.1:20000#s17,3012,1784209965.020707,46,35,0x0018,24,90,20,3013,1784209965.0436954,17,0x0018,False,,,,,3013,1784209965.0436954,17,83,0x0018,129,22.988558,,,22.988558,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,False
