config,n,combined,separate,other,separate_frac,separate_lo,separate_hi,nonfirst_n,nonfirst_separate,nonfirst_separate_frac,nonfirst_sep_lo,nonfirst_sep_hi,first_in_conn_separate,req_to_resp_med_ms,req_to_ack_med_ms,ack_to_resp_med_ms,retrans_rate,dup_ack_rate,reset_rate
sock_nodelay_off_delay025ms,100,80,20,0,0.2,0.1334,0.2888,80,0,0.0,0.0,0.0458,20,25.329828,0.011802,25.119782,0.0,0.0,0.0
sock_nodelay_off_delay050ms,100,0,100,0,1.0,0.963,1.0,80,80,1.0,0.9542,1.0,20,50.425529,0.012636,50.414324,0.0,0.0,0.0
sock_nodelay_on_delay025ms,100,80,20,0,0.2,0.1334,0.2888,80,0,0.0,0.0,0.0458,20,25.26927,0.011325,25.109172,0.0,0.0,0.0
sock_nodelay_on_delay050ms,100,0,100,0,1.0,0.963,1.0,80,80,1.0,0.9542,1.0,20,50.340294,0.011802,50.327658,0.0,0.0,0.0
sock_quickack_on_delay025ms,100,0,100,0,1.0,0.963,1.0,80,80,1.0,0.9542,1.0,20,25.329113,0.227452,25.103092,0.0,0.0,0.0
sock_quickack_on_delay050ms,100,0,100,0,1.0,0.963,1.0,80,80,1.0,0.9542,1.0,20,50.403714,0.012398,50.391316,0.0,0.0,0.0
