session,block,arm,txn_class,clrt_ms,ack_ms,rt_ms
s01,b1,native,READ,26.139021,1.471996,27.611017
s01,b1,native,READ,3.818989,0.48995,4.308939
s01,b1,native,READ,4.112959,0.498056,4.611015
s01,b1,native,READ,3.787994,0.545979,4.333973
s01,b1,native,READ,1.09601,0.567913,1.663923
s01,b1,native,READ,6.33502,0.511169,6.846189
s01,b1,native,READ,1.098156,0.571012,1.669168
s01,b1,native,READ,2.302885,0.520945,2.82383
s01,b1,native,READ,1.113892,0.548124,1.662016
s01,b1,native,READ,1.098156,0.56982,1.667976
s01,b1,native,READ,2.124071,0.532866,2.656937
s01,b1,native,READ,1.091957,0.709057,1.801014
s01,b1,native,READ,2.015829,0.560999,2.576828
s01,b1,native,READ,1.111984,0.545979,1.657963
s01,b1,native,READ,1.11413,0.49901,1.61314
s01,b1,native,READ,1.100063,1.673937,2.774
s01,b1,native,READ,1.207113,0.620842,1.827955
s01,b1,native,SELECT,1.024008,1.586914,2.610922
s01,b1,native,OPERATE,2.911091,0.518799,3.42989
s01,b1,native,READ,1.119137,0.506878,1.626015
s01,b1,native,READ,2.402067,0.509024,2.911091
s01,b1,native,READ,4.045963,0.575066,4.621029
s01,b1,native,READ,3.748178,0.577927,4.326105
s01,b1,native,READ,3.910065,0.561953,4.472017
s01,b1,native,READ,2.629042,1.930952,4.559994
s01,b1,native,READ,3.848076,0.577927,4.426003
s01,b1,native,READ,3.890991,0.564098,4.45509
s01,b1,native,READ,1.096964,0.561953,1.658916
s01,b1,native,SELECT,10.6709,0.511885,11.182785
s01,b1,native,OPERATE,1.847982,0.557899,2.405882
s01,b1,native,READ,1.076221,1.532793,2.609015
s01,b1,native,READ,1.109838,0.535965,1.645803
s01,b1,native,READ,2.116919,0.578165,2.695084
s01,b1,native,READ,1.081944,0.518084,1.600027
s01,b1,native,READ,2.081871,0.544071,2.625942
s01,b1,native,READ,1.16396,0.496149,1.660109
s01,b1,native,SELECT,1.027822,0.561953,1.589775
s01,b1,native,OPERATE,1.933098,1.372099,3.305197
s01,b1,native,READ,2.123117,0.501871,2.624989
s01,b1,native,READ,1.235962,0.570059,1.806021
s01,b1,native,READ,3.958941,0.566006,4.524946
s01,b1,native,READ,2.065897,0.558138,2.624035
s01,b1,native,READ,5.563974,0.634909,6.198883
s01,b1,native,READ,13.117075,0.514984,13.632059
s01,b1,native,READ,5.750179,0.56982,6.32
s01,b1,native,SELECT,3.74198,0.577927,4.319906
s01,b1,native,OPERATE,4.885912,0.495195,5.381107
s01,b1,native,READ,3.186941,0.509977,3.696918
s01,b1,native,READ,3.880978,0.570059,4.451036
s01,b1,native,READ,4.233122,0.551939,4.785061
s01,b1,native,READ,1.094818,0.524044,1.618862
s01,b1,native,READ,2.116919,0.580072,2.696991
s01,b1,native,READ,1.101971,0.521898,1.623869
s01,b1,native,READ,2.083063,0.540018,2.623081
s01,b1,native,READ,1.129866,0.519991,1.649857
s01,b1,native,READ,1.103878,0.561953,1.665831
s01,b1,native,SELECT,1.049995,1.491785,2.54178
s01,b1,native,OPERATE,2.920151,0.540018,3.460169
s01,b1,native,READ,1.110077,0.566006,1.676083
s01,b1,native,READ,2.074957,0.535011,2.609968
s01,b1,native,READ,5.443811,0.536203,5.980015
s01,b1,native,READ,3.908873,0.555992,4.464865
s01,b1,native,READ,1.37496,3.183842,4.558802
s01,b1,native,READ,1.09601,0.555038,1.651049
s01,b1,native,READ,1.092911,1.727104,2.820015
s01,b1,native,READ,3.679037,0.509977,4.189014
s01,b1,native,SELECT,3.819942,0.500917,4.32086
s01,b1,native,OPERATE,14.863014,0.563145,15.426159
s01,b1,native,READ,4.073858,0.563145,4.637003
s01,b1,native,READ,3.746033,0.571012,4.317045
s01,b1,native,READ,4.45199,0.567198,5.019188
s01,b1,native,READ,2.560139,1.418829,3.978968
s01,b1,native,READ,3.931046,0.560999,4.492044
s01,b1,native,READ,1.09911,0.561953,1.661062
s01,b1,native,READ,1.108885,0.614166,1.723051
s01,b1,native,READ,6.168127,0.517845,6.685972
s01,b1,native,READ,1.435041,0.455856,1.890898
s01,b1,native,READ,4.091978,0.512123,4.604101
s01,b1,native,READ,2.115011,0.544071,2.659082
s01,b1,native,READ,1.093864,0.603199,1.697063
s01,b1,native,SELECT,2.021074,0.551939,2.573013
s01,b1,native,OPERATE,1.878977,0.486135,2.365112
s01,b1,native,READ,1.141787,1.486063,2.62785
s01,b1,native,READ,1.115084,0.541925,1.657009
s01,b1,native,READ,2.283096,0.56386,2.846956
s01,b1,native,READ,8.159161,0.530005,8.689165
s01,b1,native,READ,1.136065,0.533819,1.669884
s01,b1,native,READ,2.952814,0.545025,3.497839
s01,b1,native,READ,3.859997,0.548124,4.408121
s01,b1,native,SELECT,3.829956,0.504971,4.334927
s01,b1,native,OPERATE,13.593912,0.574112,14.168024
s01,b1,native,READ,4.029989,1.535892,5.565882
s01,b1,native,READ,2.781868,0.702143,3.484011
s01,b1,native,READ,2.985001,1.529932,4.514933
s01,b1,native,READ,1.291037,2.914906,4.205942
s01,b1,native,READ,2.05493,0.522137,2.577066
s01,b1,native,READ,1.152039,0.557899,1.709938
s01,b1,native,READ,2.125978,0.530005,2.655983
s01,b1,native,READ,1.08695,0.740051,1.827002
s01,b1,native,READ,2.017021,0.567198,2.584219
s01,b1,native,READ,1.104832,0.716209,1.821041
s01,b1,native,READ,1.139164,0.488997,1.62816
s01,b1,native,READ,1.106024,1.636982,2.743006
s01,b1,native,READ,1.09005,0.563145,1.653194
s01,b1,native,READ,2.125978,0.507116,2.633095
s01,b1,native,READ,1.115084,0.549078,1.664162
s01,b1,native,READ,1.100063,0.509024,1.609087
s01,b1,native,READ,1.267195,1.597881,2.865076
s01,b1,native,READ,1.095772,0.574112,1.669884
s01,b1,native,READ,2.43187,0.524044,2.955914
s01,b1,native,READ,4.099846,0.51403,4.613876
s01,b1,native,SELECT,3.754854,0.556946,4.3118
s01,b1,native,OPERATE,4.775047,0.49305,5.268097
s01,b1,native,READ,1.591921,2.255917,3.847837
s01,b1,native,READ,3.838062,0.557899,4.395962
s01,b1,native,READ,3.840923,0.569105,4.410028
s01,b1,native,READ,3.945112,0.550032,4.495144
s01,b1,native,READ,2.09713,0.556946,2.654076
s01,b1,native,READ,1.115084,0.737906,1.852989
s01,b1,native,READ,1.093864,0.548124,1.641989
s01,b1,native,READ,1.091003,1.631975,2.722979
s01,b1,native,READ,1.100063,0.525951,1.626015
s01,b1,native,SELECT,2.056837,0.705004,2.761841
s01,b1,native,OPERATE,2.916098,0.560999,3.477097
s01,b1,native,READ,1.100779,0.559092,1.65987
s01,b1,native,READ,2.109051,0.567913,2.676964
s01,b1,native,READ,1.09911,0.561953,1.661062
s01,b1,native,READ,1.174927,0.549078,1.724005
s01,b1,native,READ,2.078056,0.51713,2.595186
s01,b1,native,READ,1.095057,0.576973,1.672029
s01,b1,native,READ,2.176046,0.451088,2.627134
s01,b1,native,READ,1.168966,0.501156,1.670122
s01,b1,native,READ,5.708933,3.227949,8.936882
s01,b1,native,READ,4.067183,0.559807,4.626989
s01,b1,native,READ,3.799915,0.495911,4.295826
s01,b1,native,READ,3.896952,0.570059,4.46701
s01,b1,native,READ,1.550913,2.950907,4.50182
s01,b1,native,SELECT,3.711224,0.573874,4.285097
s01,b1,native,OPERATE,5.806923,0.554085,6.361008
s01,b1,native,READ,2.324104,0.506878,2.830982
s01,b1,native,READ,2.08497,0.515938,2.600908
s01,b1,native,READ,1.245975,4.753113,5.999088
s01,b1,native,READ,2.063036,0.525951,2.588987
s01,b1,native,READ,1.13678,0.568151,1.704931
s01,b1,native,READ,1.101971,0.503063,1.605034
s01,b1,native,READ,1.087904,1.675129,2.763033
s01,b1,native,READ,1.142979,0.51403,1.657009
s01,b1,native,READ,2.179146,0.540972,2.720118
s01,b1,native,READ,1.10817,0.549793,1.657963
s01,b1,native,READ,2.294064,0.538111,2.832174
s01,b1,native,READ,1.093864,0.562906,1.656771
s01,b1,native,SELECT,2.09713,0.501871,2.599001
s01,b1,native,OPERATE,1.93882,0.440121,2.378941
s01,b1,native,READ,2.125978,0.509977,2.635956
s01,b1,native,READ,1.44887,0.580072,2.028942
s01,b1,native,READ,4.00877,0.572205,4.580975
s01,b1,native,READ,3.812075,0.537872,4.349947
s01,b1,native,READ,3.870964,0.566959,4.437923
s01,b1,native,READ,4.024029,0.550032,4.57406
s01,b1,native,READ,3.857136,0.568867,4.426003
s01,b1,native,SELECT,3.770113,0.560999,4.331112
s01,b1,native,OPERATE,4.94194,1.580954,6.522894
s01,b1,native,READ,1.173973,0.529051,1.703024
s01,b1,native,READ,5.73802,0.559092,6.297112
s01,b1,native,READ,1.102924,0.513077,1.616001
s01,b1,native,READ,1.100063,0.613928,1.713991
s01,b1,native,READ,2.072811,0.518084,2.590895
s01,b1,native,READ,1.111031,0.564098,1.675129
s01,b1,native,READ,2.120018,0.504971,2.624989
s01,b1,native,READ,1.126051,0.545979,1.672029
s01,b1,native,SELECT,1.968145,0.566959,2.535105
s01,b1,native,OPERATE,1.95694,0.486135,2.443075
s01,b1,native,READ,2.07901,0.509977,2.588987
s01,b1,native,READ,1.096964,0.550985,1.647949
s01,b1,native,READ,2.190113,0.545979,2.736092
s01,b1,native,READ,2.231836,2.583027,4.814863
s01,b1,native,READ,4.33588,0.510931,4.846811
s01,b1,native,READ,3.764868,0.568151,4.333019
s01,b1,native,SELECT,3.9711,0.552893,4.523993
s01,b1,native,OPERATE,4.131079,0.448942,4.580021
s01,b1,native,READ,5.388021,3.00312,8.391142
s01,b1,native,READ,4.019976,0.552893,4.572868
s01,b1,native,READ,3.869057,0.526905,4.395962
s01,b1,native,READ,3.911972,0.571012,4.482985
s01,b1,native,READ,1.332998,3.182888,4.515886
s01,b1,native,READ,1.097918,0.554085,1.652002
s01,b1,native,SELECT,1.024961,1.679897,2.704859
s01,b1,native,OPERATE,2.906084,0.560999,3.467083
s01,b1,native,READ,1.160145,0.485897,1.646042
s01,b1,native,READ,2.093077,0.504971,2.598047
s01,b1,native,READ,1.109123,0.57888,1.688004
s01,b1,native,READ,2.155066,0.512838,2.667904
s01,b1,native,READ,1.085997,0.62108,1.707077
s01,b1,native,READ,1.099825,0.569105,1.66893
s01,b1,native,READ,1.159191,3.574848,4.734039
s01,b1,native,SELECT,1.018047,1.566172,2.584219
s01,b1,native,OPERATE,2.932072,0.457048,3.38912
s01,b1,native,READ,1.116991,0.504017,1.621008
s01,b1,native,READ,2.113819,0.555038,2.668858
s01,b1,native,READ,1.119852,0.51713,1.636982
s01,b1,native,READ,4.770041,0.582933,5.352974
s01,b1,native,READ,3.854036,0.568867,4.422903
s01,b1,native,READ,4.040003,0.517845,4.557848
s01,b1,native,READ,4.277229,0.526905,4.804134
s01,b1,native,READ,3.631115,0.561953,4.193068
s01,b1,native,READ,3.951073,0.51713,4.468203
s01,b1,native,SELECT,3.777027,0.57888,4.355907
s01,b1,native,OPERATE,4.733086,1.566887,6.299973
s01,b1,native,READ,1.110077,0.552893,1.66297
s01,b1,native,READ,5.982876,0.569105,6.551981
s01,b1,native,READ,1.107931,0.770092,1.878023
s01,b1,native,READ,1.165867,0.505209,1.671076
s01,b1,native,READ,2.07901,0.533819,2.612829
s01,b1,native,READ,1.150131,4.353046,5.503178
s01,b1,native,READ,2.053976,0.50211,2.556086
s01,b1,native,READ,1.302958,0.752211,2.055168
s01,b1,native,READ,1.106024,0.546932,1.652956
s01,b1,native,SELECT,1.127005,1.574993,2.701998
s01,b1,native,OPERATE,2.942085,0.488997,3.431082
s01,b1,native,READ,1.099825,0.565052,1.664877
s01,b1,native,READ,2.12121,0.523806,2.645016
s01,b1,native,READ,1.106977,0.560999,1.667976
s01,b1,native,READ,2.89011,0.521898,3.412008
s01,b1,native,READ,11.567116,1.972914,13.54003
s01,b1,native,READ,8.895874,0.566006,9.46188
s01,b1,native,READ,8.97193,0.555038,9.526968
s01,b1,native,READ,22.59016,1.57094,24.1611
s01,b1,native,SELECT,4.01783,0.580072,4.597902
s01,b1,native,OPERATE,6.011963,0.494957,6.50692
s01,b1,native,READ,2.144098,0.568867,2.712965
s01,b1,native,READ,3.026009,1.574993,4.601002
s01,b1,native,READ,3.888845,1.568079,5.456924
s01,b1,native,READ,2.701044,0.756979,3.458023
s01,b1,native,READ,1.065016,1.569033,2.634048
s01,b1,native,READ,1.089096,0.594854,1.68395
s01,b1,native,READ,1.245022,2.566099,3.811121
s01,b1,native,READ,2.079964,0.509977,2.589941
s01,b1,native,READ,2.771139,0.709057,3.480196
s01,b1,native,READ,6.119967,1.554966,7.674932
s01,b1,native,SELECT,2.034903,0.518084,2.552986
s01,b1,native,OPERATE,3.410101,4.714012,8.124113
s01,b1,native,READ,1.102924,0.564098,1.667023
s01,b1,native,READ,2.092123,0.509024,2.601147
s01,b1,native,READ,1.156092,0.573874,1.729965
s01,b1,native,READ,4.571199,0.568867,5.140066
s01,b1,native,READ,4.180908,0.567913,4.748821
s01,b1,native,READ,3.721952,0.509977,4.23193
s01,b1,native,READ,3.970146,0.568867,4.539013
s01,b1,native,READ,4.029036,0.567913,4.596949
s01,b1,native,READ,3.775835,0.574112,4.349947
s01,b1,native,READ,3.966093,0.494957,4.46105
s01,b1,native,READ,2.064943,0.560999,2.625942
s01,b1,native,READ,1.094818,0.620127,1.714945
s01,b1,native,SELECT,0.985146,3.451824,4.43697
s01,b1,native,OPERATE,2.89917,0.552893,3.452063
s01,b1,native,READ,1.100779,0.522137,1.622915
s01,b1,native,READ,2.197027,0.49901,2.696037
s01,b1,native,READ,1.111031,0.519037,1.630068
s01,b1,native,READ,2.099991,0.560045,2.660036
s01,b1,native,READ,1.102924,0.547171,1.650095
s01,b1,native,READ,1.103878,0.568151,1.672029
s01,b1,native,READ,2.059937,0.524044,2.583981
s01,b1,native,READ,1.116037,0.552893,1.66893
s01,b1,native,READ,1.276016,3.484964,4.760981
s01,b1,native,READ,2.10309,0.560999,2.664089
s01,b1,native,READ,1.09911,0.612974,1.712084
s01,b1,native,SELECT,3.614902,0.576973,4.191875
s01,b1,native,OPERATE,5.748987,0.501871,6.250858
s01,b1,native,READ,12.20417,0.527859,12.732029
s01,b1,native,READ,4.770041,0.585079,5.35512
s01,b1,native,READ,3.854036,0.54884,4.402876
s01,b1,native,READ,4.068136,0.555038,4.623175
s01,b1,native,READ,2.408981,2.171993,4.580975
s01,b1,native,READ,3.759861,0.550985,4.310846
s01,b1,native,READ,1.101971,0.546932,1.648903
s01,b1,native,READ,2.111912,0.579119,2.691031
s01,b1,native,READ,1.091003,0.565052,1.656055
s01,b1,native,READ,1.101017,0.52619,1.627207
s01,b1,native,SELECT,0.98896,1.537085,2.526045
s01,b1,native,OPERATE,2.871037,0.48995,3.360987
s01,b1,native,READ,1.146793,0.519037,1.665831
s01,b1,native,READ,2.115011,0.538826,2.653837
s01,b1,native,READ,1.310825,0.506163,1.816988
s01,b1,native,READ,1.091957,0.536919,1.628876
s01,b1,native,READ,1.103163,1.614809,2.717972
s01,b1,native,READ,1.170158,0.45085,1.621008
s01,b1,native,READ,2.240896,0.545979,2.786875
s01,b1,native,READ,1.13678,0.528097,1.664877
s01,b1,native,READ,7.067919,0.571012,7.638931
s01,b1,native,READ,3.87001,0.568151,4.438162
s01,b1,native,READ,3.830194,0.561953,4.392147
s01,b1,native,READ,4.171848,0.564098,4.735947
s01,b1,native,READ,3.835917,0.571012,4.406929
s01,b1,native,READ,3.880024,0.560999,4.441023
s01,b1,native,SELECT,3.64399,0.562906,4.206896
s01,b1,native,OPERATE,4.135132,0.498056,4.633188
s01,b1,native,READ,3.166914,0.52309,3.690004
s01,b1,native,READ,1.098156,0.56386,1.662016
s01,b1,native,READ,2.174854,0.504017,2.678871
s01,b1,native,READ,1.135111,0.540972,1.676083
s01,b1,native,READ,2.104998,0.560045,2.665043
s01,b1,native,READ,1.107931,0.560045,1.667976
s01,b1,native,READ,1.097918,0.576019,1.673937
s01,b1,native,READ,2.107859,0.550032,2.65789
s01,b1,native,SELECT,1.060963,0.540972,1.601934
s01,b1,native,OPERATE,1.878023,1.56498,3.443003
s01,b1,native,READ,2.125025,0.546932,2.671957
s01,b1,native,READ,1.135111,0.560045,1.695156
s01,b1,native,READ,1.096964,0.543118,1.640081
s01,b1,native,READ,2.120018,0.510931,2.630949
s01,b1,native,READ,1.101971,0.562906,1.664877
s01,b1,native,READ,2.555132,0.560045,3.115177
s01,b1,native,READ,4.058838,0.560045,4.618883
s01,b1,native,READ,3.916979,0.56386,4.480839
s01,b1,native,SELECT,3.599167,0.57292,4.172087
s01,b1,native,OPERATE,4.281998,0.576019,4.858017
s01,b1,native,READ,7.88784,0.583172,8.471012
s01,b1,native,READ,3.755093,0.570059,4.325151
s01,b1,native,READ,3.946066,0.568151,4.514217
s01,b1,native,READ,1.089096,0.564098,1.653194
s01,b1,native,READ,2.176046,0.509024,2.68507
s01,b1,native,READ,1.093864,0.560999,1.654863
s01,b1,native,READ,2.120972,0.520945,2.641916
s01,b1,native,READ,1.082897,0.576019,1.658916
s01,b1,native,READ,2.172947,0.505924,2.678871
s01,b1,native,READ,1.100063,0.568867,1.66893
s01,b1,native,READ,1.089811,0.583172,1.672983
s01,b1,native,READ,2.110004,0.551939,2.661943
s01,b1,native,READ,1.106977,0.545979,1.652956
s01,b1,native,SELECT,1.18804,2.460003,3.648043
s01,b1,native,OPERATE,2.894163,0.534773,3.428936
s01,b1,native,READ,1.078129,0.543833,1.621962
s01,b1,native,READ,2.126932,0.564098,2.691031
s01,b1,native,READ,1.095057,0.553846,1.648903
s01,b1,native,READ,2.974033,0.554085,3.528118
s01,b1,native,READ,4.092932,0.549078,4.64201
s01,b1,native,READ,3.821135,0.496864,4.317999
s01,b1,native,READ,4.004002,0.501871,4.505873
s01,b1,native,READ,4.070044,0.495911,4.565954
s01,b1,native,READ,4.011869,0.596046,4.607916
s01,b1,native,READ,3.798008,0.547171,4.345179
s01,b1,native,READ,4.127979,0.560045,4.688025
s01,b1,native,READ,1.120806,0.540018,1.660824
s01,b1,native,READ,2.182961,0.550032,2.732992
s01,b1,native,READ,1.091957,0.521183,1.61314
s01,b1,native,READ,2.096176,0.705004,2.80118
s01,b1,native,READ,1.136065,0.525951,1.662016
s01,b1,native,SELECT,1.050949,0.51403,1.56498
s01,b1,native,OPERATE,1.952887,1.142979,3.095865
s01,b1,native,READ,2.06995,0.529051,2.599001
s01,b1,native,READ,1.225948,0.496864,1.722813
s01,b1,native,READ,2.120972,0.499964,2.620935
s01,b1,native,READ,1.101017,0.642061,1.743078
s01,b1,native,READ,1.107931,3.395081,4.503012
s01,b1,native,READ,1.094103,0.566959,1.661062
s01,b1,native,READ,2.25091,0.560045,2.810955
s01,b1,native,SELECT,3.780127,0.555038,4.335165
s01,b1,native,OPERATE,4.532099,0.501871,5.03397
s01,b1,native,READ,12.281179,0.546932,12.828112
s01,b1,native,READ,4.779816,0.566006,5.345821
s01,b1,native,READ,2.897024,1.517773,4.414797
s01,b1,native,READ,3.004789,1.493216,4.498005
s01,b1,native,READ,2.861023,2.895832,5.756855
s01,b1,native,READ,2.640963,0.530005,3.170967
s01,b1,native,SELECT,1.030922,1.522064,2.552986
s01,b1,native,OPERATE,2.900124,0.526905,3.427029
s01,b1,native,READ,1.317978,0.512838,1.830816
s01,b1,native,READ,2.066851,0.545025,2.611876
s01,b1,native,READ,1.174927,0.555038,1.729965
s01,b1,native,READ,1.115084,0.49901,1.614094
s01,b1,native,READ,1.257896,1.509905,2.767801
s01,b1,native,READ,1.094818,0.52619,1.621008
s01,b1,native,READ,2.166986,0.702143,2.869129
s01,b1,native,READ,1.093149,0.566959,1.660109
s01,b1,native,READ,2.248049,0.524044,2.772093
s01,b1,native,SELECT,1.030922,0.552893,1.583815
s01,b1,native,OPERATE,2.778053,0.617981,3.396034
s01,b1,native,READ,1.112938,0.556946,1.669884
s01,b1,native,READ,1.102924,1.56498,2.667904
s01,b1,native,READ,1.179934,0.536203,1.716137
s01,b1,native,READ,4.319906,0.576019,4.895926
s01,b1,native,READ,2.911806,1.482964,4.39477
s01,b1,native,READ,3.905058,0.535011,4.440069
s01,b1,native,READ,9.910107,0.532866,10.442972
s01,b1,native,READ,8.80599,0.58794,9.39393
s01,b1,native,READ,8.087873,0.552177,8.640051
s01,b1,native,READ,13.952971,0.549078,14.502048
s01,b1,native,READ,14.796019,0.574112,15.370131
s01,b1,native,READ,8.176088,0.553846,8.729935
s01,b1,native,READ,1.115799,0.53215,1.647949
s01,b1,native,READ,2.178907,0.557899,2.736807
s01,b1,native,READ,1.100063,0.504971,1.605034
s01,b1,native,SELECT,2.168894,0.548124,2.717018
s01,b1,native,OPERATE,2.897024,0.553131,3.450155
s01,b1,native,READ,2.517939,3.083944,5.601883
s01,b1,native,READ,1.11413,0.535965,1.650095
s01,b1,native,READ,2.07901,0.622988,2.701998
s01,b1,native,READ,1.166105,0.464916,1.631021
s01,b1,native,READ,2.110004,0.537872,2.647877
s01,b1,native,READ,1.173019,0.494957,1.667976
s01,b1,native,READ,17.915964,0.552893,18.468857
s01,b1,native,READ,10.130882,1.580954,11.711836
s01,b1,native,SELECT,6.387949,2.888918,9.276867
s01,b1,native,OPERATE,9.788036,1.548052,11.336088
s01,b1,native,READ,7.241011,0.504971,7.745981
s01,b1,native,READ,3.87907,0.562906,4.441977
s01,b1,native,READ,3.968954,0.552893,4.521847
s01,b1,native,READ,4.062891,0.566006,4.628897
s01,b1,native,READ,5.831003,0.555038,6.386042
s01,b1,native,READ,1.088142,1.533985,2.622128
s01,b1,native,READ,1.111031,0.538111,1.649141
s01,b1,native,READ,2.177954,0.550985,2.728939
s01,b1,native,READ,1.100063,0.550032,1.650095
s01,b1,native,READ,2.108097,0.547886,2.655983
s01,b1,native,READ,1.098871,0.560045,1.658916
s01,b1,native,READ,1.09601,0.576973,1.672983
s01,b1,native,READ,2.062082,0.529051,2.591133
s01,b1,native,READ,1.11413,0.547886,1.662016
s01,b1,native,SELECT,2.049923,0.510216,2.560139
s01,b1,native,OPERATE,1.847029,0.537872,2.384901
s01,b1,native,READ,1.147985,1.559019,2.707005
s01,b1,native,READ,4.217863,0.556946,4.774809
s01,b1,native,READ,4.04501,0.566959,4.611969
s01,b1,native,READ,3.875971,0.521183,4.397154
s01,b1,native,READ,3.885984,0.567913,4.453897
s01,b1,native,READ,1.32513,3.148794,4.473925
s01,b1,native,READ,3.88813,0.566959,4.45509
s01,b1,native,READ,3.972054,0.562906,4.53496
s01,b1,native,READ,1.101017,0.54884,1.649857
s01,b1,native,READ,1.09601,1.572132,2.668142
s01,b1,native,SELECT,1.052856,0.519991,1.572847
s01,b1,native,OPERATE,1.869917,1.569033,3.43895
s01,b1,native,READ,2.098799,0.536203,2.635002
s01,b1,native,READ,1.093149,0.564814,1.657963
s01,b1,native,READ,1.107931,0.535011,1.642942
s01,b1,native,READ,1.094818,1.563072,2.65789
s01,b1,native,READ,1.106977,0.559092,1.666069
s01,b1,native,READ,2.091169,0.566006,2.657175
s01,b1,native,READ,1.147032,0.562906,1.709938
s01,b1,native,SELECT,1.998901,0.541925,2.540827
s01,b1,native,OPERATE,1.966,0.49305,2.459049
s01,b1,native,READ,1.092911,1.541138,2.634048
s01,b1,native,READ,1.103878,0.530005,1.633883
s01,b1,native,READ,2.26903,0.562906,2.831936
s01,b1,native,READ,4.584074,0.549793,5.133867
s01,b1,native,READ,3.944159,0.57888,4.523039
s01,b1,native,READ,3.910065,0.571966,4.482031
s01,b1,native,READ,3.869057,0.570059,4.439116
s01,b1,native,READ,3.970146,0.504017,4.474163
s01,b1,native,SELECT,1.18804,3.225088,4.413128
s01,b1,native,OPERATE,4.798889,0.562191,5.36108
s01,b1,native,READ,2.287149,1.518011,3.805161
s01,b1,native,READ,2.010822,0.564098,2.574921
s01,b1,native,READ,1.093864,0.617027,1.710892
s01,b1,native,READ,2.178192,0.448942,2.627134
s01,b1,native,READ,1.29199,0.79608,2.08807
s01,b1,native,READ,1.079082,0.555992,1.635075
s01,b1,native,READ,1.08695,1.627922,2.714872
s01,b1,native,SELECT,1.05691,0.513077,1.569986
s01,b1,native,OPERATE,1.878977,1.568079,3.447056
s01,b1,native,READ,2.182007,0.511885,2.693892
s01,b1,native,READ,1.163006,0.494003,1.657009
s01,b1,native,READ,2.063036,0.535011,2.598047
s01,b1,native,READ,1.096964,0.718117,1.815081
s01,b1,native,READ,1.133919,0.555992,1.689911
s01,b1,native,READ,2.072811,0.545979,2.61879
s01,b1,native,READ,1.083136,0.568867,1.652002
s01,b1,native,READ,3.06201,0.553131,3.615141
s01,b1,native,READ,3.914118,0.566006,4.480124
s01,b1,native,READ,3.938913,0.575066,4.513979
s01,b1,native,READ,4.001141,0.571966,4.573107
s01,b1,native,READ,3.782988,0.57292,4.355907
s01,b1,native,SELECT,3.787041,0.558853,4.345894
s01,b1,native,OPERATE,4.94194,0.492096,5.434036
s01,b1,native,READ,2.209187,1.494884,3.704071
s01,b1,native,READ,2.054214,0.553846,2.608061
s01,b1,native,READ,1.141071,0.535965,1.677036
s01,b1,native,READ,1.09005,0.541925,1.631975
s01,b1,native,READ,10.399818,0.528097,10.927916
s01,b1,native,READ,1.103163,0.546932,1.650095
s01,b2,obfuscated,READ,3.998995,20.497084,24.496078
s01,b2,obfuscated,READ,4.018068,20.442963,24.461031
s01,b2,obfuscated,READ,3.999949,22.801161,26.801109
s01,b2,obfuscated,READ,4.025936,20.544052,24.569988
s01,b2,obfuscated,READ,4.017115,20.535946,24.553061
s01,b2,obfuscated,READ,4.014969,20.561934,24.576902
s01,b2,obfuscated,READ,4.003048,21.134138,25.137186
s01,b2,obfuscated,READ,3.999949,21.400928,25.400877
s01,b2,obfuscated,SELECT,3.993034,21.152973,25.146008
s01,b2,obfuscated,OPERATE,4.001856,25.954962,29.956818
s01,b2,obfuscated,READ,4.024029,20.555973,24.580002
s01,b2,obfuscated,READ,3.995895,20.811081,24.806976
s01,b2,obfuscated,READ,4.024029,21.332979,25.357008
s01,b2,obfuscated,READ,3.998041,21.301985,25.300026
s01,b2,obfuscated,READ,4.009008,21.383047,25.392056
s01,b2,obfuscated,READ,4.004002,21.302938,25.30694
s01,b2,obfuscated,SELECT,3.999949,21.268129,25.268078
s01,b2,obfuscated,OPERATE,4.004955,20.617008,24.621964
s01,b2,obfuscated,READ,4.004955,21.209002,25.213957
s01,b2,obfuscated,READ,3.998995,21.371126,25.370121
s01,b2,obfuscated,READ,4.000902,21.316051,25.316954
s01,b2,obfuscated,READ,3.998995,21.397114,25.396109
s01,b2,obfuscated,READ,4.009008,21.299839,25.308847
s01,b2,obfuscated,READ,4.017115,21.348953,25.366068
s01,b2,obfuscated,READ,4.028082,21.270037,25.298119
s01,b2,obfuscated,READ,4.009008,21.361828,25.370836
s01,b2,obfuscated,READ,3.998041,21.224976,25.223017
s01,b2,obfuscated,READ,3.998995,21.392107,25.391102
s01,b2,obfuscated,SELECT,4.002094,25.507927,29.510021
s01,b2,obfuscated,OPERATE,4.004002,20.589113,24.593115
s01,b2,obfuscated,READ,4.004955,21.209002,25.213957
s01,b2,obfuscated,READ,4.001856,21.398067,25.399923
s01,b2,obfuscated,READ,4.003048,21.323919,25.326967
s01,b2,obfuscated,READ,4.007816,21.898985,25.906801
s01,b2,obfuscated,READ,4.016876,20.754099,24.770975
s01,b2,obfuscated,READ,3.998995,21.471024,25.470018
s01,b2,obfuscated,READ,3.998995,21.155119,25.154114
s01,b2,obfuscated,READ,3.998995,21.388054,25.387049
s01,b2,obfuscated,READ,4.001141,21.300793,25.301933
s01,b2,obfuscated,READ,3.994942,21.397114,25.392056
s01,b2,obfuscated,READ,3.998995,21.272898,25.271893
s01,b2,obfuscated,READ,3.998041,21.397114,25.395155
