session,block,arm,txn_class,clrt_ms,ack_ms,rt_ms
s02,b1,native,READ,3.96204,0.495911,4.457951
s02,b1,native,READ,3.900051,0.567913,4.467964
s02,b1,native,READ,4.000187,0.522852,4.523039
s02,b1,native,READ,3.980875,0.497103,4.477978
s02,b1,native,READ,4.008055,0.567913,4.575968
s02,b1,native,READ,3.914118,0.501871,4.415989
s02,b1,native,READ,3.972054,0.522852,4.494905
s02,b1,native,READ,2.171993,0.450134,2.622128
s02,b1,native,READ,1.101971,0.705004,1.806974
s02,b1,native,READ,1.142979,3.572941,4.715919
s02,b1,native,READ,1.10507,0.549793,1.654863
s02,b1,native,READ,1.140833,1.534939,2.675772
s02,b1,native,SELECT,1.10507,0.454903,1.559973
s02,b1,native,OPERATE,1.887083,1.602888,3.489971
s02,b1,native,READ,2.163172,0.521898,2.68507
s02,b1,native,READ,1.156092,0.49305,1.649141
s02,b1,native,READ,1.102924,0.522137,1.625061
s02,b1,native,READ,1.10507,1.563072,2.668142
s02,b1,native,READ,1.113176,0.545979,1.659155
s02,b1,native,READ,1.283169,2.947807,4.230976
s02,b1,native,READ,2.074003,0.519991,2.593994
s02,b1,native,READ,1.157999,0.573874,1.731873
s02,b1,native,READ,3.912926,0.538111,4.451036
s02,b1,native,SELECT,3.890991,0.458956,4.349947
s02,b1,native,OPERATE,15.100002,0.524044,15.624046
s02,b1,native,READ,3.890991,0.568867,4.459858
s02,b1,native,READ,4.014015,0.492096,4.506111
s02,b1,native,READ,4.034042,0.488043,4.522085
s02,b1,native,READ,2.713203,1.936913,4.650116
s02,b1,native,READ,3.807068,0.48399,4.291058
s02,b1,native,READ,1.09911,0.562906,1.662016
s02,b1,native,READ,2.142906,0.461102,2.604008
s02,b1,native,READ,1.168966,0.497103,1.666069
s02,b1,native,SELECT,1.110077,0.457048,1.567125
s02,b1,native,OPERATE,2.06995,1.168013,3.237963
s02,b1,native,READ,2.182961,0.49305,2.67601
s02,b1,native,READ,1.104832,0.518084,1.622915
s02,b1,native,READ,2.047062,0.566006,2.613068
s02,b1,native,READ,1.368046,0.576019,1.944065
s02,b1,native,READ,1.09911,0.542879,1.641989
s02,b1,native,READ,1.085997,1.58596,2.671957
s02,b1,native,READ,1.102924,0.522137,1.625061
s02,b1,native,READ,2.261877,0.564098,2.825975
s02,b1,native,SELECT,1.034021,0.571012,1.605034
s02,b1,native,OPERATE,1.81818,1.579046,3.397226
s02,b1,native,READ,2.990961,0.494003,3.484964
s02,b1,native,READ,3.965855,0.564098,4.529953
s02,b1,native,READ,4.005909,0.49305,4.498959
s02,b1,native,READ,3.908157,0.566006,4.474163
s02,b1,native,READ,4.312992,0.490904,4.803896
s02,b1,native,READ,3.670931,0.566006,4.236937
s02,b1,native,SELECT,3.777027,0.498056,4.275084
s02,b1,native,OPERATE,4.172087,0.568867,4.740953
s02,b1,native,READ,1.178026,0.458956,1.636982
s02,b1,native,READ,1.09601,1.5769,2.672911
s02,b1,native,READ,1.088858,0.521183,1.610041
s02,b1,native,READ,2.071142,0.56386,2.635002
s02,b1,native,READ,1.089096,0.564814,1.65391
s02,b1,native,READ,2.097845,0.568151,2.665997
s02,b1,native,READ,1.147032,0.560045,1.707077
s02,b1,native,READ,1.169205,0.492811,1.662016
s02,b1,native,READ,2.237797,0.447989,2.685785
s02,b1,native,SELECT,1.116037,3.691912,4.807949
s02,b1,native,OPERATE,2.826929,0.552893,3.379822
s02,b1,native,READ,1.100063,0.563145,1.663208
s02,b1,native,READ,2.131939,0.509024,2.640963
s02,b1,native,READ,1.167059,0.494003,1.661062
s02,b1,native,READ,1.168966,0.448942,1.617908
s02,b1,native,READ,4.971027,1.569986,6.541014
s02,b1,native,READ,3.937006,0.548124,4.48513
s02,b1,native,READ,3.948212,0.558853,4.507065
s02,b1,native,READ,4.136086,0.564814,4.700899
s02,b1,native,READ,3.802061,0.57292,4.374981
s02,b1,native,READ,4.029036,0.494957,4.523993
s02,b1,native,READ,3.942013,0.561953,4.503965
s02,b1,native,READ,1.068115,0.564098,1.632214
s02,b1,native,READ,2.346039,0.562906,2.908945
s02,b1,native,READ,1.07193,0.553131,1.625061
s02,b1,native,READ,2.058029,0.61202,2.67005
s02,b1,native,READ,1.165152,0.496864,1.662016
s02,b1,native,SELECT,1.089096,0.49305,1.582146
s02,b1,native,OPERATE,1.885176,1.378059,3.263235
s02,b1,native,READ,2.163887,0.448942,2.612829
s02,b1,native,READ,1.168013,0.500202,1.668215
s02,b1,native,READ,1.097918,0.540018,1.637936
s02,b1,native,READ,1.164913,1.550913,2.715826
s02,b1,native,READ,1.204014,3.849983,5.053997
s02,b1,native,READ,1.098156,0.524998,1.623154
s02,b1,native,READ,1.09601,1.539946,2.635956
s02,b1,native,SELECT,1.035929,0.52309,1.559019
s02,b1,native,OPERATE,6.066084,1.568794,7.634878
s02,b1,native,READ,12.099028,0.469923,12.568951
s02,b1,native,READ,4.959106,0.48995,5.449057
s02,b1,native,READ,2.969027,1.523972,4.492998
s02,b1,native,READ,3.926992,0.519991,4.446983
s02,b1,native,READ,1.616001,2.995968,4.611969
s02,b1,native,READ,2.846956,1.568079,4.415035
s02,b1,native,READ,2.106905,0.518084,2.624989
s02,b1,native,READ,1.150846,0.496149,1.646996
s02,b1,native,READ,2.136946,0.436068,2.573013
s02,b1,native,READ,1.110077,0.555038,1.665115
s02,b1,native,READ,1.103163,0.551939,1.655102
s02,b1,native,READ,1.101971,1.533985,2.635956
s02,b1,native,READ,1.101971,0.550985,1.652956
s02,b1,native,READ,2.252102,4.743814,6.995916
s02,b1,native,READ,1.142025,0.520945,1.66297
s02,b1,native,READ,2.128839,0.563145,2.691984
s02,b1,native,READ,1.1549,0.509977,1.664877
s02,b1,native,READ,2.151012,0.81706,2.968073
s02,b1,native,READ,1.173973,0.511885,1.685858
s02,b1,native,READ,1.10507,0.560999,1.666069
s02,b1,native,READ,3.134966,0.566959,3.701925
s02,b1,native,SELECT,8.816004,0.481129,9.297132
s02,b1,native,OPERATE,9.791851,1.368999,11.160851
s02,b1,native,READ,7.514,0.545979,8.059978
s02,b1,native,READ,8.944988,0.481129,9.426117
s02,b1,native,READ,8.942127,0.561953,9.50408
s02,b1,native,READ,7.524967,3.020048,10.545015
s02,b1,native,READ,12.96401,0.566959,13.53097
s02,b1,native,READ,8.876085,0.566006,9.442091
s02,b1,native,READ,4.059076,0.45681,4.515886
s02,b1,native,READ,4.132986,0.458956,4.591942
s02,b1,native,SELECT,1.995802,0.555992,2.551794
s02,b1,native,OPERATE,1.897812,0.497103,2.394915
s02,b1,native,READ,2.10309,1.490116,3.593206
s02,b1,native,READ,2.058983,0.561953,2.620935
s02,b1,native,READ,1.20306,0.573874,1.776934
s02,b1,native,READ,1.098871,0.560045,1.658916
s02,b1,native,READ,2.151012,0.519991,2.671003
s02,b1,native,READ,4.033804,0.521183,4.554987
s02,b1,native,READ,9.921074,0.553846,10.47492
s02,b1,native,READ,3.035069,1.617908,4.652977
s02,b1,native,READ,5.784035,1.559019,7.343054
s02,b1,native,SELECT,3.885031,0.45681,4.341841
s02,b1,native,OPERATE,5.86009,0.52309,6.383181
s02,b1,native,READ,2.209902,0.566006,2.775908
s02,b1,native,READ,3.993034,0.566959,4.559994
s02,b1,native,READ,3.884077,0.566006,4.450083
s02,b1,native,READ,4.088879,0.497103,4.585981
s02,b1,native,READ,1.634121,2.965927,4.600048
s02,b1,native,READ,2.090216,0.547886,2.638102
s02,b1,native,READ,1.08695,0.566006,1.652956
s02,b1,native,SELECT,2.0082,0.518799,2.526999
s02,b1,native,OPERATE,1.820087,0.557899,2.377987
s02,b1,native,READ,1.148939,1.50609,2.655029
s02,b1,native,READ,1.112938,0.540018,1.652956
s02,b1,native,READ,2.120972,0.56386,2.684832
s02,b1,native,READ,1.097918,0.52309,1.621008
s02,b1,native,READ,2.144814,0.488997,2.63381
s02,b1,native,READ,2.236128,2.87199,5.108118
s02,b1,native,READ,1.118898,0.49305,1.611948
s02,b1,native,READ,2.168894,0.544071,2.712965
s02,b1,native,READ,1.224995,0.454903,1.679897
s02,b1,native,SELECT,1.029015,0.555992,1.585007
s02,b1,native,OPERATE,1.935959,1.118183,3.054142
s02,b1,native,READ,6.181955,0.473022,6.654978
s02,b1,native,READ,3.934145,0.453949,4.388094
s02,b1,native,READ,3.905058,0.555992,4.46105
s02,b1,native,READ,4.057884,0.497103,4.554987
s02,b1,native,READ,4.015923,0.497103,4.513025
s02,b1,native,READ,4.025221,0.492811,4.518032
s02,b1,native,READ,4.086018,0.488997,4.575014
s02,b1,native,SELECT,1.026869,0.574112,1.600981
s02,b1,native,OPERATE,2.956152,0.467777,3.423929
s02,b1,native,READ,2.874136,0.460863,3.334999
s02,b1,native,READ,1.170874,0.496149,1.667023
s02,b1,native,READ,1.099825,0.616074,1.715899
s02,b1,native,READ,2.179861,0.468969,2.64883
s02,b1,native,READ,1.098871,0.557184,1.656055
s02,b1,native,READ,2.077103,0.553846,2.630949
s02,b1,native,READ,1.095057,0.566959,1.662016
s02,b1,native,READ,1.091957,0.557899,1.649857
s02,b1,native,READ,1.211166,1.567841,2.779007
s02,b1,native,READ,2.179861,1.558065,3.737926
s02,b1,native,READ,1.088858,0.574112,1.66297
s02,b1,native,READ,2.29311,0.519991,2.813101
s02,b1,native,READ,1.167059,0.461817,1.628876
s02,b1,native,SELECT,5.478859,0.507116,5.985975
s02,b1,native,OPERATE,1.968861,1.085043,3.053904
s02,b1,native,READ,6.572962,0.530005,7.102966
s02,b1,native,READ,4.039049,0.454903,4.493952
s02,b1,native,READ,4.024982,0.459909,4.484892
s02,b1,native,READ,4.080772,0.457048,4.537821
s02,b1,native,READ,4.142046,0.459909,4.601955
s02,b1,native,READ,3.809929,0.557899,4.367828
s02,b1,native,READ,1.174927,0.456095,1.631021
s02,b1,native,SELECT,2.237082,0.528812,2.765894
s02,b1,native,OPERATE,2.969027,0.48399,3.453016
s02,b1,native,READ,1.111031,0.570059,1.681089
s02,b1,native,READ,1.233101,0.564814,1.797915
s02,b1,native,READ,2.061129,0.540018,2.601147
s02,b1,native,READ,1.087904,0.571966,1.65987
s02,b1,native,READ,2.178907,0.445127,2.624035
s02,b1,native,READ,1.101017,0.758171,1.859188
s02,b1,native,SELECT,2.070189,0.485897,2.556086
s02,b1,native,OPERATE,1.912832,0.439167,2.351999
s02,b1,native,READ,2.078056,0.519037,2.597094
s02,b1,native,READ,1.101017,0.559092,1.660109
s02,b1,native,READ,2.131939,0.546932,2.678871
s02,b1,native,READ,1.177788,0.498056,1.675844
s02,b1,native,READ,1.185894,0.447989,1.633883
s02,b1,native,READ,4.658937,1.574993,6.233931
s02,b1,native,READ,12.47406,0.571012,13.045073
s02,b1,native,READ,4.41885,0.566006,4.984856
s02,b1,native,READ,3.919125,0.498772,4.417896
s02,b1,native,READ,4.007816,0.452995,4.460812
s02,b1,native,READ,5.867004,3.697157,9.564161
s02,b1,native,READ,2.159119,0.478983,2.638102
s02,b1,native,SELECT,1.039982,0.562191,1.602173
s02,b1,native,OPERATE,2.993822,0.442982,3.436804
s02,b1,native,READ,1.16396,0.49305,1.657009
s02,b1,native,READ,6.196976,0.555992,6.752968
s02,b1,native,READ,1.101017,0.515938,1.616955
s02,b1,native,READ,2.036095,0.566006,2.6021
s02,b1,native,READ,1.097918,0.559092,1.657009
s02,b1,native,READ,1.095057,0.561953,1.657009
s02,b1,native,READ,2.075911,0.595093,2.671003
s02,b1,native,READ,1.101971,0.550032,1.652002
s02,b1,native,READ,2.108097,0.547886,2.655983
s02,b1,native,SELECT,1.116037,0.497103,1.61314
s02,b1,native,OPERATE,2.815962,0.563145,3.379107
s02,b1,native,READ,5.383015,0.520945,5.903959
s02,b1,native,READ,2.188921,0.48399,2.672911
s02,b1,native,READ,1.786947,0.57292,2.359867
s02,b1,native,READ,2.930164,1.484871,4.415035
s02,b1,native,READ,4.033089,0.45085,4.483938
s02,b1,native,READ,4.018068,0.459909,4.477978
s02,b1,native,READ,3.96204,0.540972,4.503012
s02,b1,native,SELECT,3.909111,0.45681,4.365921
s02,b1,native,OPERATE,4.931927,1.372099,6.304026
s02,b1,native,READ,3.144979,0.556946,3.701925
s02,b1,native,READ,1.09601,0.56982,1.665831
s02,b1,native,READ,1.16396,0.483036,1.646996
s02,b1,native,READ,1.07789,1.528025,2.605915
s02,b1,native,READ,1.152992,0.481844,1.634836
s02,b1,native,READ,1.308918,2.473116,3.782034
s02,b1,native,READ,1.098156,0.544786,1.642942
s02,b1,native,READ,1.089096,1.543999,2.633095
s02,b1,native,READ,1.16992,0.477076,1.646996
s02,b1,native,READ,2.258062,0.569105,2.827168
s02,b1,native,READ,1.092911,0.530005,1.622915
s02,b1,native,READ,2.115011,0.559092,2.674103
s02,b1,native,READ,1.102924,0.514984,1.617908
s02,b1,native,READ,1.106977,0.708103,1.815081
s02,b1,native,SELECT,1.034021,1.535892,2.569914
s02,b1,native,OPERATE,2.981901,4.64201,7.623911
s02,b1,native,READ,3.429174,0.56982,3.998995
s02,b1,native,READ,3.9258,0.504017,4.429817
s02,b1,native,READ,4.080057,0.455141,4.535198
s02,b1,native,READ,12.266159,0.525951,12.79211
s02,b1,native,READ,4.767895,0.452995,5.22089
s02,b1,native,READ,3.945112,0.561953,4.507065
s02,b1,native,READ,1.278162,0.562906,1.841068
s02,b1,native,READ,6.902933,0.566959,7.469893
s02,b1,native,READ,1.082897,0.52309,1.605988
s02,b1,native,READ,2.121925,0.562191,2.684116
s02,b1,native,READ,1.099825,0.552177,1.652002
s02,b1,native,READ,2.185822,0.560999,2.74682
s02,b1,native,SELECT,1.111984,0.504017,1.616001
s02,b1,native,OPERATE,2.849102,0.551939,3.401041
s02,b1,native,READ,1.214027,0.447035,1.661062
s02,b1,native,READ,2.182007,0.491858,2.673864
s02,b1,native,READ,1.127005,0.497818,1.624823
s02,b1,native,READ,1.293898,3.461123,4.75502
s02,b1,native,READ,2.07901,0.519991,2.599001
s02,b1,native,READ,1.150131,0.569105,1.719236
s02,b1,native,READ,2.378941,0.469208,2.848148
s02,b1,native,READ,5.419016,0.602007,6.021023
s02,b1,native,READ,4.198074,0.496864,4.694939
s02,b1,native,READ,3.898144,0.447989,4.346132
s02,b1,native,SELECT,3.914118,0.497818,4.411936
s02,b1,native,OPERATE,5.905867,0.505924,6.411791
s02,b1,native,READ,2.202034,0.498056,2.70009
s02,b1,native,READ,4.24695,0.503063,4.750013
s02,b1,native,READ,3.726006,0.568151,4.294157
s02,b1,native,READ,7.869959,0.490904,8.360863
s02,b1,native,READ,6.059885,0.545025,6.60491
s02,b1,native,READ,4.101038,0.495911,4.596949
s02,b1,native,READ,3.844023,0.524044,4.368067
s02,b1,native,READ,1.169205,0.515938,1.685143
s02,b1,native,READ,1.157999,0.504017,1.662016
s02,b1,native,SELECT,2.012014,0.514984,2.526999
s02,b1,native,OPERATE,2.994061,0.530958,3.525019
s02,b1,native,READ,1.296043,0.552893,1.848936
s02,b1,native,READ,2.110004,0.553846,2.663851
s02,b1,native,READ,1.161098,0.506878,1.667976
s02,b1,native,READ,1.174212,0.477791,1.652002
s02,b1,native,READ,1.101971,1.680851,2.782822
s02,b1,native,READ,1.093149,0.516891,1.610041
s02,b1,native,READ,2.368927,0.504017,2.872944
s02,b1,native,SELECT,8.059978,0.499964,8.559942
s02,b1,native,OPERATE,21.925926,0.501871,22.427797
s02,b1,native,READ,5.002022,1.754999,6.757021
s02,b1,native,READ,8.660078,0.560999,9.221077
s02,b1,native,READ,4.159927,0.488043,4.64797
s02,b1,native,READ,3.787041,0.568867,4.355907
s02,b1,native,READ,4.100084,0.504971,4.605055
s02,b1,native,READ,8.750916,0.577211,9.328127
s02,b1,native,READ,9.012938,0.457048,9.469986
s02,b1,native,READ,2.933025,1.581907,4.514933
s02,b1,native,READ,1.104116,1.564026,2.668142
s02,b1,native,READ,1.115084,0.688791,1.803875
s02,b1,native,READ,2.150059,0.473976,2.624035
s02,b1,native,READ,1.112938,0.563145,1.676083
s02,b1,native,READ,2.111912,0.545025,2.656937
s02,b1,native,SELECT,1.106024,0.49305,1.599073
s02,b1,native,OPERATE,2.915144,0.484943,3.400087
s02,b1,native,READ,1.168966,0.488997,1.657963
s02,b1,native,READ,2.200842,0.485182,2.686024
s02,b1,native,READ,1.171827,0.496149,1.667976
s02,b1,native,READ,2.174854,0.559092,2.733946
s02,b1,native,READ,4.631042,0.504017,5.135059
s02,b1,native,READ,3.623962,0.558853,4.182816
s02,b1,native,READ,3.993034,0.531912,4.524946
s02,b1,native,READ,4.036903,0.449181,4.486084
s02,b1,native,READ,3.998041,0.452995,4.451036
s02,b1,native,SELECT,3.881931,0.456095,4.338026
s02,b1,native,OPERATE,4.342079,0.521898,4.863977
s02,b1,native,READ,3.289938,0.549078,3.839016
s02,b1,native,READ,1.103163,0.553846,1.657009
s02,b1,native,READ,2.16198,0.530005,2.691984
s02,b1,native,READ,1.16992,0.48995,1.65987
s02,b1,native,READ,2.136946,0.530958,2.667904
s02,b1,native,READ,1.109123,0.593901,1.703024
s02,b1,native,SELECT,1.034975,0.568867,1.603842
s02,b1,native,OPERATE,1.947165,1.352787,3.299952
s02,b1,native,READ,2.171993,0.448942,2.620935
s02,b1,native,READ,1.144886,0.571966,1.716852
s02,b1,native,READ,1.106024,0.513792,1.619816
s02,b1,native,READ,1.091957,1.572132,2.664089
s02,b1,native,READ,1.167059,0.442982,1.610041
s02,b1,native,READ,2.211094,0.48995,2.701044
s02,b2,native,READ,25.026083,0.41604,25.442123
s02,b2,native,READ,12.542009,0.442982,12.984991
s02,b2,native,READ,1.171112,0.486851,1.657963
s02,b2,native,READ,2.067089,0.526905,2.593994
s02,b2,native,READ,1.09601,0.576019,1.672029
s02,b2,native,READ,1.104116,0.525951,1.630068
s02,b2,native,READ,1.094103,1.535892,2.629995
s02,b2,native,SELECT,1.16992,0.510931,1.680851
s02,b2,native,OPERATE,1.863003,1.429081,3.292084
s02,b2,native,READ,2.065897,0.540018,2.605915
s02,b2,native,READ,1.095057,0.56386,1.658916
s02,b2,native,READ,1.087189,0.564814,1.652002
s02,b2,native,READ,1.181126,1.485825,2.66695
s02,b2,native,READ,1.091957,0.545979,1.637936
s02,b2,native,READ,2.16198,0.560999,2.722979
s02,b2,native,READ,1.092196,0.558853,1.651049
s02,b2,native,SELECT,2.043962,0.56386,2.607822
s02,b2,native,OPERATE,1.810074,0.560999,2.371073
s02,b2,native,READ,1.102924,1.57094,2.673864
s02,b2,native,READ,3.97706,0.483036,4.460096
s02,b2,native,READ,3.848076,0.48995,4.338026
s02,b2,native,READ,3.910065,0.571966,4.482031
s02,b2,native,READ,3.94392,0.569105,4.513025
s02,b2,native,READ,4.000902,0.564098,4.565001
s02,b2,native,SELECT,3.824949,0.495911,4.32086
s02,b2,native,OPERATE,4.154205,0.584841,4.739046
s02,b2,native,READ,3.242016,0.521898,3.763914
s02,b2,native,READ,3.979921,0.575066,4.554987
s02,b2,native,READ,1.09005,0.525951,1.616001
s02,b2,native,READ,2.12121,0.573874,2.695084
s02,b2,native,READ,1.103878,0.549078,1.652956
s02,b2,native,READ,2.276897,0.572205,2.849102
s02,b2,native,READ,1.170874,0.494003,1.664877
s02,b2,native,SELECT,1.089811,0.468969,1.558781
s02,b2,native,OPERATE,1.937151,1.101017,3.038168
s02,b2,native,READ,2.067089,0.517845,2.584934
s02,b2,native,READ,1.146078,0.57292,1.718998
s02,b2,native,READ,1.098156,0.537872,1.636028
s02,b2,native,READ,1.133919,1.527071,2.66099
s02,b2,native,READ,1.096964,0.553846,1.65081
s02,b2,native,READ,2.151012,0.566006,2.717018
s02,b2,native,SELECT,1.115084,0.460148,1.575232
s02,b2,native,OPERATE,3.102064,0.487089,3.589153
s02,b2,native,READ,3.28207,0.48995,3.77202
s02,b2,native,READ,3.795147,0.568867,4.364014
s02,b2,native,READ,3.929853,0.573158,4.503012
s02,b2,native,READ,4.009962,0.498056,4.508018
s02,b2,native,READ,4.086018,0.550985,4.637003
s02,b2,native,READ,4.16398,0.48995,4.653931
s02,b2,native,READ,3.706932,0.52309,4.230022
s02,b2,native,READ,1.172066,0.494957,1.667023
s02,b2,native,READ,2.176046,0.448942,2.624989
s02,b2,native,READ,1.092196,0.574827,1.667023
s02,b2,native,READ,1.155138,0.547886,1.703024
s02,b2,native,READ,1.095057,1.528025,2.623081
s02,b2,native,SELECT,1.114845,0.516176,1.631021
s02,b2,native,OPERATE,1.893997,1.47295,3.366947
s02,b2,native,READ,2.072096,0.522852,2.594948
s02,b2,native,READ,1.309156,0.49901,1.808167
s02,b2,native,READ,1.092911,0.519037,1.611948
s02,b2,native,READ,1.166105,1.708984,2.87509
s02,b2,native,READ,1.16396,0.49305,1.657009
s02,b2,native,READ,2.347946,0.474215,2.822161
s02,b2,native,READ,1.08695,0.558853,1.645803
s02,b2,native,READ,2.122879,0.519991,2.64287
s02,b2,native,READ,4.397869,0.579119,4.976988
s02,b2,native,READ,4.024029,0.488997,4.513025
s02,b2,native,READ,4.009962,0.61512,4.625082
s02,b2,native,READ,3.875017,0.49901,4.374027
s02,b2,native,READ,4.07505,0.504017,4.579067
s02,b2,native,READ,3.915071,0.567913,4.482985
s02,b2,native,READ,4.009962,0.494003,4.503965
s02,b2,native,READ,4.020929,0.494957,4.515886
s02,b2,native,READ,2.268791,2.084017,4.352808
s02,b2,native,READ,1.168966,0.45085,1.619816
s02,b2,native,READ,2.098083,0.617027,2.715111
s02,b2,native,READ,1.085997,0.521898,1.607895
s02,b2,native,SELECT,1.034975,0.656128,1.691103
s02,b2,native,OPERATE,1.909971,1.146078,3.056049
s02,b2,native,READ,2.139807,0.463009,2.602816
s02,b2,native,READ,1.098871,0.576973,1.675844
s02,b2,native,READ,1.103878,0.530005,1.633883
s02,b2,native,READ,1.167774,1.522064,2.689838
s02,b2,native,READ,1.245022,3.556967,4.801989
s02,b2,native,READ,1.093149,0.568867,1.662016
s02,b2,native,READ,2.104998,0.525951,2.630949
s02,b2,native,READ,1.09911,0.558853,1.657963
s02,b2,native,READ,2.720833,0.534058,3.25489
s02,b2,native,SELECT,3.626823,0.579119,4.205942
s02,b2,native,OPERATE,4.364014,0.496864,4.860878
s02,b2,native,READ,3.021955,0.567913,3.589869
s02,b2,native,READ,8.722067,0.586033,9.3081
s02,b2,native,READ,4.095078,0.504971,4.600048
s02,b2,native,READ,3.750086,0.574827,4.324913
s02,b2,native,READ,4.189014,0.576019,4.765034
s02,b2,native,READ,3.742933,0.545025,4.287958
s02,b2,native,READ,1.09911,0.562906,1.662016
s02,b2,native,SELECT,1.050949,1.53017,2.58112
s02,b2,native,OPERATE,2.887964,0.565052,3.453016
s02,b2,native,READ,1.087904,0.554085,1.641989
s02,b2,native,READ,2.110004,0.558138,2.668142
s02,b2,native,READ,1.091957,0.554085,1.646042
s02,b2,native,READ,1.168013,0.495911,1.663923
s02,b2,native,READ,2.189875,0.466108,2.655983
s02,b2,native,READ,1.173973,0.491858,1.665831
s02,b2,native,READ,2.057791,0.530005,2.587795
s02,b2,native,READ,1.10817,0.566006,1.674175
s02,b2,native,READ,1.114845,0.546217,1.661062
s02,b2,native,READ,1.103163,1.533985,2.637148
s02,b2,native,READ,1.09005,0.545979,1.636028
s02,b2,native,READ,2.683878,0.503063,3.186941
s02,b2,native,READ,22.525787,0.557184,23.082972
s02,b2,native,READ,9.277105,1.538038,10.815144
s02,b2,native,READ,8.705854,0.560045,9.2659
s02,b2,native,SELECT,13.680935,0.547886,14.228821
s02,b2,native,OPERATE,1.92523,1.203775,3.129005
s02,b2,native,READ,15.332937,0.597,15.929937
s02,b2,native,READ,3.97706,0.504017,4.481077
s02,b2,native,READ,4.03595,0.452995,4.488945
s02,b2,native,READ,3.993034,0.531912,4.524946
s02,b2,native,READ,1.089096,0.513792,1.602888
s02,b2,native,READ,2.331972,0.570059,2.902031
s02,b2,native,READ,1.093149,0.557899,1.651049
s02,b2,native,READ,6.23703,0.522852,6.759882
s02,b2,native,READ,1.166821,0.495195,1.662016
s02,b2,native,READ,2.223015,0.560999,2.784014
s02,b2,native,READ,5.661011,0.742912,6.403923
s02,b2,native,SELECT,2.426147,0.571012,2.99716
s02,b2,native,OPERATE,17.977953,0.555992,18.533945
s02,b2,native,READ,4.135847,0.544071,4.679918
s02,b2,native,READ,4.101992,0.524998,4.626989
s02,b2,native,READ,2.861977,1.528025,4.390001
s02,b2,native,READ,3.957987,0.536919,4.494905
s02,b2,native,READ,4.024982,0.452042,4.477024
s02,b2,native,READ,3.993034,0.530958,4.523993
s02,b2,native,READ,3.001928,1.484156,4.486084
s02,b2,native,READ,2.994061,2.942085,5.936146
s02,b2,native,READ,1.100063,0.555992,1.656055
s02,b2,native,READ,1.168013,0.494003,1.662016
s02,b2,native,READ,2.114058,0.505924,2.619982
s02,b2,native,READ,1.065969,0.550985,1.616955
s02,b2,native,READ,2.196074,0.490904,2.686977
s02,b2,native,READ,1.085997,0.565052,1.651049
s02,b2,native,READ,1.102924,0.555038,1.657963
s02,b2,native,READ,1.13821,1.475811,2.614021
s02,b2,native,READ,1.103878,0.555992,1.65987
s02,b2,native,READ,2.170086,0.495911,2.665997
s02,b2,native,READ,1.186132,0.492811,1.678944
s02,b2,native,SELECT,2.006054,0.558853,2.564907
s02,b2,native,OPERATE,1.930952,0.510216,2.441168
s02,b2,native,READ,2.082109,0.500917,2.583027
s02,b2,native,READ,1.097202,0.604868,1.70207
s02,b2,native,READ,3.509998,0.524998,4.034996
s02,b2,native,READ,3.927946,0.563145,4.491091
s02,b2,native,READ,4.04501,0.499964,4.544973
s02,b2,native,READ,1.614094,2.965927,4.580021
s02,b2,native,READ,3.968954,0.559092,4.528046
s02,b2,native,READ,3.865957,0.496149,4.362106
s02,b2,native,READ,4.034996,0.526905,4.561901
s02,b2,native,SELECT,2.216101,0.543118,2.759218
s02,b2,native,OPERATE,3.036976,4.822969,7.859945
s02,b2,native,READ,1.174212,0.449896,1.624107
s02,b2,native,READ,1.091957,0.555038,1.646996
s02,b2,native,READ,2.190828,0.530958,2.721786
s02,b2,native,READ,1.102924,0.549078,1.652002
s02,b2,native,READ,2.080917,0.520945,2.601862
s02,b2,native,READ,1.167059,0.485897,1.652956
s02,b2,native,READ,1.094103,0.519991,1.614094
s02,b2,native,READ,1.090765,1.531124,2.621889
s02,b2,native,SELECT,5.208015,0.527859,5.735874
s02,b2,native,OPERATE,1.875877,1.641989,3.517866
s02,b2,native,READ,2.263069,0.510931,2.774
s02,b2,native,READ,1.09601,0.562906,1.658916
s02,b2,native,READ,2.156973,0.488043,2.645016
s02,b2,native,READ,1.168013,0.545979,1.713991
s02,b2,native,READ,6.93512,0.588894,7.524014
s02,b2,native,READ,3.962994,0.532866,4.495859
s02,b2,native,READ,4.021883,0.452995,4.474878
s02,b2,native,READ,4.19879,0.458002,4.656792
s02,b2,native,READ,3.812075,0.575066,4.38714
s02,b2,native,SELECT,3.854036,0.565052,4.419088
s02,b2,native,OPERATE,4.814863,0.487089,5.301952
s02,b2,native,READ,3.288031,0.451803,3.739834
s02,b2,native,READ,3.264904,0.501156,3.76606
s02,b2,native,READ,1.112938,0.515938,1.628876
s02,b2,native,READ,1.263857,0.566006,1.829863
s02,b2,native,READ,1.092911,1.561165,2.654076
s02,b2,native,READ,1.101017,0.552177,1.653194
s02,b2,native,SELECT,2.010107,0.571012,2.58112
s02,b2,native,OPERATE,2.867222,4.693985,7.561207
s02,b2,native,READ,1.102209,0.560999,1.663208
s02,b2,native,READ,1.101017,0.658989,1.760006
s02,b2,native,READ,1.098871,1.522064,2.620935
s02,b2,native,READ,1.171112,0.468969,1.640081
s02,b2,native,READ,2.19512,0.496864,2.691984
s02,b2,native,READ,1.07789,0.550032,1.627922
