capture_id,ts,device,ack_mode,flow,transaction_id,direction,tcp_kind,dnp3_fc,role,response_to,is_read_request,is_read_response,is_direct_operate,is_direct_operate_response,is_select,is_select_confirm,is_operate,is_operate_confirm,is_app_confirm,is_response,response_fragment_index,app_fir,app_fin,app_con,wire_size,tcp_payload_size
SEL751.pcap,1561422616.633795,SEL751,separate,10.0.0.3:38527,181,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422617.617976,SEL751,separate,10.0.0.3:38527,182,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422617.621263,SEL751,separate,10.0.0.3:38527,182,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422617.635293,SEL751,separate,10.0.0.3:38527,182,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422617.635319,SEL751,separate,10.0.0.3:38527,182,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422618.618138,SEL751,separate,10.0.0.3:38527,183,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422618.621615,SEL751,separate,10.0.0.3:38527,183,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422618.638414,SEL751,separate,10.0.0.3:38527,183,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422618.638442,SEL751,separate,10.0.0.3:38527,183,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422619.618301,SEL751,separate,10.0.0.3:38527,184,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422619.621717,SEL751,separate,10.0.0.3:38527,184,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422619.633525,SEL751,separate,10.0.0.3:38527,184,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422619.633551,SEL751,separate,10.0.0.3:38527,184,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422620.618448,SEL751,separate,10.0.0.3:38527,185,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422620.623517,SEL751,separate,10.0.0.3:38527,185,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422620.636321,SEL751,separate,10.0.0.3:38527,185,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422620.63635,SEL751,separate,10.0.0.3:38527,185,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422621.618601,SEL751,separate,10.0.0.3:38527,186,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422621.622195,SEL751,separate,10.0.0.3:38527,186,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422621.634353,SEL751,separate,10.0.0.3:38527,186,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422621.634382,SEL751,separate,10.0.0.3:38527,186,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422622.618753,SEL751,separate,10.0.0.3:38527,187,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422622.622391,SEL751,separate,10.0.0.3:38527,187,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422622.636027,SEL751,separate,10.0.0.3:38527,187,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422622.636056,SEL751,separate,10.0.0.3:38527,187,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422623.618917,SEL751,separate,10.0.0.3:38527,188,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422623.622422,SEL751,separate,10.0.0.3:38527,188,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422623.634154,SEL751,separate,10.0.0.3:38527,188,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422623.63418,SEL751,separate,10.0.0.3:38527,188,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422624.619019,SEL751,separate,10.0.0.3:38527,189,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422624.622579,SEL751,separate,10.0.0.3:38527,189,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422624.634232,SEL751,separate,10.0.0.3:38527,189,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422624.634257,SEL751,separate,10.0.0.3:38527,189,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422625.619177,SEL751,separate,10.0.0.3:38527,190,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422625.622876,SEL751,separate,10.0.0.3:38527,190,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422625.636853,SEL751,separate,10.0.0.3:38527,190,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422625.63688,SEL751,separate,10.0.0.3:38527,190,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422626.619345,SEL751,separate,10.0.0.3:38527,191,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422626.623052,SEL751,separate,10.0.0.3:38527,191,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422626.634687,SEL751,separate,10.0.0.3:38527,191,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422626.634713,SEL751,separate,10.0.0.3:38527,191,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422627.619514,SEL751,separate,10.0.0.3:38527,192,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422627.623056,SEL751,separate,10.0.0.3:38527,192,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422627.635089,SEL751,separate,10.0.0.3:38527,192,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422627.635116,SEL751,separate,10.0.0.3:38527,192,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422628.61967,SEL751,separate,10.0.0.3:38527,193,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422628.623305,SEL751,separate,10.0.0.3:38527,193,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422628.637535,SEL751,separate,10.0.0.3:38527,193,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422628.637563,SEL751,separate,10.0.0.3:38527,193,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422629.619846,SEL751,separate,10.0.0.3:38527,194,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422629.623532,SEL751,separate,10.0.0.3:38527,194,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422629.635164,SEL751,separate,10.0.0.3:38527,194,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422629.63519,SEL751,separate,10.0.0.3:38527,194,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422630.620014,SEL751,separate,10.0.0.3:38527,195,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422630.623785,SEL751,separate,10.0.0.3:38527,195,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422630.635739,SEL751,separate,10.0.0.3:38527,195,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422630.635766,SEL751,separate,10.0.0.3:38527,195,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422631.620169,SEL751,separate,10.0.0.3:38527,196,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422631.624186,SEL751,separate,10.0.0.3:38527,196,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422631.63976,SEL751,separate,10.0.0.3:38527,196,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422631.639788,SEL751,separate,10.0.0.3:38527,196,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422632.62034,SEL751,separate,10.0.0.3:38527,197,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422632.62476,SEL751,separate,10.0.0.3:38527,197,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422632.636496,SEL751,separate,10.0.0.3:38527,197,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422632.636523,SEL751,separate,10.0.0.3:38527,197,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422633.620522,SEL751,separate,10.0.0.3:38527,198,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422633.625063,SEL751,separate,10.0.0.3:38527,198,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422633.636769,SEL751,separate,10.0.0.3:38527,198,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422633.636794,SEL751,separate,10.0.0.3:38527,198,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422634.620683,SEL751,separate,10.0.0.3:38527,199,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422634.625264,SEL751,separate,10.0.0.3:38527,199,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422634.637246,SEL751,separate,10.0.0.3:38527,199,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422634.637272,SEL751,separate,10.0.0.3:38527,199,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422635.620857,SEL751,separate,10.0.0.3:38527,200,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422635.625717,SEL751,separate,10.0.0.3:38527,200,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422635.637523,SEL751,separate,10.0.0.3:38527,200,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422635.637549,SEL751,separate,10.0.0.3:38527,200,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422636.621033,SEL751,separate,10.0.0.3:38527,201,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422636.624495,SEL751,separate,10.0.0.3:38527,201,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422636.637002,SEL751,separate,10.0.0.3:38527,201,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422636.637028,SEL751,separate,10.0.0.3:38527,201,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422637.621215,SEL751,separate,10.0.0.3:38527,202,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422637.625519,SEL751,separate,10.0.0.3:38527,202,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422637.637204,SEL751,separate,10.0.0.3:38527,202,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422637.63723,SEL751,separate,10.0.0.3:38527,202,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422638.621386,SEL751,separate,10.0.0.3:38527,203,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422638.624873,SEL751,separate,10.0.0.3:38527,203,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422638.639078,SEL751,separate,10.0.0.3:38527,203,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422638.639106,SEL751,separate,10.0.0.3:38527,203,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422639.621567,SEL751,separate,10.0.0.3:38527,204,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422639.628857,SEL751,separate,10.0.0.3:38527,204,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422639.641823,SEL751,separate,10.0.0.3:38527,204,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422639.641863,SEL751,separate,10.0.0.3:38527,204,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422640.621732,SEL751,separate,10.0.0.3:38527,205,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422640.625252,SEL751,separate,10.0.0.3:38527,205,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422640.637608,SEL751,separate,10.0.0.3:38527,205,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422640.637633,SEL751,separate,10.0.0.3:38527,205,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422641.621852,SEL751,separate,10.0.0.3:38527,206,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422641.6251,SEL751,separate,10.0.0.3:38527,206,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422641.639432,SEL751,separate,10.0.0.3:38527,206,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422641.639459,SEL751,separate,10.0.0.3:38527,206,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422642.621966,SEL751,separate,10.0.0.3:38527,207,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422642.625718,SEL751,separate,10.0.0.3:38527,207,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422642.638358,SEL751,separate,10.0.0.3:38527,207,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422642.638384,SEL751,separate,10.0.0.3:38527,207,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422643.62218,SEL751,separate,10.0.0.3:38527,208,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422643.625804,SEL751,separate,10.0.0.3:38527,208,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422643.639284,SEL751,separate,10.0.0.3:38527,208,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422643.639312,SEL751,separate,10.0.0.3:38527,208,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422644.622324,SEL751,separate,10.0.0.3:38527,209,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422644.625957,SEL751,separate,10.0.0.3:38527,209,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422644.638341,SEL751,separate,10.0.0.3:38527,209,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422644.638369,SEL751,separate,10.0.0.3:38527,209,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422645.622522,SEL751,separate,10.0.0.3:38527,210,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422645.62606,SEL751,separate,10.0.0.3:38527,210,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422645.639788,SEL751,separate,10.0.0.3:38527,210,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422645.639815,SEL751,separate,10.0.0.3:38527,210,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422646.622675,SEL751,separate,10.0.0.3:38527,211,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422646.626211,SEL751,separate,10.0.0.3:38527,211,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422646.637918,SEL751,separate,10.0.0.3:38527,211,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422646.637944,SEL751,separate,10.0.0.3:38527,211,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422647.622834,SEL751,separate,10.0.0.3:38527,212,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422647.626484,SEL751,separate,10.0.0.3:38527,212,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422647.638491,SEL751,separate,10.0.0.3:38527,212,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422647.638515,SEL751,separate,10.0.0.3:38527,212,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422648.62299,SEL751,separate,10.0.0.3:38527,213,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422648.626489,SEL751,separate,10.0.0.3:38527,213,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422648.638372,SEL751,separate,10.0.0.3:38527,213,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422648.638399,SEL751,separate,10.0.0.3:38527,213,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422649.623083,SEL751,separate,10.0.0.3:38527,214,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422649.626539,SEL751,separate,10.0.0.3:38527,214,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422649.638076,SEL751,separate,10.0.0.3:38527,214,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422649.638102,SEL751,separate,10.0.0.3:38527,214,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422650.6232,SEL751,separate,10.0.0.3:38527,215,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422650.626792,SEL751,separate,10.0.0.3:38527,215,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422650.638502,SEL751,separate,10.0.0.3:38527,215,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
SEL751.pcap,1561422650.638529,SEL751,separate,10.0.0.3:38527,215,master_to_outstation,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422651.623412,SEL751,separate,10.0.0.3:38527,216,master_to_outstation,data,DIRECT_OPERATE,DIRECT_OPERATE_REQUEST,,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,101,35
SEL751.pcap,1561422651.627195,SEL751,separate,10.0.0.3:38527,216,outstation_to_master,ack_only,none,ACK,,0,0,0,0,0,0,0,0,0,0,-1,,,,66,0
SEL751.pcap,1561422651.639201,SEL751,separate,10.0.0.3:38527,216,outstation_to_master,data,RESPONSE,RESPONSE,DIRECT_OPERATE,0,0,0,1,0,0,0,0,0,1,0,1,1,0,103,37
