pcap,device_label,outstation_ip,classification,flow_id,stream,master,outstation,req_frame,req_size,req_func,first_rev_frame,first_rev_is_pure_ack,resp_frame,resp_size,resp_func,resp_flags,resp_seq,resp_ack,req_to_ack_ms,req_to_resp_ms,ack_to_resp_ms,retransmission,duplicate_ack,reset,out_of_order,note
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2686,22,1,2687,False,2687,61,129,0x0018,54413,19647,16.0971,16.0971,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2689,22,1,2690,False,2690,61,129,0x0018,54474,19669,15.9471,15.9471,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2692,22,1,2693,False,2693,61,129,0x0018,54535,19691,15.8901,15.8901,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2695,22,1,2696,False,2696,61,129,0x0018,54596,19713,16.0151,16.0151,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2698,22,1,2699,False,2699,61,129,0x0018,54657,19735,15.8398,15.8398,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2701,22,1,2702,False,2702,61,129,0x0018,54718,19757,17.731,17.731,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2704,22,1,2705,False,2705,61,129,0x0018,54779,19779,15.6748,15.6748,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2707,22,1,2708,False,2708,61,129,0x0018,54840,19801,16.5491,16.5491,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2710,22,1,2711,False,2711,61,129,0x0018,54901,19823,16.0849,16.0849,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2713,22,1,2714,False,2714,61,129,0x0018,54962,19845,15.239,15.239,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2716,22,1,2717,False,2717,61,129,0x0018,55023,19867,16.0341,16.0341,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2719,22,1,2720,False,2720,61,129,0x0018,55084,19889,15.6841,15.6841,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2722,22,1,2723,False,2723,61,129,0x0018,55145,19911,16.094,16.094,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2725,22,1,2726,False,2726,61,129,0x0018,55206,19933,16.0069,16.0069,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2728,22,1,2729,False,2729,61,129,0x0018,55267,19955,16.5479,16.5479,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2731,22,1,2732,False,2732,61,129,0x0018,55328,19977,16.4981,16.4981,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2734,22,1,2735,False,2735,61,129,0x0018,55389,19999,16.1099,16.1099,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2737,22,1,2738,False,2738,61,129,0x0018,55450,20021,16.1841,16.1841,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2740,22,1,2741,False,2741,61,129,0x0018,55511,20043,16.17,16.17,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2743,22,1,2744,False,2744,61,129,0x0018,55572,20065,15.7759,15.7759,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2746,22,1,2747,False,2747,61,129,0x0018,55633,20087,15.9788,15.9788,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2749,22,1,2750,False,2750,61,129,0x0018,55694,20109,16.2158,16.2158,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2752,22,1,2753,False,2753,61,129,0x0018,55755,20131,15.9869,15.9869,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2755,22,1,2756,False,2756,61,129,0x0018,55816,20153,16.4919,16.4919,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2758,22,1,2759,False,2759,61,129,0x0018,55877,20175,15.8851,15.8851,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2761,22,1,2762,False,2762,61,129,0x0018,55938,20197,15.795,15.795,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2764,22,1,2765,False,2765,61,129,0x0018,55999,20219,15.96,15.96,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2767,22,1,2768,False,2768,61,129,0x0018,56060,20241,15.77,15.77,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2770,22,1,2771,False,2771,61,129,0x0018,56121,20263,15.991,15.991,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2773,22,1,2774,False,2774,61,129,0x0018,56182,20285,15.3749,15.3749,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2776,22,1,2777,False,2777,61,129,0x0018,56243,20307,15.769,15.769,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2779,22,1,2780,False,2780,61,129,0x0018,56304,20329,16.824,16.824,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2782,22,1,2783,False,2783,61,129,0x0018,56365,20351,16.4821,16.4821,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2785,22,1,2786,False,2786,61,129,0x0018,56426,20373,15.8441,15.8441,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2788,22,1,2789,False,2789,61,129,0x0018,56487,20395,16.0401,16.0401,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2791,22,1,2792,False,2792,61,129,0x0018,56548,20417,15.5339,15.5339,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2794,22,1,2795,False,2795,61,129,0x0018,56609,20439,15.5909,15.5909,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2797,22,1,2798,False,2798,61,129,0x0018,56670,20461,15.9621,15.9621,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2800,22,1,2801,False,2801,61,129,0x0018,56731,20483,16.103,16.103,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2803,22,1,2804,False,2804,61,129,0x0018,56792,20505,15.9612,15.9612,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2806,22,1,2807,False,2807,61,129,0x0018,56853,20527,16.2501,16.2501,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2809,22,1,2810,False,2810,61,129,0x0018,56914,20549,15.656,15.656,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2812,22,1,2813,False,2813,61,129,0x0018,56975,20571,15.985,15.985,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2815,22,1,2816,False,2816,61,129,0x0018,57036,20593,15.965,15.965,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2818,22,1,2819,False,2819,61,129,0x0018,57097,20615,15.7652,15.7652,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2821,22,1,2822,False,2822,61,129,0x0018,57158,20637,15.8832,15.8832,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2824,22,1,2825,False,2825,61,129,0x0018,57219,20659,16.0642,16.0642,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2827,22,1,2828,False,2828,61,129,0x0018,57280,20681,16.314,16.314,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2830,22,1,2831,False,2831,61,129,0x0018,57341,20703,15.748,15.748,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2833,22,1,2834,False,2834,61,129,0x0018,57402,20725,15.3711,15.3711,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2836,22,1,2837,False,2837,61,129,0x0018,57463,20747,15.754,15.754,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2839,22,1,2840,False,2840,61,129,0x0018,57524,20769,16.084,16.084,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2842,22,1,2843,False,2843,61,129,0x0018,57585,20791,16.053,16.053,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2845,22,1,2846,False,2846,61,129,0x0018,57646,20813,17.272,17.272,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2848,22,1,2849,False,2849,61,129,0x0018,57707,20835,16.5529,16.5529,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2851,22,1,2852,False,2852,61,129,0x0018,57768,20857,16.7592,16.7592,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2854,22,1,2855,False,2855,61,129,0x0018,57829,20879,15.9431,15.9431,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2857,22,1,2858,False,2858,61,129,0x0018,57890,20901,15.9731,15.9731,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2860,22,1,2861,False,2861,61,129,0x0018,57951,20923,15.8179,15.8179,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2863,22,1,2864,False,2864,61,129,0x0018,58012,20945,15.5239,15.5239,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2866,22,1,2867,False,2867,61,129,0x0018,58073,20967,16.279,16.279,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2869,22,1,2870,False,2870,61,129,0x0018,58134,20989,16.2451,16.2451,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2872,22,1,2873,False,2873,61,129,0x0018,58195,21011,16.115,16.115,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2875,22,1,2876,False,2876,61,129,0x0018,58256,21033,16.2702,16.2702,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2878,22,1,2879,False,2879,61,129,0x0018,58317,21055,16.3801,16.3801,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2881,22,1,2882,False,2882,61,129,0x0018,58378,21077,16.2609,16.2609,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2884,22,1,2885,False,2885,61,129,0x0018,58439,21099,16.257,16.257,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2887,22,1,2888,False,2888,61,129,0x0018,58500,21121,16.2308,16.2308,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2890,22,1,2891,False,2891,61,129,0x0018,58561,21143,15.986,15.986,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2893,22,1,2894,False,2894,61,129,0x0018,58622,21165,15.6548,15.6548,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2896,22,1,2897,False,2897,61,129,0x0018,58683,21187,15.727,15.727,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2899,22,1,2900,False,2900,61,129,0x0018,58744,21209,16.583,16.583,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2902,22,1,2903,False,2903,61,129,0x0018,58805,21231,16.0692,16.0692,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2905,22,1,2906,False,2906,61,129,0x0018,58866,21253,16.016,16.016,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2908,22,1,2909,False,2909,61,129,0x0018,58927,21275,15.3871,15.3871,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2911,22,1,2912,False,2912,61,129,0x0018,58988,21297,15.7089,15.7089,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2914,22,1,2915,False,2915,61,129,0x0018,59049,21319,15.7208,15.7208,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2917,22,1,2918,False,2918,61,129,0x0018,59110,21341,15.9519,15.9519,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2920,22,1,2921,False,2921,61,129,0x0018,59171,21363,16.3648,16.3648,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2923,22,1,2924,False,2924,61,129,0x0018,59232,21385,15.9659,15.9659,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2926,22,1,2927,False,2927,61,129,0x0018,59293,21407,16.274,16.274,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2929,22,1,2930,False,2930,61,129,0x0018,59354,21429,15.9729,15.9729,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2932,22,1,2933,False,2933,61,129,0x0018,59415,21451,15.8842,15.8842,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2935,22,1,2936,False,2936,61,129,0x0018,59476,21473,15.7821,15.7821,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2938,22,1,2939,False,2939,61,129,0x0018,59537,21495,15.938,15.938,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2941,22,1,2942,False,2942,61,129,0x0018,59598,21517,15.959,15.959,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2944,22,1,2945,False,2945,61,129,0x0018,59659,21539,16.494,16.494,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2947,22,1,2948,False,2948,61,129,0x0018,59720,21561,16.1898,16.1898,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2950,22,1,2951,False,2951,61,129,0x0018,59781,21583,16.0439,16.0439,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2953,22,1,2954,False,2954,61,129,0x0018,59842,21605,15.8451,15.8451,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2956,22,1,2957,False,2957,61,129,0x0018,59903,21627,15.878,15.878,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2959,22,1,2960,False,2960,61,129,0x0018,59964,21649,16.432,16.432,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2962,22,1,2963,False,2963,61,129,0x0018,60025,21671,15.9068,15.9068,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2965,22,1,2966,False,2966,61,129,0x0018,60086,21693,15.8942,15.8942,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2968,22,1,2969,False,2969,61,129,0x0018,60147,21715,15.9369,15.9369,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2971,22,1,2972,False,2972,61,129,0x0018,60208,21737,16.2919,16.2919,0.0,False,False,False,False,
ION7550L.pcap,ION7550,10.0.0.11,COMBINED_ACK_RESPONSE,10.0.0.3:51481<->10.0.0.11:20000#s0,0,10.0.0.3:51481,10.0.0.11:20000,2974,22,1,2975,False,2975,61,129,0x0018,60269,21759,16.1719,16.1719,0.0,False,False,False,False,
