device,pcap,total_requests,pure_ack_count,piggyback_ack_count,pure_ack_ratio,mean_ack_delay_ms,mean_response_delay_ms,tcp_option_signature
10.10.54.158,large_read.pcap,9,1,9,0.111,0.239,1.014,NOP-NOP-Timestamp
