row_type,config,server_nodelay,client_quickack,requested_delay_ms,reps,req_to_resp_ms_mean,req_to_resp_ms_max,responses_ok,response_bytes_ok_all,resets,pure_ack_yes,pure_ack_no,pure_ack_unknown,pure_ack_frac,request_to_ack_ms_mean,ack_to_response_ms_mean,retransmissions_sum,capture_status,rep,request_to_response_ms,response_received,response_bytes_ok,reset,pure_ack_emitted,request_to_ack_ms,ack_to_response_ms,retransmissions
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,9,42.645,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,10,42.633,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,11,42.695,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,12,42.653,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,13,42.638,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,14,42.665,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,15,42.621,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,16,42.685,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,17,42.648,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,18,42.736,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,19,42.699,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,20,42.631,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,21,42.642,True,True,False,unknown,,,
raw,baseline,default,default,42,,,,,,,,,,,,,,undetermined-needs-privileged-capture,22,42.689,True,True,False,unknown,,,
